,METER_DATE,YEAR,MONTH,DAY,SEASON,HOUR,TIME_PERIOD,KIMHAE
5359,2020-03-30 17:00:00,2020,3,30,0,17,2,21
5360,2020-03-30 18:00:00,2020,3,30,0,18,3,23
5361,2020-03-30 19:00:00,2020,3,30,0,19,3,32
5362,2020-03-30 20:00:00,2020,3,30,0,20,3,38
5363,2020-03-30 21:00:00,2020,3,30,0,21,3,40
5364,2020-03-30 22:00:00,2020,3,30,0,22,3,43
5365,2020-03-30 23:00:00,2020,3,30,0,23,3,42
5366,2020-03-31 00:00:00,2020,3,31,0,0,0,38
5367,2020-03-31 01:00:00,2020,3,31,0,1,0,35
5368,2020-03-31 02:00:00,2020,3,31,0,2,0,34
5369,2020-03-31 03:00:00,2020,3,31,0,3,0,28
5370,2020-03-31 04:00:00,2020,3,31,0,4,0,29
5371,2020-03-31 05:00:00,2020,3,31,0,5,0,28
5372,2020-03-31 06:00:00,2020,3,31,0,6,1,28
5373,2020-03-31 07:00:00,2020,3,31,0,7,1,29
5374,2020-03-31 08:00:00,2020,3,31,0,8,1,28
5375,2020-03-31 09:00:00,2020,3,31,0,9,1,20
5376,2020-03-31 10:00:00,2020,3,31,0,10,1,17
5377,2020-03-31 11:00:00,2020,3,31,0,11,1,18
5378,2020-03-31 12:00:00,2020,3,31,0,12,2,18
5379,2020-03-31 13:00:00,2020,3,31,0,13,2,16
5380,2020-03-31 14:00:00,2020,3,31,0,14,2,15
5381,2020-03-31 15:00:00,2020,3,31,0,15,2,17
5382,2020-03-31 16:00:00,2020,3,31,0,16,2,15
5383,2020-03-31 17:00:00,2020,3,31,0,17,2,16
5384,2020-03-31 18:00:00,2020,3,31,0,18,3,22
5385,2020-03-31 19:00:00,2020,3,31,0,19,3,27
5386,2020-03-31 20:00:00,2020,3,31,0,20,3,31
5387,2020-03-31 21:00:00,2020,3,31,0,21,3,33
5388,2020-03-31 22:00:00,2020,3,31,0,22,3,35
5389,2020-03-31 23:00:00,2020,3,31,0,23,3,35
5390,2020-04-01 00:00:00,2020,4,1,0,0,0,32
5391,2020-04-01 01:00:00,2020,4,1,0,1,0,29
5392,2020-04-01 02:00:00,2020,4,1,0,2,0,27
5393,2020-04-01 03:00:00,2020,4,1,0,3,0,22
5394,2020-04-01 04:00:00,2020,4,1,0,4,0,22
5395,2020-04-01 05:00:00,2020,4,1,0,5,0,23
5396,2020-04-01 06:00:00,2020,4,1,0,6,1,22
5397,2020-04-01 07:00:00,2020,4,1,0,7,1,23
5398,2020-04-01 08:00:00,2020,4,1,0,8,1,33
5399,2020-04-01 09:00:00,2020,4,1,0,9,1,27
5400,2020-04-01 10:00:00,2020,4,1,0,10,1,29
5401,2020-04-01 11:00:00,2020,4,1,0,11,1,26
5402,2020-04-01 12:00:00,2020,4,1,0,12,2,25
5403,2020-04-01 13:00:00,2020,4,1,0,13,2,23
5404,2020-04-01 14:00:00,2020,4,1,0,14,2,20
5405,2020-04-01 15:00:00,2020,4,1,0,15,2,20
5406,2020-04-01 16:00:00,2020,4,1,0,16,2,18
5407,2020-04-01 17:00:00,2020,4,1,0,17,2,18
5408,2020-04-01 18:00:00,2020,4,1,0,18,3,22
5409,2020-04-01 19:00:00,2020,4,1,0,19,3,29
5410,2020-04-01 20:00:00,2020,4,1,0,20,3,35
5411,2020-04-01 21:00:00,2020,4,1,0,21,3,36
5412,2020-04-01 22:00:00,2020,4,1,0,22,3,37
5413,2020-04-01 23:00:00,2020,4,1,0,23,3,39
5414,2020-04-02 00:00:00,2020,4,2,0,0,0,37
5415,2020-04-02 01:00:00,2020,4,2,0,1,0,30
5416,2020-04-02 02:00:00,2020,4,2,0,2,0,28
5417,2020-04-02 03:00:00,2020,4,2,0,3,0,26
5418,2020-04-02 04:00:00,2020,4,2,0,4,0,25
5419,2020-04-02 05:00:00,2020,4,2,0,5,0,25
5420,2020-04-02 06:00:00,2020,4,2,0,6,1,25
5421,2020-04-02 07:00:00,2020,4,2,0,7,1,26
5422,2020-04-02 08:00:00,2020,4,2,0,8,1,26
5423,2020-04-02 09:00:00,2020,4,2,0,9,1,24
5424,2020-04-02 10:00:00,2020,4,2,0,10,1,19
5425,2020-04-02 11:00:00,2020,4,2,0,11,1,20
5426,2020-04-02 12:00:00,2020,4,2,0,12,2,19
5427,2020-04-02 13:00:00,2020,4,2,0,13,2,17
5428,2020-04-02 14:00:00,2020,4,2,0,14,2,16
5429,2020-04-02 15:00:00,2020,4,2,0,15,2,21
5430,2020-04-02 16:00:00,2020,4,2,0,16,2,15
5431,2020-04-02 17:00:00,2020,4,2,0,17,2,22
5432,2020-04-02 18:00:00,2020,4,2,0,18,3,18
5433,2020-04-02 19:00:00,2020,4,2,0,19,3,28
5434,2020-04-02 20:00:00,2020,4,2,0,20,3,40
5435,2020-04-02 21:00:00,2020,4,2,0,21,3,40
5436,2020-04-02 22:00:00,2020,4,2,0,22,3,42
5437,2020-04-02 23:00:00,2020,4,2,0,23,3,42
5438,2020-04-03 00:00:00,2020,4,3,0,0,0,36
5439,2020-04-03 01:00:00,2020,4,3,0,1,0,31
5440,2020-04-03 02:00:00,2020,4,3,0,2,0,29
5441,2020-04-03 03:00:00,2020,4,3,0,3,0,30
5442,2020-04-03 04:00:00,2020,4,3,0,4,0,29
5443,2020-04-03 05:00:00,2020,4,3,0,5,0,28
5444,2020-04-03 06:00:00,2020,4,3,0,6,1,28
5445,2020-04-03 07:00:00,2020,4,3,0,7,1,30
5446,2020-04-03 08:00:00,2020,4,3,0,8,1,28
5447,2020-04-03 09:00:00,2020,4,3,0,9,1,23
5448,2020-04-03 10:00:00,2020,4,3,0,10,1,22
5449,2020-04-03 11:00:00,2020,4,3,0,11,1,22
5450,2020-04-03 12:00:00,2020,4,3,0,12,2,19
5451,2020-04-03 13:00:00,2020,4,3,0,13,2,20
5452,2020-04-03 14:00:00,2020,4,3,0,14,2,19
5453,2020-04-03 15:00:00,2020,4,3,0,15,2,19
5454,2020-04-03 16:00:00,2020,4,3,0,16,2,13
5455,2020-04-03 17:00:00,2020,4,3,0,17,2,16
5456,2020-04-03 18:00:00,2020,4,3,0,18,3,20
5457,2020-04-03 19:00:00,2020,4,3,0,19,3,25
5458,2020-04-03 20:00:00,2020,4,3,0,20,3,30
5459,2020-04-03 21:00:00,2020,4,3,0,21,3,32
5460,2020-04-03 22:00:00,2020,4,3,0,22,3,33
5461,2020-04-03 23:00:00,2020,4,3,0,23,3,35
5462,2020-04-04 00:00:00,2020,4,4,0,0,0,33
5463,2020-04-04 01:00:00,2020,4,4,0,1,0,28
5464,2020-04-04 02:00:00,2020,4,4,0,2,0,27
5465,2020-04-04 03:00:00,2020,4,4,0,3,0,24
5466,2020-04-04 04:00:00,2020,4,4,0,4,0,24
5467,2020-04-04 05:00:00,2020,4,4,0,5,0,24
5468,2020-04-04 06:00:00,2020,4,4,0,6,1,24
5469,2020-04-04 07:00:00,2020,4,4,0,7,1,25
5470,2020-04-04 08:00:00,2020,4,4,0,8,1,20
5471,2020-04-04 09:00:00,2020,4,4,0,9,1,20
5472,2020-04-04 10:00:00,2020,4,4,0,10,1,21
5473,2020-04-04 11:00:00,2020,4,4,0,11,1,17
5474,2020-04-04 12:00:00,2020,4,4,0,12,2,20
5475,2020-04-04 13:00:00,2020,4,4,0,13,2,17
5476,2020-04-04 14:00:00,2020,4,4,0,14,2,20
5477,2020-04-04 15:00:00,2020,4,4,0,15,2,21
5478,2020-04-04 16:00:00,2020,4,4,0,16,2,23
5479,2020-04-04 17:00:00,2020,4,4,0,17,2,21
5480,2020-04-04 18:00:00,2020,4,4,0,18,3,24
5481,2020-04-04 19:00:00,2020,4,4,0,19,3,28
5482,2020-04-04 20:00:00,2020,4,4,0,20,3,33
5483,2020-04-04 21:00:00,2020,4,4,0,21,3,37
5484,2020-04-04 22:00:00,2020,4,4,0,22,3,40
5485,2020-04-04 23:00:00,2020,4,4,0,23,3,37
5486,2020-04-05 00:00:00,2020,4,5,0,0,0,38
5487,2020-04-05 01:00:00,2020,4,5,0,1,0,32
5488,2020-04-05 02:00:00,2020,4,5,0,2,0,32
5489,2020-04-05 03:00:00,2020,4,5,0,3,0,30
5490,2020-04-05 04:00:00,2020,4,5,0,4,0,30
5491,2020-04-05 05:00:00,2020,4,5,0,5,0,30
5492,2020-04-05 06:00:00,2020,4,5,0,6,1,30
5493,2020-04-05 07:00:00,2020,4,5,0,7,1,30
5494,2020-04-05 08:00:00,2020,4,5,0,8,1,24
5495,2020-04-05 09:00:00,2020,4,5,0,9,1,23
5496,2020-04-05 10:00:00,2020,4,5,0,10,1,25
5497,2020-04-05 11:00:00,2020,4,5,0,11,1,22
5498,2020-04-05 12:00:00,2020,4,5,0,12,2,20
5499,2020-04-05 13:00:00,2020,4,5,0,13,2,21
5500,2020-04-05 14:00:00,2020,4,5,0,14,2,20
5501,2020-04-05 15:00:00,2020,4,5,0,15,2,21
5502,2020-04-05 16:00:00,2020,4,5,0,16,2,20
5503,2020-04-05 17:00:00,2020,4,5,0,17,2,23
5504,2020-04-05 18:00:00,2020,4,5,0,18,3,27
5505,2020-04-05 19:00:00,2020,4,5,0,19,3,31
5506,2020-04-05 20:00:00,2020,4,5,0,20,3,35
5507,2020-04-05 21:00:00,2020,4,5,0,21,3,41
5508,2020-04-05 22:00:00,2020,4,5,0,22,3,38
5509,2020-04-05 23:00:00,2020,4,5,0,23,3,38
5510,2020-04-06 00:00:00,2020,4,6,0,0,0,36
5511,2020-04-06 01:00:00,2020,4,6,0,1,0,31
5512,2020-04-06 02:00:00,2020,4,6,0,2,0,29
5513,2020-04-06 03:00:00,2020,4,6,0,3,0,31
5514,2020-04-06 04:00:00,2020,4,6,0,4,0,37
5515,2020-04-06 05:00:00,2020,4,6,0,5,0,32
5516,2020-04-06 06:00:00,2020,4,6,0,6,1,35
5517,2020-04-06 07:00:00,2020,4,6,0,7,1,33
5518,2020-04-06 08:00:00,2020,4,6,0,8,1,31
5519,2020-04-06 09:00:00,2020,4,6,0,9,1,27
5520,2020-04-06 10:00:00,2020,4,6,0,10,1,24
5521,2020-04-06 11:00:00,2020,4,6,0,11,1,25
5522,2020-04-06 12:00:00,2020,4,6,0,12,2,22
5523,2020-04-06 13:00:00,2020,4,6,0,13,2,22
5524,2020-04-06 14:00:00,2020,4,6,0,14,2,22
5525,2020-04-06 15:00:00,2020,4,6,0,15,2,21
5526,2020-04-06 16:00:00,2020,4,6,0,16,2,18
5527,2020-04-06 17:00:00,2020,4,6,0,17,2,21
5528,2020-04-06 18:00:00,2020,4,6,0,18,3,24
5529,2020-04-06 19:00:00,2020,4,6,0,19,3,30
5530,2020-04-06 20:00:00,2020,4,6,0,20,3,37
5531,2020-04-06 21:00:00,2020,4,6,0,21,3,41
5532,2020-04-06 22:00:00,2020,4,6,0,22,3,40
5533,2020-04-06 23:00:00,2020,4,6,0,23,3,40
5534,2020-04-07 00:00:00,2020,4,7,0,0,0,34
5535,2020-04-07 01:00:00,2020,4,7,0,1,0,28
5536,2020-04-07 02:00:00,2020,4,7,0,2,0,28
5537,2020-04-07 03:00:00,2020,4,7,0,3,0,26
5538,2020-04-07 04:00:00,2020,4,7,0,4,0,24
5539,2020-04-07 05:00:00,2020,4,7,0,5,0,23
5540,2020-04-07 06:00:00,2020,4,7,0,6,1,21
5541,2020-04-07 07:00:00,2020,4,7,0,7,1,24
5542,2020-04-07 08:00:00,2020,4,7,0,8,1,25
5543,2020-04-07 09:00:00,2020,4,7,0,9,1,23
5544,2020-04-07 10:00:00,2020,4,7,0,10,1,20
5545,2020-04-07 11:00:00,2020,4,7,0,11,1,17
5546,2020-04-07 12:00:00,2020,4,7,0,12,2,16
5547,2020-04-07 13:00:00,2020,4,7,0,13,2,20
5548,2020-04-07 14:00:00,2020,4,7,0,14,2,13
5549,2020-04-07 15:00:00,2020,4,7,0,15,2,13
5550,2020-04-07 16:00:00,2020,4,7,0,16,2,16
5551,2020-04-07 17:00:00,2020,4,7,0,17,2,17
5552,2020-04-07 18:00:00,2020,4,7,0,18,3,17
5553,2020-04-07 19:00:00,2020,4,7,0,19,3,25
5554,2020-04-07 20:00:00,2020,4,7,0,20,3,28
5555,2020-04-07 21:00:00,2020,4,7,0,21,3,29
5556,2020-04-07 22:00:00,2020,4,7,0,22,3,30
5557,2020-04-07 23:00:00,2020,4,7,0,23,3,36
5558,2020-04-08 00:00:00,2020,4,8,0,0,0,31
5559,2020-04-08 01:00:00,2020,4,8,0,1,0,31
5560,2020-04-08 02:00:00,2020,4,8,0,2,0,27
5561,2020-04-08 03:00:00,2020,4,8,0,3,0,26
5562,2020-04-08 04:00:00,2020,4,8,0,4,0,26
5563,2020-04-08 05:00:00,2020,4,8,0,5,0,25
5564,2020-04-08 06:00:00,2020,4,8,0,6,1,24
5565,2020-04-08 07:00:00,2020,4,8,0,7,1,25
5566,2020-04-08 08:00:00,2020,4,8,0,8,1,26
5567,2020-04-08 09:00:00,2020,4,8,0,9,1,25
5568,2020-04-08 10:00:00,2020,4,8,0,10,1,23
5569,2020-04-08 11:00:00,2020,4,8,0,11,1,21
5570,2020-04-08 12:00:00,2020,4,8,0,12,2,19
5571,2020-04-08 13:00:00,2020,4,8,0,13,2,17
5572,2020-04-08 14:00:00,2020,4,8,0,14,2,19
5573,2020-04-08 15:00:00,2020,4,8,0,15,2,12
5574,2020-04-08 16:00:00,2020,4,8,0,16,2,14
5575,2020-04-08 17:00:00,2020,4,8,0,17,2,14
5576,2020-04-08 18:00:00,2020,4,8,0,18,3,19
5577,2020-04-08 19:00:00,2020,4,8,0,19,3,22
5578,2020-04-08 20:00:00,2020,4,8,0,20,3,30
5579,2020-04-08 21:00:00,2020,4,8,0,21,3,35
5580,2020-04-08 22:00:00,2020,4,8,0,22,3,33
5581,2020-04-08 23:00:00,2020,4,8,0,23,3,34
5582,2020-04-09 00:00:00,2020,4,9,0,0,0,34
5583,2020-04-09 01:00:00,2020,4,9,0,1,0,28
5584,2020-04-09 02:00:00,2020,4,9,0,2,0,26
5585,2020-04-09 03:00:00,2020,4,9,0,3,0,25
5586,2020-04-09 04:00:00,2020,4,9,0,4,0,21
5587,2020-04-09 05:00:00,2020,4,9,0,5,0,22
5588,2020-04-09 06:00:00,2020,4,9,0,6,1,22
5589,2020-04-09 07:00:00,2020,4,9,0,7,1,23
5590,2020-04-09 08:00:00,2020,4,9,0,8,1,24
5591,2020-04-09 09:00:00,2020,4,9,0,9,1,21
5592,2020-04-09 10:00:00,2020,4,9,0,10,1,16
5593,2020-04-09 11:00:00,2020,4,9,0,11,1,19
5594,2020-04-09 12:00:00,2020,4,9,0,12,2,17
5595,2020-04-09 13:00:00,2020,4,9,0,13,2,15
5596,2020-04-09 14:00:00,2020,4,9,0,14,2,19
5597,2020-04-09 15:00:00,2020,4,9,0,15,2,14
5598,2020-04-09 16:00:00,2020,4,9,0,16,2,18
5599,2020-04-09 17:00:00,2020,4,9,0,17,2,16
5600,2020-04-09 18:00:00,2020,4,9,0,18,3,24
5601,2020-04-09 19:00:00,2020,4,9,0,19,3,33
5602,2020-04-09 20:00:00,2020,4,9,0,20,3,35
5603,2020-04-09 21:00:00,2020,4,9,0,21,3,41
5604,2020-04-09 22:00:00,2020,4,9,0,22,3,40
5605,2020-04-09 23:00:00,2020,4,9,0,23,3,36
5606,2020-04-10 00:00:00,2020,4,10,0,0,0,39
5607,2020-04-10 01:00:00,2020,4,10,0,1,0,31
5608,2020-04-10 02:00:00,2020,4,10,0,2,0,31
5609,2020-04-10 03:00:00,2020,4,10,0,3,0,30
5610,2020-04-10 04:00:00,2020,4,10,0,4,0,29
5611,2020-04-10 05:00:00,2020,4,10,0,5,0,25
5612,2020-04-10 06:00:00,2020,4,10,0,6,1,26
5613,2020-04-10 07:00:00,2020,4,10,0,7,1,24
5614,2020-04-10 08:00:00,2020,4,10,0,8,1,27
5615,2020-04-10 09:00:00,2020,4,10,0,9,1,27
5616,2020-04-10 10:00:00,2020,4,10,0,10,1,27
5617,2020-04-10 11:00:00,2020,4,10,0,11,1,27
5618,2020-04-10 12:00:00,2020,4,10,0,12,2,26
5619,2020-04-10 13:00:00,2020,4,10,0,13,2,26
5620,2020-04-10 14:00:00,2020,4,10,0,14,2,25
5621,2020-04-10 15:00:00,2020,4,10,0,15,2,25
5622,2020-04-10 16:00:00,2020,4,10,0,16,2,24
5623,2020-04-10 17:00:00,2020,4,10,0,17,2,29
5624,2020-04-10 18:00:00,2020,4,10,0,18,3,21
5625,2020-04-10 19:00:00,2020,4,10,0,19,3,33
5626,2020-04-10 20:00:00,2020,4,10,0,20,3,35
5627,2020-04-10 21:00:00,2020,4,10,0,21,3,36
5628,2020-04-10 22:00:00,2020,4,10,0,22,3,41
5629,2020-04-10 23:00:00,2020,4,10,0,23,3,36
5630,2020-04-11 00:00:00,2020,4,11,0,0,0,39
5631,2020-04-11 01:00:00,2020,4,11,0,1,0,30
5632,2020-04-11 02:00:00,2020,4,11,0,2,0,28
5633,2020-04-11 03:00:00,2020,4,11,0,3,0,29
5634,2020-04-11 04:00:00,2020,4,11,0,4,0,26
5635,2020-04-11 05:00:00,2020,4,11,0,5,0,31
5636,2020-04-11 06:00:00,2020,4,11,0,6,1,26
5637,2020-04-11 07:00:00,2020,4,11,0,7,1,24
5638,2020-04-11 08:00:00,2020,4,11,0,8,1,27
5639,2020-04-11 09:00:00,2020,4,11,0,9,1,30
5640,2020-04-11 10:00:00,2020,4,11,0,10,1,26
5641,2020-04-11 11:00:00,2020,4,11,0,11,1,27
5642,2020-04-11 12:00:00,2020,4,11,0,12,2,26
5643,2020-04-11 13:00:00,2020,4,11,0,13,2,26
5644,2020-04-11 14:00:00,2020,4,11,0,14,2,23
5645,2020-04-11 15:00:00,2020,4,11,0,15,2,26
5646,2020-04-11 16:00:00,2020,4,11,0,16,2,20
5647,2020-04-11 17:00:00,2020,4,11,0,17,2,23
5648,2020-04-11 18:00:00,2020,4,11,0,18,3,28
5649,2020-04-11 19:00:00,2020,4,11,0,19,3,34
5650,2020-04-11 20:00:00,2020,4,11,0,20,3,41
5651,2020-04-11 21:00:00,2020,4,11,0,21,3,33
5652,2020-04-11 22:00:00,2020,4,11,0,22,3,43
5653,2020-04-11 23:00:00,2020,4,11,0,23,3,43
5654,2020-04-12 00:00:00,2020,4,12,0,0,0,42
5655,2020-04-12 01:00:00,2020,4,12,0,1,0,31
5656,2020-04-12 02:00:00,2020,4,12,0,2,0,35
5657,2020-04-12 03:00:00,2020,4,12,0,3,0,29
5658,2020-04-12 04:00:00,2020,4,12,0,4,0,28
5659,2020-04-12 05:00:00,2020,4,12,0,5,0,28
5660,2020-04-12 06:00:00,2020,4,12,0,6,1,34
5661,2020-04-12 07:00:00,2020,4,12,0,7,1,30
5662,2020-04-12 08:00:00,2020,4,12,0,8,1,24
5663,2020-04-12 09:00:00,2020,4,12,0,9,1,23
5664,2020-04-12 10:00:00,2020,4,12,0,10,1,26
5665,2020-04-12 11:00:00,2020,4,12,0,11,1,28
5666,2020-04-12 12:00:00,2020,4,12,0,12,2,30
5667,2020-04-12 13:00:00,2020,4,12,0,13,2,30
5668,2020-04-12 14:00:00,2020,4,12,0,14,2,28
5669,2020-04-12 15:00:00,2020,4,12,0,15,2,27
5670,2020-04-12 16:00:00,2020,4,12,0,16,2,26
5671,2020-04-12 17:00:00,2020,4,12,0,17,2,29
5672,2020-04-12 18:00:00,2020,4,12,0,18,3,29
5673,2020-04-12 19:00:00,2020,4,12,0,19,3,34
5674,2020-04-12 20:00:00,2020,4,12,0,20,3,41
5675,2020-04-12 21:00:00,2020,4,12,0,21,3,43
5676,2020-04-12 22:00:00,2020,4,12,0,22,3,49
5677,2020-04-12 23:00:00,2020,4,12,0,23,3,45
5678,2020-04-13 00:00:00,2020,4,13,0,0,0,43
5679,2020-04-13 01:00:00,2020,4,13,0,1,0,34
5680,2020-04-13 02:00:00,2020,4,13,0,2,0,38
5681,2020-04-13 03:00:00,2020,4,13,0,3,0,34
5682,2020-04-13 04:00:00,2020,4,13,0,4,0,33
5683,2020-04-13 05:00:00,2020,4,13,0,5,0,29
5684,2020-04-13 06:00:00,2020,4,13,0,6,1,30
5685,2020-04-13 07:00:00,2020,4,13,0,7,1,34
5686,2020-04-13 08:00:00,2020,4,13,0,8,1,31
5687,2020-04-13 09:00:00,2020,4,13,0,9,1,32
5688,2020-04-13 10:00:00,2020,4,13,0,10,1,32
5689,2020-04-13 11:00:00,2020,4,13,0,11,1,30
5690,2020-04-13 12:00:00,2020,4,13,0,12,2,27
5691,2020-04-13 13:00:00,2020,4,13,0,13,2,27
5692,2020-04-13 14:00:00,2020,4,13,0,14,2,27
5693,2020-04-13 15:00:00,2020,4,13,0,15,2,25
5694,2020-04-13 16:00:00,2020,4,13,0,16,2,25
5695,2020-04-13 17:00:00,2020,4,13,0,17,2,26
5696,2020-04-13 18:00:00,2020,4,13,0,18,3,26
5697,2020-04-13 19:00:00,2020,4,13,0,19,3,32
5698,2020-04-13 20:00:00,2020,4,13,0,20,3,42
5699,2020-04-13 21:00:00,2020,4,13,0,21,3,46
5700,2020-04-13 22:00:00,2020,4,13,0,22,3,50
5701,2020-04-13 23:00:00,2020,4,13,0,23,3,46
5702,2020-04-14 00:00:00,2020,4,14,0,0,0,43
5703,2020-04-14 01:00:00,2020,4,14,0,1,0,36
5704,2020-04-14 02:00:00,2020,4,14,0,2,0,32
5705,2020-04-14 03:00:00,2020,4,14,0,3,0,30
5706,2020-04-14 04:00:00,2020,4,14,0,4,0,30
5707,2020-04-14 05:00:00,2020,4,14,0,5,0,30
5708,2020-04-14 06:00:00,2020,4,14,0,6,1,29
5709,2020-04-14 07:00:00,2020,4,14,0,7,1,29
5710,2020-04-14 08:00:00,2020,4,14,0,8,1,29
5711,2020-04-14 09:00:00,2020,4,14,0,9,1,22
5712,2020-04-14 10:00:00,2020,4,14,0,10,1,22
5713,2020-04-14 11:00:00,2020,4,14,0,11,1,18
5714,2020-04-14 12:00:00,2020,4,14,0,12,2,20
5715,2020-04-14 13:00:00,2020,4,14,0,13,2,16
5716,2020-04-14 14:00:00,2020,4,14,0,14,2,19
5717,2020-04-14 15:00:00,2020,4,14,0,15,2,16
5718,2020-04-14 16:00:00,2020,4,14,0,16,2,17
5719,2020-04-14 17:00:00,2020,4,14,0,17,2,17
5720,2020-04-14 18:00:00,2020,4,14,0,18,3,18
5721,2020-04-14 19:00:00,2020,4,14,0,19,3,24
5722,2020-04-14 20:00:00,2020,4,14,0,20,3,29
5723,2020-04-14 21:00:00,2020,4,14,0,21,3,30
5724,2020-04-14 22:00:00,2020,4,14,0,22,3,37
5725,2020-04-14 23:00:00,2020,4,14,0,23,3,38
5726,2020-04-15 00:00:00,2020,4,15,0,0,0,38
5727,2020-04-15 01:00:00,2020,4,15,0,1,0,34
5728,2020-04-15 02:00:00,2020,4,15,0,2,0,32
5729,2020-04-15 03:00:00,2020,4,15,0,3,0,30
5730,2020-04-15 04:00:00,2020,4,15,0,4,0,29
5731,2020-04-15 05:00:00,2020,4,15,0,5,0,30
5732,2020-04-15 06:00:00,2020,4,15,0,6,1,27
5733,2020-04-15 07:00:00,2020,4,15,0,7,1,26
5734,2020-04-15 08:00:00,2020,4,15,0,8,1,23
5735,2020-04-15 09:00:00,2020,4,15,0,9,1,23
5736,2020-04-15 10:00:00,2020,4,15,0,10,1,23
5737,2020-04-15 11:00:00,2020,4,15,0,11,1,23
5738,2020-04-15 12:00:00,2020,4,15,0,12,2,23
5739,2020-04-15 13:00:00,2020,4,15,0,13,2,23
5740,2020-04-15 14:00:00,2020,4,15,0,14,2,22
5741,2020-04-15 15:00:00,2020,4,15,0,15,2,22
5742,2020-04-15 16:00:00,2020,4,15,0,16,2,22
5743,2020-04-15 17:00:00,2020,4,15,0,17,2,25
5744,2020-04-15 18:00:00,2020,4,15,0,18,3,27
5745,2020-04-15 19:00:00,2020,4,15,0,19,3,27
5746,2020-04-15 20:00:00,2020,4,15,0,20,3,30
5747,2020-04-15 21:00:00,2020,4,15,0,21,3,31
5748,2020-04-15 22:00:00,2020,4,15,0,22,3,33
5749,2020-04-15 23:00:00,2020,4,15,0,23,3,38
5750,2020-04-16 00:00:00,2020,4,16,0,0,0,33
5751,2020-04-16 01:00:00,2020,4,16,0,1,0,29
5752,2020-04-16 02:00:00,2020,4,16,0,2,0,26
5753,2020-04-16 03:00:00,2020,4,16,0,3,0,20
5754,2020-04-16 04:00:00,2020,4,16,0,4,0,23
5755,2020-04-16 05:00:00,2020,4,16,0,5,0,23
5756,2020-04-16 06:00:00,2020,4,16,0,6,1,25
5757,2020-04-16 07:00:00,2020,4,16,0,7,1,25
5758,2020-04-16 08:00:00,2020,4,16,0,8,1,25
5759,2020-04-16 09:00:00,2020,4,16,0,9,1,13
5760,2020-04-16 10:00:00,2020,4,16,0,10,1,24
5761,2020-04-16 11:00:00,2020,4,16,0,11,1,12
5762,2020-04-16 12:00:00,2020,4,16,0,12,2,13
5763,2020-04-16 13:00:00,2020,4,16,0,13,2,19
5764,2020-04-16 14:00:00,2020,4,16,0,14,2,13
5765,2020-04-16 15:00:00,2020,4,16,0,15,2,11
5766,2020-04-16 16:00:00,2020,4,16,0,16,2,14
5767,2020-04-16 17:00:00,2020,4,16,0,17,2,20
5768,2020-04-16 18:00:00,2020,4,16,0,18,3,21
5769,2020-04-16 19:00:00,2020,4,16,0,19,3,28
5770,2020-04-16 20:00:00,2020,4,16,0,20,3,28
5771,2020-04-16 21:00:00,2020,4,16,0,21,3,41
5772,2020-04-16 22:00:00,2020,4,16,0,22,3,34
5773,2020-04-16 23:00:00,2020,4,16,0,23,3,39
5774,2020-04-17 00:00:00,2020,4,17,0,0,0,40
5775,2020-04-17 01:00:00,2020,4,17,0,1,0,32
5776,2020-04-17 02:00:00,2020,4,17,0,2,0,29
5777,2020-04-17 03:00:00,2020,4,17,0,3,0,26
5778,2020-04-17 04:00:00,2020,4,17,0,4,0,26
5779,2020-04-17 05:00:00,2020,4,17,0,5,0,25
5780,2020-04-17 06:00:00,2020,4,17,0,6,1,25
5781,2020-04-17 07:00:00,2020,4,17,0,7,1,25
5782,2020-04-17 08:00:00,2020,4,17,0,8,1,27
5783,2020-04-17 09:00:00,2020,4,17,0,9,1,26
5784,2020-04-17 10:00:00,2020,4,17,0,10,1,27
5785,2020-04-17 11:00:00,2020,4,17,0,11,1,27
5786,2020-04-17 12:00:00,2020,4,17,0,12,2,26
5787,2020-04-17 13:00:00,2020,4,17,0,13,2,26
5788,2020-04-17 14:00:00,2020,4,17,0,14,2,27
5789,2020-04-17 15:00:00,2020,4,17,0,15,2,21
5790,2020-04-17 16:00:00,2020,4,17,0,16,2,20
5791,2020-04-17 17:00:00,2020,4,17,0,17,2,25
5792,2020-04-17 18:00:00,2020,4,17,0,18,3,26
5793,2020-04-17 19:00:00,2020,4,17,0,19,3,30
5794,2020-04-17 20:00:00,2020,4,17,0,20,3,33
5795,2020-04-17 21:00:00,2020,4,17,0,21,3,36
5796,2020-04-17 22:00:00,2020,4,17,0,22,3,34
5797,2020-04-17 23:00:00,2020,4,17,0,23,3,32
5798,2020-04-18 00:00:00,2020,4,18,0,0,0,37
5799,2020-04-18 01:00:00,2020,4,18,0,1,0,28
5800,2020-04-18 02:00:00,2020,4,18,0,2,0,27
5801,2020-04-18 03:00:00,2020,4,18,0,3,0,25
5802,2020-04-18 04:00:00,2020,4,18,0,4,0,22
5803,2020-04-18 05:00:00,2020,4,18,0,5,0,23
5804,2020-04-18 06:00:00,2020,4,18,0,6,1,31
5805,2020-04-18 07:00:00,2020,4,18,0,7,1,29
5806,2020-04-18 08:00:00,2020,4,18,0,8,1,25
5807,2020-04-18 09:00:00,2020,4,18,0,9,1,24
5808,2020-04-18 10:00:00,2020,4,18,0,10,1,24
