,METER_DATE,YEAR,MONTH,DAY,SEASON,HOUR,TIME_PERIOD,KIMHAE
19664,2021-11-16 18:00:00,2021,11,16,2,18,3,29
19665,2021-11-16 19:00:00,2021,11,16,2,19,3,37
19666,2021-11-16 20:00:00,2021,11,16,2,20,3,42
19667,2021-11-16 21:00:00,2021,11,16,2,21,3,47
19668,2021-11-16 22:00:00,2021,11,16,2,22,3,49
19669,2021-11-16 23:00:00,2021,11,16,2,23,3,47
19670,2021-11-17 00:00:00,2021,11,17,2,0,0,44
19671,2021-11-17 01:00:00,2021,11,17,2,1,0,40
19672,2021-11-17 02:00:00,2021,11,17,2,2,0,37
19673,2021-11-17 03:00:00,2021,11,17,2,3,0,35
19674,2021-11-17 04:00:00,2021,11,17,2,4,0,34
19675,2021-11-17 05:00:00,2021,11,17,2,5,0,35
19676,2021-11-17 06:00:00,2021,11,17,2,6,1,36
19677,2021-11-17 07:00:00,2021,11,17,2,7,1,37
19678,2021-11-17 08:00:00,2021,11,17,2,8,1,38
19679,2021-11-17 09:00:00,2021,11,17,2,9,1,36
19680,2021-11-17 10:00:00,2021,11,17,2,10,1,26
19681,2021-11-17 11:00:00,2021,11,17,2,11,1,23
19682,2021-11-17 12:00:00,2021,11,17,2,12,2,22
19683,2021-11-17 13:00:00,2021,11,17,2,13,2,20
19684,2021-11-17 14:00:00,2021,11,17,2,14,2,19
19685,2021-11-17 15:00:00,2021,11,17,2,15,2,19
19686,2021-11-17 16:00:00,2021,11,17,2,16,2,20
19687,2021-11-17 17:00:00,2021,11,17,2,17,2,25
19688,2021-11-17 18:00:00,2021,11,17,2,18,3,30
19689,2021-11-17 19:00:00,2021,11,17,2,19,3,39
19690,2021-11-17 20:00:00,2021,11,17,2,20,3,44
19691,2021-11-17 21:00:00,2021,11,17,2,21,3,47
19692,2021-11-17 22:00:00,2021,11,17,2,22,3,47
19693,2021-11-17 23:00:00,2021,11,17,2,23,3,46
19694,2021-11-18 00:00:00,2021,11,18,2,0,0,42
19695,2021-11-18 01:00:00,2021,11,18,2,1,0,39
19696,2021-11-18 02:00:00,2021,11,18,2,2,0,34
19697,2021-11-18 03:00:00,2021,11,18,2,3,0,32
19698,2021-11-18 04:00:00,2021,11,18,2,4,0,33
19699,2021-11-18 05:00:00,2021,11,18,2,5,0,34
19700,2021-11-18 06:00:00,2021,11,18,2,6,1,34
19701,2021-11-18 07:00:00,2021,11,18,2,7,1,37
19702,2021-11-18 08:00:00,2021,11,18,2,8,1,36
19703,2021-11-18 09:00:00,2021,11,18,2,9,1,33
19704,2021-11-18 10:00:00,2021,11,18,2,10,1,26
19705,2021-11-18 11:00:00,2021,11,18,2,11,1,24
19706,2021-11-18 12:00:00,2021,11,18,2,12,2,20
19707,2021-11-18 13:00:00,2021,11,18,2,13,2,20
19708,2021-11-18 14:00:00,2021,11,18,2,14,2,20
19709,2021-11-18 15:00:00,2021,11,18,2,15,2,20
19710,2021-11-18 16:00:00,2021,11,18,2,16,2,19
19711,2021-11-18 17:00:00,2021,11,18,2,17,2,21
19712,2021-11-18 18:00:00,2021,11,18,2,18,3,29
19713,2021-11-18 19:00:00,2021,11,18,2,19,3,38
19714,2021-11-18 20:00:00,2021,11,18,2,20,3,42
19715,2021-11-18 21:00:00,2021,11,18,2,21,3,42
19716,2021-11-18 22:00:00,2021,11,18,2,22,3,46
19717,2021-11-18 23:00:00,2021,11,18,2,23,3,45
19718,2021-11-19 00:00:00,2021,11,19,2,0,0,42
19719,2021-11-19 01:00:00,2021,11,19,2,1,0,38
19720,2021-11-19 02:00:00,2021,11,19,2,2,0,35
19721,2021-11-19 03:00:00,2021,11,19,2,3,0,33
19722,2021-11-19 04:00:00,2021,11,19,2,4,0,32
19723,2021-11-19 05:00:00,2021,11,19,2,5,0,31
19724,2021-11-19 06:00:00,2021,11,19,2,6,1,32
19725,2021-11-19 07:00:00,2021,11,19,2,7,1,36
19726,2021-11-19 08:00:00,2021,11,19,2,8,1,36
19727,2021-11-19 09:00:00,2021,11,19,2,9,1,32
19728,2021-11-19 10:00:00,2021,11,19,2,10,1,25
19729,2021-11-19 11:00:00,2021,11,19,2,11,1,21
19730,2021-11-19 12:00:00,2021,11,19,2,12,2,17
19731,2021-11-19 13:00:00,2021,11,19,2,13,2,18
19732,2021-11-19 14:00:00,2021,11,19,2,14,2,18
19733,2021-11-19 15:00:00,2021,11,19,2,15,2,18
19734,2021-11-19 16:00:00,2021,11,19,2,16,2,18
19735,2021-11-19 17:00:00,2021,11,19,2,17,2,22
19736,2021-11-19 18:00:00,2021,11,19,2,18,3,27
19737,2021-11-19 19:00:00,2021,11,19,2,19,3,34
19738,2021-11-19 20:00:00,2021,11,19,2,20,3,35
19739,2021-11-19 21:00:00,2021,11,19,2,21,3,39
19740,2021-11-19 22:00:00,2021,11,19,2,22,3,43
19741,2021-11-19 23:00:00,2021,11,19,2,23,3,41
19742,2021-11-20 00:00:00,2021,11,20,2,0,0,41
19743,2021-11-20 01:00:00,2021,11,20,2,1,0,36
19744,2021-11-20 02:00:00,2021,11,20,2,2,0,33
19745,2021-11-20 03:00:00,2021,11,20,2,3,0,33
19746,2021-11-20 04:00:00,2021,11,20,2,4,0,32
19747,2021-11-20 05:00:00,2021,11,20,2,5,0,32
19748,2021-11-20 06:00:00,2021,11,20,2,6,1,33
19749,2021-11-20 07:00:00,2021,11,20,2,7,1,30
19750,2021-11-20 08:00:00,2021,11,20,2,8,1,31
19751,2021-11-20 09:00:00,2021,11,20,2,9,1,30
19752,2021-11-20 10:00:00,2021,11,20,2,10,1,29
19753,2021-11-20 11:00:00,2021,11,20,2,11,1,25
19754,2021-11-20 12:00:00,2021,11,20,2,12,2,23
19755,2021-11-20 13:00:00,2021,11,20,2,13,2,23
19756,2021-11-20 14:00:00,2021,11,20,2,14,2,22
19757,2021-11-20 15:00:00,2021,11,20,2,15,2,20
19758,2021-11-20 16:00:00,2021,11,20,2,16,2,19
19759,2021-11-20 17:00:00,2021,11,20,2,17,2,21
19760,2021-11-20 18:00:00,2021,11,20,2,18,3,26
19761,2021-11-20 19:00:00,2021,11,20,2,19,3,32
19762,2021-11-20 20:00:00,2021,11,20,2,20,3,34
19763,2021-11-20 21:00:00,2021,11,20,2,21,3,34
19764,2021-11-20 22:00:00,2021,11,20,2,22,3,36
19765,2021-11-20 23:00:00,2021,11,20,2,23,3,36
19766,2021-11-21 00:00:00,2021,11,21,2,0,0,36
19767,2021-11-21 01:00:00,2021,11,21,2,1,0,32
19768,2021-11-21 02:00:00,2021,11,21,2,2,0,31
19769,2021-11-21 03:00:00,2021,11,21,2,3,0,30
19770,2021-11-21 04:00:00,2021,11,21,2,4,0,29
19771,2021-11-21 05:00:00,2021,11,21,2,5,0,29
19772,2021-11-21 06:00:00,2021,11,21,2,6,1,28
19773,2021-11-21 07:00:00,2021,11,21,2,7,1,27
19774,2021-11-21 08:00:00,2021,11,21,2,8,1,28
19775,2021-11-21 09:00:00,2021,11,21,2,9,1,29
19776,2021-11-21 10:00:00,2021,11,21,2,10,1,29
19777,2021-11-21 11:00:00,2021,11,21,2,11,1,28
19778,2021-11-21 12:00:00,2021,11,21,2,12,2,25
19779,2021-11-21 13:00:00,2021,11,21,2,13,2,22
19780,2021-11-21 14:00:00,2021,11,21,2,14,2,23
19781,2021-11-21 15:00:00,2021,11,21,2,15,2,21
19782,2021-11-21 16:00:00,2021,11,21,2,16,2,24
19783,2021-11-21 17:00:00,2021,11,21,2,17,2,26
19784,2021-11-21 18:00:00,2021,11,21,2,18,3,31
19785,2021-11-21 19:00:00,2021,11,21,2,19,3,35
19786,2021-11-21 20:00:00,2021,11,21,2,20,3,38
19787,2021-11-21 21:00:00,2021,11,21,2,21,3,39
19788,2021-11-21 22:00:00,2021,11,21,2,22,3,40
19789,2021-11-21 23:00:00,2021,11,21,2,23,3,37
19790,2021-11-22 00:00:00,2021,11,22,2,0,0,36
19791,2021-11-22 01:00:00,2021,11,22,2,1,0,33
19792,2021-11-22 02:00:00,2021,11,22,2,2,0,28
19793,2021-11-22 03:00:00,2021,11,22,2,3,0,25
19794,2021-11-22 04:00:00,2021,11,22,2,4,0,25
19795,2021-11-22 05:00:00,2021,11,22,2,5,0,26
19796,2021-11-22 06:00:00,2021,11,22,2,6,1,29
19797,2021-11-22 07:00:00,2021,11,22,2,7,1,32
19798,2021-11-22 08:00:00,2021,11,22,2,8,1,38
19799,2021-11-22 09:00:00,2021,11,22,2,9,1,38
19800,2021-11-22 10:00:00,2021,11,22,2,10,1,30
19801,2021-11-22 11:00:00,2021,11,22,2,11,1,29
19802,2021-11-22 12:00:00,2021,11,22,2,12,2,26
19803,2021-11-22 13:00:00,2021,11,22,2,13,2,24
19804,2021-11-22 14:00:00,2021,11,22,2,14,2,27
19805,2021-11-22 15:00:00,2021,11,22,2,15,2,26
19806,2021-11-22 16:00:00,2021,11,22,2,16,2,25
19807,2021-11-22 17:00:00,2021,11,22,2,17,2,31
19808,2021-11-22 18:00:00,2021,11,22,2,18,3,39
19809,2021-11-22 19:00:00,2021,11,22,2,19,3,49
19810,2021-11-22 20:00:00,2021,11,22,2,20,3,55
19811,2021-11-22 21:00:00,2021,11,22,2,21,3,56
19812,2021-11-22 22:00:00,2021,11,22,2,22,3,57
19813,2021-11-22 23:00:00,2021,11,22,2,23,3,56
19814,2021-11-23 00:00:00,2021,11,23,2,0,0,51
19815,2021-11-23 01:00:00,2021,11,23,2,1,0,43
19816,2021-11-23 02:00:00,2021,11,23,2,2,0,44
19817,2021-11-23 03:00:00,2021,11,23,2,3,0,42
19818,2021-11-23 04:00:00,2021,11,23,2,4,0,39
19819,2021-11-23 05:00:00,2021,11,23,2,5,0,38
19820,2021-11-23 06:00:00,2021,11,23,2,6,1,39
19821,2021-11-23 07:00:00,2021,11,23,2,7,1,40
19822,2021-11-23 08:00:00,2021,11,23,2,8,1,45
19823,2021-11-23 09:00:00,2021,11,23,2,9,1,36
19824,2021-11-23 10:00:00,2021,11,23,2,10,1,29
19825,2021-11-23 11:00:00,2021,11,23,2,11,1,25
19826,2021-11-23 12:00:00,2021,11,23,2,12,2,25
19827,2021-11-23 13:00:00,2021,11,23,2,13,2,25
19828,2021-11-23 14:00:00,2021,11,23,2,14,2,23
19829,2021-11-23 15:00:00,2021,11,23,2,15,2,24
19830,2021-11-23 16:00:00,2021,11,23,2,16,2,29
19831,2021-11-23 17:00:00,2021,11,23,2,17,2,33
19832,2021-11-23 18:00:00,2021,11,23,2,18,3,47
19833,2021-11-23 19:00:00,2021,11,23,2,19,3,55
19834,2021-11-23 20:00:00,2021,11,23,2,20,3,58
19835,2021-11-23 21:00:00,2021,11,23,2,21,3,60
19836,2021-11-23 22:00:00,2021,11,23,2,22,3,59
19837,2021-11-23 23:00:00,2021,11,23,2,23,3,56
19838,2021-11-24 00:00:00,2021,11,24,2,0,0,52
19839,2021-11-24 01:00:00,2021,11,24,2,1,0,44
19840,2021-11-24 02:00:00,2021,11,24,2,2,0,45
19841,2021-11-24 03:00:00,2021,11,24,2,3,0,40
19842,2021-11-24 04:00:00,2021,11,24,2,4,0,38
19843,2021-11-24 05:00:00,2021,11,24,2,5,0,38
19844,2021-11-24 06:00:00,2021,11,24,2,6,1,39
19845,2021-11-24 07:00:00,2021,11,24,2,7,1,38
19846,2021-11-24 08:00:00,2021,11,24,2,8,1,45
19847,2021-11-24 09:00:00,2021,11,24,2,9,1,38
19848,2021-11-24 10:00:00,2021,11,24,2,10,1,28
19849,2021-11-24 11:00:00,2021,11,24,2,11,1,22
19850,2021-11-24 12:00:00,2021,11,24,2,12,2,23
19851,2021-11-24 13:00:00,2021,11,24,2,13,2,21
19852,2021-11-24 14:00:00,2021,11,24,2,14,2,22
19853,2021-11-24 15:00:00,2021,11,24,2,15,2,24
19854,2021-11-24 16:00:00,2021,11,24,2,16,2,24
19855,2021-11-24 17:00:00,2021,11,24,2,17,2,30
19856,2021-11-24 18:00:00,2021,11,24,2,18,3,40
19857,2021-11-24 19:00:00,2021,11,24,2,19,3,46
19858,2021-11-24 20:00:00,2021,11,24,2,20,3,50
19859,2021-11-24 21:00:00,2021,11,24,2,21,3,51
19860,2021-11-24 22:00:00,2021,11,24,2,22,3,53
19861,2021-11-24 23:00:00,2021,11,24,2,23,3,55
19862,2021-11-25 00:00:00,2021,11,25,2,0,0,48
19863,2021-11-25 01:00:00,2021,11,25,2,1,0,49
19864,2021-11-25 02:00:00,2021,11,25,2,2,0,41
19865,2021-11-25 03:00:00,2021,11,25,2,3,0,43
19866,2021-11-25 04:00:00,2021,11,25,2,4,0,37
19867,2021-11-25 05:00:00,2021,11,25,2,5,0,39
19868,2021-11-25 06:00:00,2021,11,25,2,6,1,37
19869,2021-11-25 07:00:00,2021,11,25,2,7,1,38
19870,2021-11-25 08:00:00,2021,11,25,2,8,1,42
19871,2021-11-25 09:00:00,2021,11,25,2,9,1,32
19872,2021-11-25 10:00:00,2021,11,25,2,10,1,29
19873,2021-11-25 11:00:00,2021,11,25,2,11,1,25
19874,2021-11-25 12:00:00,2021,11,25,2,12,2,20
19875,2021-11-25 13:00:00,2021,11,25,2,13,2,17
19876,2021-11-25 14:00:00,2021,11,25,2,14,2,19
19877,2021-11-25 15:00:00,2021,11,25,2,15,2,17
19878,2021-11-25 16:00:00,2021,11,25,2,16,2,20
19879,2021-11-25 17:00:00,2021,11,25,2,17,2,23
19880,2021-11-25 18:00:00,2021,11,25,2,18,3,31
19881,2021-11-25 19:00:00,2021,11,25,2,19,3,39
19882,2021-11-25 20:00:00,2021,11,25,2,20,3,44
19883,2021-11-25 21:00:00,2021,11,25,2,21,3,48
19884,2021-11-25 22:00:00,2021,11,25,2,22,3,49
19885,2021-11-25 23:00:00,2021,11,25,2,23,3,47
19886,2021-11-26 00:00:00,2021,11,26,2,0,0,42
19887,2021-11-26 01:00:00,2021,11,26,2,1,0,48
19888,2021-11-26 02:00:00,2021,11,26,2,2,0,42
19889,2021-11-26 03:00:00,2021,11,26,2,3,0,40
19890,2021-11-26 04:00:00,2021,11,26,2,4,0,38
19891,2021-11-26 05:00:00,2021,11,26,2,5,0,40
19892,2021-11-26 06:00:00,2021,11,26,2,6,1,39
19893,2021-11-26 07:00:00,2021,11,26,2,7,1,43
19894,2021-11-26 08:00:00,2021,11,26,2,8,1,44
19895,2021-11-26 09:00:00,2021,11,26,2,9,1,40
19896,2021-11-26 10:00:00,2021,11,26,2,10,1,32
19897,2021-11-26 11:00:00,2021,11,26,2,11,1,28
19898,2021-11-26 12:00:00,2021,11,26,2,12,2,24
19899,2021-11-26 13:00:00,2021,11,26,2,13,2,24
19900,2021-11-26 14:00:00,2021,11,26,2,14,2,23
19901,2021-11-26 15:00:00,2021,11,26,2,15,2,23
19902,2021-11-26 16:00:00,2021,11,26,2,16,2,24
19903,2021-11-26 17:00:00,2021,11,26,2,17,2,31
19904,2021-11-26 18:00:00,2021,11,26,2,18,3,39
19905,2021-11-26 19:00:00,2021,11,26,2,19,3,50
19906,2021-11-26 20:00:00,2021,11,26,2,20,3,49
19907,2021-11-26 21:00:00,2021,11,26,2,21,3,58
19908,2021-11-26 22:00:00,2021,11,26,2,22,3,55
19909,2021-11-26 23:00:00,2021,11,26,2,23,3,56
19910,2021-11-27 00:00:00,2021,11,27,2,0,0,54
19911,2021-11-27 01:00:00,2021,11,27,2,1,0,46
19912,2021-11-27 02:00:00,2021,11,27,2,2,0,44
19913,2021-11-27 03:00:00,2021,11,27,2,3,0,45
19914,2021-11-27 04:00:00,2021,11,27,2,4,0,45
19915,2021-11-27 05:00:00,2021,11,27,2,5,0,40
19916,2021-11-27 06:00:00,2021,11,27,2,6,1,40
19917,2021-11-27 07:00:00,2021,11,27,2,7,1,43
19918,2021-11-27 08:00:00,2021,11,27,2,8,1,42
19919,2021-11-27 09:00:00,2021,11,27,2,9,1,43
19920,2021-11-27 10:00:00,2021,11,27,2,10,1,37
19921,2021-11-27 11:00:00,2021,11,27,2,11,1,33
19922,2021-11-27 12:00:00,2021,11,27,2,12,2,30
19923,2021-11-27 13:00:00,2021,11,27,2,13,2,28
19924,2021-11-27 14:00:00,2021,11,27,2,14,2,26
19925,2021-11-27 15:00:00,2021,11,27,2,15,2,24
19926,2021-11-27 16:00:00,2021,11,27,2,16,2,24
19927,2021-11-27 17:00:00,2021,11,27,2,17,2,32
19928,2021-11-27 18:00:00,2021,11,27,2,18,3,41
19929,2021-11-27 19:00:00,2021,11,27,2,19,3,49
19930,2021-11-27 20:00:00,2021,11,27,2,20,3,50
19931,2021-11-27 21:00:00,2021,11,27,2,21,3,52
19932,2021-11-27 22:00:00,2021,11,27,2,22,3,52
19933,2021-11-27 23:00:00,2021,11,27,2,23,3,51
19934,2021-11-28 00:00:00,2021,11,28,2,0,0,51
19935,2021-11-28 01:00:00,2021,11,28,2,1,0,44
19936,2021-11-28 02:00:00,2021,11,28,2,2,0,42
19937,2021-11-28 03:00:00,2021,11,28,2,3,0,41
19938,2021-11-28 04:00:00,2021,11,28,2,4,0,40
19939,2021-11-28 05:00:00,2021,11,28,2,5,0,39
19940,2021-11-28 06:00:00,2021,11,28,2,6,1,40
19941,2021-11-28 07:00:00,2021,11,28,2,7,1,39
19942,2021-11-28 08:00:00,2021,11,28,2,8,1,38
19943,2021-11-28 09:00:00,2021,11,28,2,9,1,35
19944,2021-11-28 10:00:00,2021,11,28,2,10,1,34
19945,2021-11-28 11:00:00,2021,11,28,2,11,1,27
19946,2021-11-28 12:00:00,2021,11,28,2,12,2,27
19947,2021-11-28 13:00:00,2021,11,28,2,13,2,24
19948,2021-11-28 14:00:00,2021,11,28,2,14,2,22
19949,2021-11-28 15:00:00,2021,11,28,2,15,2,23
19950,2021-11-28 16:00:00,2021,11,28,2,16,2,25
19951,2021-11-28 17:00:00,2021,11,28,2,17,2,31
19952,2021-11-28 18:00:00,2021,11,28,2,18,3,37
19953,2021-11-28 19:00:00,2021,11,28,2,19,3,49
19954,2021-11-28 20:00:00,2021,11,28,2,20,3,50
19955,2021-11-28 21:00:00,2021,11,28,2,21,3,51
19956,2021-11-28 22:00:00,2021,11,28,2,22,3,51
19957,2021-11-28 23:00:00,2021,11,28,2,23,3,50
19958,2021-11-29 00:00:00,2021,11,29,2,0,0,45
19959,2021-11-29 01:00:00,2021,11,29,2,1,0,42
19960,2021-11-29 02:00:00,2021,11,29,2,2,0,39
19961,2021-11-29 03:00:00,2021,11,29,2,3,0,38
19962,2021-11-29 04:00:00,2021,11,29,2,4,0,38
19963,2021-11-29 05:00:00,2021,11,29,2,5,0,37
19964,2021-11-29 06:00:00,2021,11,29,2,6,1,39
19965,2021-11-29 07:00:00,2021,11,29,2,7,1,40
19966,2021-11-29 08:00:00,2021,11,29,2,8,1,42
19967,2021-11-29 09:00:00,2021,11,29,2,9,1,38
19968,2021-11-29 10:00:00,2021,11,29,2,10,1,29
19969,2021-11-29 11:00:00,2021,11,29,2,11,1,22
19970,2021-11-29 12:00:00,2021,11,29,2,12,2,22
19971,2021-11-29 13:00:00,2021,11,29,2,13,2,19
19972,2021-11-29 14:00:00,2021,11,29,2,14,2,20
19973,2021-11-29 15:00:00,2021,11,29,2,15,2,18
19974,2021-11-29 16:00:00,2021,11,29,2,16,2,22
19975,2021-11-29 17:00:00,2021,11,29,2,17,2,26
19976,2021-11-29 18:00:00,2021,11,29,2,18,3,37
19977,2021-11-29 19:00:00,2021,11,29,2,19,3,45
19978,2021-11-29 20:00:00,2021,11,29,2,20,3,49
19979,2021-11-29 21:00:00,2021,11,29,2,21,3,54
19980,2021-11-29 22:00:00,2021,11,29,2,22,3,53
19981,2021-11-29 23:00:00,2021,11,29,2,23,3,52
19982,2021-11-30 00:00:00,2021,11,30,2,0,0,46
19983,2021-11-30 01:00:00,2021,11,30,2,1,0,42
19984,2021-11-30 02:00:00,2021,11,30,2,2,0,40
19985,2021-11-30 03:00:00,2021,11,30,2,3,0,39
19986,2021-11-30 04:00:00,2021,11,30,2,4,0,39
19987,2021-11-30 05:00:00,2021,11,30,2,5,0,37
19988,2021-11-30 06:00:00,2021,11,30,2,6,1,38
19989,2021-11-30 07:00:00,2021,11,30,2,7,1,35
19990,2021-11-30 08:00:00,2021,11,30,2,8,1,40
19991,2021-11-30 09:00:00,2021,11,30,2,9,1,39
19992,2021-11-30 10:00:00,2021,11,30,2,10,1,36
19993,2021-11-30 11:00:00,2021,11,30,2,11,1,34
19994,2021-11-30 12:00:00,2021,11,30,2,12,2,33
19995,2021-11-30 13:00:00,2021,11,30,2,13,2,30
19996,2021-11-30 14:00:00,2021,11,30,2,14,2,31
19997,2021-11-30 15:00:00,2021,11,30,2,15,2,30
19998,2021-11-30 16:00:00,2021,11,30,2,16,2,31
19999,2021-11-30 17:00:00,2021,11,30,2,17,2,38
20000,2021-11-30 18:00:00,2021,11,30,2,18,3,45
20001,2021-11-30 19:00:00,2021,11,30,2,19,3,54
20002,2021-11-30 20:00:00,2021,11,30,2,20,3,59
20003,2021-11-30 21:00:00,2021,11,30,2,21,3,64
20004,2021-11-30 22:00:00,2021,11,30,2,22,3,67
20005,2021-11-30 23:00:00,2021,11,30,2,23,3,61
20006,2021-12-01 00:00:00,2021,12,1,3,0,0,57
20007,2021-12-01 01:00:00,2021,12,1,3,1,0,51
20008,2021-12-01 02:00:00,2021,12,1,3,2,0,50
20009,2021-12-01 03:00:00,2021,12,1,3,3,0,45
20010,2021-12-01 04:00:00,2021,12,1,3,4,0,42
20011,2021-12-01 05:00:00,2021,12,1,3,5,0,47
20012,2021-12-01 06:00:00,2021,12,1,3,6,1,45
20013,2021-12-01 07:00:00,2021,12,1,3,7,1,44
20014,2021-12-01 08:00:00,2021,12,1,3,8,1,51
20015,2021-12-01 09:00:00,2021,12,1,3,9,1,44
20016,2021-12-01 10:00:00,2021,12,1,3,10,1,35
20017,2021-12-01 11:00:00,2021,12,1,3,11,1,32
20018,2021-12-01 12:00:00,2021,12,1,3,12,2,29
20019,2021-12-01 13:00:00,2021,12,1,3,13,2,32
20020,2021-12-01 14:00:00,2021,12,1,3,14,2,32
20021,2021-12-01 15:00:00,2021,12,1,3,15,2,28
20022,2021-12-01 16:00:00,2021,12,1,3,16,2,32
20023,2021-12-01 17:00:00,2021,12,1,3,17,2,41
20024,2021-12-01 18:00:00,2021,12,1,3,18,3,46
20025,2021-12-01 19:00:00,2021,12,1,3,19,3,65
20026,2021-12-01 20:00:00,2021,12,1,3,20,3,71
20027,2021-12-01 21:00:00,2021,12,1,3,21,3,76
20028,2021-12-01 22:00:00,2021,12,1,3,22,3,72
20029,2021-12-01 23:00:00,2021,12,1,3,23,3,68
20030,2021-12-02 00:00:00,2021,12,2,3,0,0,65
20031,2021-12-02 01:00:00,2021,12,2,3,1,0,60
20032,2021-12-02 02:00:00,2021,12,2,3,2,0,54
20033,2021-12-02 03:00:00,2021,12,2,3,3,0,55
20034,2021-12-02 04:00:00,2021,12,2,3,4,0,50
20035,2021-12-02 05:00:00,2021,12,2,3,5,0,51
20036,2021-12-02 06:00:00,2021,12,2,3,6,1,51
20037,2021-12-02 07:00:00,2021,12,2,3,7,1,56
20038,2021-12-02 08:00:00,2021,12,2,3,8,1,58
20039,2021-12-02 09:00:00,2021,12,2,3,9,1,50
20040,2021-12-02 10:00:00,2021,12,2,3,10,1,38
20041,2021-12-02 11:00:00,2021,12,2,3,11,1,32
20042,2021-12-02 12:00:00,2021,12,2,3,12,2,34
20043,2021-12-02 13:00:00,2021,12,2,3,13,2,30
20044,2021-12-02 14:00:00,2021,12,2,3,14,2,30
20045,2021-12-02 15:00:00,2021,12,2,3,15,2,32
20046,2021-12-02 16:00:00,2021,12,2,3,16,2,33
20047,2021-12-02 17:00:00,2021,12,2,3,17,2,37
20048,2021-12-02 18:00:00,2021,12,2,3,18,3,49
20049,2021-12-02 19:00:00,2021,12,2,3,19,3,60
20050,2021-12-02 20:00:00,2021,12,2,3,20,3,67
20051,2021-12-02 21:00:00,2021,12,2,3,21,3,71
20052,2021-12-02 22:00:00,2021,12,2,3,22,3,71
20053,2021-12-02 23:00:00,2021,12,2,3,23,3,67
20054,2021-12-03 00:00:00,2021,12,3,3,0,0,63
20055,2021-12-03 01:00:00,2021,12,3,3,1,0,59
20056,2021-12-03 02:00:00,2021,12,3,3,2,0,52
20057,2021-12-03 03:00:00,2021,12,3,3,3,0,51
20058,2021-12-03 04:00:00,2021,12,3,3,4,0,48
20059,2021-12-03 05:00:00,2021,12,3,3,5,0,47
20060,2021-12-03 06:00:00,2021,12,3,3,6,1,47
20061,2021-12-03 07:00:00,2021,12,3,3,7,1,46
20062,2021-12-03 08:00:00,2021,12,3,3,8,1,50
20063,2021-12-03 09:00:00,2021,12,3,3,9,1,45
20064,2021-12-03 10:00:00,2021,12,3,3,10,1,35
20065,2021-12-03 11:00:00,2021,12,3,3,11,1,33
20066,2021-12-03 12:00:00,2021,12,3,3,12,2,29
20067,2021-12-03 13:00:00,2021,12,3,3,13,2,28
20068,2021-12-03 14:00:00,2021,12,3,3,14,2,30
20069,2021-12-03 15:00:00,2021,12,3,3,15,2,33
20070,2021-12-03 16:00:00,2021,12,3,3,16,2,36
20071,2021-12-03 17:00:00,2021,12,3,3,17,2,44
20072,2021-12-03 18:00:00,2021,12,3,3,18,3,54
20073,2021-12-03 19:00:00,2021,12,3,3,19,3,62
20074,2021-12-03 20:00:00,2021,12,3,3,20,3,66
20075,2021-12-03 21:00:00,2021,12,3,3,21,3,66
20076,2021-12-03 22:00:00,2021,12,3,3,22,3,66
20077,2021-12-03 23:00:00,2021,12,3,3,23,3,65
20078,2021-12-04 00:00:00,2021,12,4,3,0,0,64
20079,2021-12-04 01:00:00,2021,12,4,3,1,0,59
20080,2021-12-04 02:00:00,2021,12,4,3,2,0,54
20081,2021-12-04 03:00:00,2021,12,4,3,3,0,53
20082,2021-12-04 04:00:00,2021,12,4,3,4,0,51
20083,2021-12-04 05:00:00,2021,12,4,3,5,0,49
20084,2021-12-04 06:00:00,2021,12,4,3,6,1,51
20085,2021-12-04 07:00:00,2021,12,4,3,7,1,51
20086,2021-12-04 08:00:00,2021,12,4,3,8,1,50
20087,2021-12-04 09:00:00,2021,12,4,3,9,1,51
20088,2021-12-04 10:00:00,2021,12,4,3,10,1,44
20089,2021-12-04 11:00:00,2021,12,4,3,11,1,39
20090,2021-12-04 12:00:00,2021,12,4,3,12,2,34
20091,2021-12-04 13:00:00,2021,12,4,3,13,2,33
20092,2021-12-04 14:00:00,2021,12,4,3,14,2,33
20093,2021-12-04 15:00:00,2021,12,4,3,15,2,31
20094,2021-12-04 16:00:00,2021,12,4,3,16,2,33
20095,2021-12-04 17:00:00,2021,12,4,3,17,2,40
20096,2021-12-04 18:00:00,2021,12,4,3,18,3,53
20097,2021-12-04 19:00:00,2021,12,4,3,19,3,58
20098,2021-12-04 20:00:00,2021,12,4,3,20,3,62
20099,2021-12-04 21:00:00,2021,12,4,3,21,3,62
20100,2021-12-04 22:00:00,2021,12,4,3,22,3,64
20101,2021-12-04 23:00:00,2021,12,4,3,23,3,62
20102,2021-12-05 00:00:00,2021,12,5,3,0,0,60
20103,2021-12-05 01:00:00,2021,12,5,3,1,0,55
20104,2021-12-05 02:00:00,2021,12,5,3,2,0,52
20105,2021-12-05 03:00:00,2021,12,5,3,3,0,47
20106,2021-12-05 04:00:00,2021,12,5,3,4,0,47
20107,2021-12-05 05:00:00,2021,12,5,3,5,0,47
20108,2021-12-05 06:00:00,2021,12,5,3,6,1,51
20109,2021-12-05 07:00:00,2021,12,5,3,7,1,49
20110,2021-12-05 08:00:00,2021,12,5,3,8,1,48
20111,2021-12-05 09:00:00,2021,12,5,3,9,1,47
20112,2021-12-05 10:00:00,2021,12,5,3,10,1,43
20113,2021-12-05 11:00:00,2021,12,5,3,11,1,42
