HEAT_SELL_DATE,DAY_OF_THE_WEEK,HOUR,SEJONG
2014-01-01,수,1,22.5
2014-01-01,수,2,20.2
2014-01-01,수,3,21.0
2014-01-01,수,4,24.0
2014-01-01,수,5,25.0
2014-01-01,수,6,21.1
2014-01-01,수,7,22.7
2014-01-01,수,8,20.8
2014-01-01,수,9,26.7
2014-01-01,수,10,13.7
2014-01-01,수,11,12.6
2014-01-01,수,12,14.2
2014-01-01,수,13,13.6
2014-01-01,수,14,11.2
2014-01-01,수,15,14.0
2014-01-01,수,16,12.8
2014-01-01,수,17,10.9
2014-01-01,수,18,15.5
2014-01-01,수,19,21.0
2014-01-01,수,20,23.0
2014-01-01,수,21,23.0
2014-01-01,수,22,27.7
2014-01-01,수,23,33.4
2014-01-01,수,24,24.7
2014-01-02,목,1,24.0
2014-01-02,목,2,20.0
2014-01-02,목,3,17.0
2014-01-02,목,4,20.1
2014-01-02,목,5,21.2
2014-01-02,목,6,25.5
2014-01-02,목,7,27.5
2014-01-02,목,8,28.6
2014-01-02,목,9,27.4
2014-01-02,목,10,22.8
2014-01-02,목,11,23.0
2014-01-02,목,12,17.2
2014-01-02,목,13,16.5
2014-01-02,목,14,9.4
2014-01-02,목,15,9.3
2014-01-02,목,16,12.0
2014-01-02,목,17,14.0
2014-01-02,목,18,14.0
2014-01-02,목,19,19.6
2014-01-02,목,20,23.0
2014-01-02,목,21,23.5
2014-01-02,목,22,23.4
2014-01-02,목,23,23.7
2014-01-02,목,24,28.3
2014-01-03,금,1,24.0
2014-01-03,금,2,24.2
2014-01-03,금,3,23.4
2014-01-03,금,4,25.6
2014-01-03,금,5,25.5
2014-01-03,금,6,25.4
2014-01-03,금,7,23.8
2014-01-03,금,8,44.1
2014-01-03,금,9,20.1
2014-01-03,금,10,18.2
2014-01-03,금,11,16.4
2014-01-03,금,12,19.4
2014-01-03,금,13,17.7
2014-01-03,금,14,20.6
2014-01-03,금,15,20.0
2014-01-03,금,16,20.0
2014-01-03,금,17,20.1
2014-01-03,금,18,21.1
2014-01-03,금,19,24.1
2014-01-03,금,20,26.7
2014-01-03,금,21,26.0
2014-01-03,금,22,25.3
2014-01-03,금,23,23.0
2014-01-03,금,24,22.0
2014-01-04,토,1,18.0
2014-01-04,토,2,19.1
2014-01-04,토,3,19.5
2014-01-04,토,4,18.0
2014-01-04,토,5,21.0
2014-01-04,토,6,20.0
2014-01-04,토,7,16.0
2014-01-04,토,8,13.0
2014-01-04,토,9,39.0
2014-01-04,토,10,13.0
2014-01-04,토,11,7.0
2014-01-04,토,12,11.0
2014-01-04,토,13,14.2
2014-01-04,토,14,13.0
2014-01-04,토,15,10.2
2014-01-04,토,16,12.6
2014-01-04,토,17,13.3
2014-01-04,토,18,16.1
2014-01-04,토,19,17.9
2014-01-04,토,20,21.0
2014-01-04,토,21,25.3
2014-01-04,토,22,25.3
2014-01-04,토,23,30.3
2014-01-04,토,24,34.3
2014-01-05,일,1,15.6
2014-01-05,일,2,19.3
2014-01-05,일,3,21.6
2014-01-05,일,4,23.0
2014-01-05,일,5,23.0
2014-01-05,일,6,23.0
2014-01-05,일,7,19.0
2014-01-05,일,8,26.0
2014-01-05,일,9,13.0
2014-01-05,일,10,16.0
2014-01-05,일,11,20.3
2014-01-05,일,12,18.3
2014-01-05,일,13,15.0
2014-01-05,일,14,13.8
2014-01-05,일,15,15.2
2014-01-05,일,16,14.6
2014-01-05,일,17,13.3
2014-01-05,일,18,13.5
2014-01-05,일,19,26.1
2014-01-05,일,20,23.9
2014-01-05,일,21,21.0
2014-01-05,일,22,27.0
2014-01-05,일,23,24.8
2014-01-05,일,24,21.7
2014-01-06,월,1,30.3
2014-01-06,월,2,24.2
2014-01-06,월,3,23.0
2014-01-06,월,4,24.0
2014-01-06,월,5,26.0
2014-01-06,월,6,25.1
2014-01-06,월,7,22.0
2014-01-06,월,8,21.6
2014-01-06,월,9,25.7
2014-01-06,월,10,26.4
2014-01-06,월,11,29.3
2014-01-06,월,12,22.1
2014-01-06,월,13,18.4
2014-01-06,월,14,23.3
2014-01-06,월,15,19.4
2014-01-06,월,16,19.5
2014-01-06,월,17,21.6
2014-01-06,월,18,21.4
2014-01-06,월,19,27.6
2014-01-06,월,20,27.0
2014-01-06,월,21,29.1
2014-01-06,월,22,31.5
2014-01-06,월,23,34.5
2014-01-06,월,24,31.4
2014-01-07,화,1,34.4
2014-01-07,화,2,24.0
2014-01-07,화,3,27.0
2014-01-07,화,4,25.1
2014-01-07,화,5,27.0
2014-01-07,화,6,26.0
2014-01-07,화,7,33.9
2014-01-07,화,8,42.9
2014-01-07,화,9,33.4
2014-01-07,화,10,29.6
2014-01-07,화,11,29.6
2014-01-07,화,12,32.2
2014-01-07,화,13,30.7
2014-01-07,화,14,27.5
2014-01-07,화,15,23.7
2014-01-07,화,16,30.5
2014-01-07,화,17,25.5
2014-01-07,화,18,15.5
2014-01-07,화,19,9.4
2014-01-07,화,20,26.4
2014-01-07,화,21,29.2
2014-01-07,화,22,35.5
2014-01-07,화,23,42.3
2014-01-07,화,24,33.2
2014-01-08,수,1,35.4
2014-01-08,수,2,29.0
2014-01-08,수,3,31.5
2014-01-08,수,4,27.1
2014-01-08,수,5,23.0
2014-01-08,수,6,30.1
2014-01-08,수,7,24.2
2014-01-08,수,8,29.2
2014-01-08,수,9,35.6
2014-01-08,수,10,27.3
2014-01-08,수,11,26.6
2014-01-08,수,12,24.8
2014-01-08,수,13,26.3
2014-01-08,수,14,27.4
2014-01-08,수,15,23.8
2014-01-08,수,16,23.1
2014-01-08,수,17,21.5
2014-01-08,수,18,32.5
2014-01-08,수,19,30.6
2014-01-08,수,20,33.4
2014-01-08,수,21,40.1
2014-01-08,수,22,38.2
2014-01-08,수,23,40.2
2014-01-08,수,24,37.4
2014-01-09,목,1,38.6
2014-01-09,목,2,38.4
2014-01-09,목,3,37.2
2014-01-09,목,4,35.1
2014-01-09,목,5,37.1
2014-01-09,목,6,33.1
2014-01-09,목,7,32.5
2014-01-09,목,8,36.2
2014-01-09,목,9,41.7
2014-01-09,목,10,33.5
2014-01-09,목,11,27.4
2014-01-09,목,12,24.1
2014-01-09,목,13,21.4
2014-01-09,목,14,23.2
2014-01-09,목,15,25.6
2014-01-09,목,16,26.1
2014-01-09,목,17,27.7
2014-01-09,목,18,27.6
2014-01-09,목,19,39.1
2014-01-09,목,20,42.5
2014-01-09,목,21,41.9
2014-01-09,목,22,46.1
2014-01-09,목,23,40.1
2014-01-09,목,24,45.7
2014-01-10,금,1,42.4
2014-01-10,금,2,41.3
2014-01-10,금,3,42.9
2014-01-10,금,4,37.2
2014-01-10,금,5,36.0
2014-01-10,금,6,38.1
2014-01-10,금,7,38.0
2014-01-10,금,8,36.8
2014-01-10,금,9,36.3
2014-01-10,금,10,33.4
2014-01-10,금,11,27.4
2014-01-10,금,12,22.6
2014-01-10,금,13,22.5
2014-01-10,금,14,23.6
2014-01-10,금,15,24.6
2014-01-10,금,16,25.4
2014-01-10,금,17,20.5
2014-01-10,금,18,21.4
2014-01-10,금,19,26.5
2014-01-10,금,20,25.2
2014-01-10,금,21,26.1
2014-01-10,금,22,29.5
2014-01-10,금,23,29.3
2014-01-10,금,24,30.0
2014-01-11,토,1,30.0
2014-01-11,토,2,31.0
2014-01-11,토,3,31.0
2014-01-11,토,4,29.0
2014-01-11,토,5,31.1
2014-01-11,토,6,30.8
2014-01-11,토,7,28.2
2014-01-11,토,8,32.9
2014-01-11,토,9,25.4
2014-01-11,토,10,24.6
2014-01-11,토,11,21.5
2014-01-11,토,12,24.4
2014-01-11,토,13,16.6
2014-01-11,토,14,14.4
2014-01-11,토,15,17.6
2014-01-11,토,16,19.7
2014-01-11,토,17,15.1
2014-01-11,토,18,24.0
2014-01-11,토,19,31.0
2014-01-11,토,20,30.1
2014-01-11,토,21,21.9
2014-01-11,토,22,29.9
2014-01-11,토,23,33.2
2014-01-11,토,24,35.0
2014-01-12,일,1,31.0
2014-01-12,일,2,27.0
2014-01-12,일,3,29.9
2014-01-12,일,4,27.5
2014-01-12,일,5,27.7
2014-01-12,일,6,30.4
2014-01-12,일,7,31.8
2014-01-12,일,8,26.1
2014-01-12,일,9,27.2
2014-01-12,일,10,28.5
2014-01-12,일,11,19.4
2014-01-12,일,12,17.5
2014-01-12,일,13,17.2
2014-01-12,일,14,14.7
2014-01-12,일,15,17.1
2014-01-12,일,16,18.0
2014-01-12,일,17,22.6
2014-01-12,일,18,26.8
2014-01-12,일,19,30.6
2014-01-12,일,20,34.5
2014-01-12,일,21,39.5
2014-01-12,일,22,36.1
2014-01-12,일,23,38.2
2014-01-12,일,24,33.9
2014-01-13,월,1,35.5
2014-01-13,월,2,36.2
2014-01-13,월,3,36.5
2014-01-13,월,4,35.5
2014-01-13,월,5,32.5
2014-01-13,월,6,29.1
2014-01-13,월,7,34.0
2014-01-13,월,8,35.0
2014-01-13,월,9,37.3
2014-01-13,월,10,27.5
2014-01-13,월,11,24.5
2014-01-13,월,12,22.4
2014-01-13,월,13,23.5
2014-01-13,월,14,17.6
2014-01-13,월,15,18.6
2014-01-13,월,16,19.5
2014-01-13,월,17,20.4
2014-01-13,월,18,24.3
2014-01-13,월,19,23.7
2014-01-13,월,20,29.6
2014-01-13,월,21,35.2
2014-01-13,월,22,36.5
2014-01-13,월,23,41.4
2014-01-13,월,24,31.4
2014-01-14,화,1,47.3
2014-01-14,화,2,36.0
2014-01-14,화,3,36.0
2014-01-14,화,4,35.0
2014-01-14,화,5,37.0
2014-01-14,화,6,38.5
2014-01-14,화,7,36.6
2014-01-14,화,8,35.1
2014-01-14,화,9,34.0
2014-01-14,화,10,29.1
2014-01-14,화,11,21.5
2014-01-14,화,12,25.2
2014-01-14,화,13,18.5
2014-01-14,화,14,16.5
2014-01-14,화,15,22.4
2014-01-14,화,16,18.9
2014-01-14,화,17,25.8
2014-01-14,화,18,25.0
2014-01-14,화,19,34.3
2014-01-14,화,20,31.5
2014-01-14,화,21,31.4
2014-01-14,화,22,39.1
2014-01-14,화,23,42.5
2014-01-14,화,24,42.4
2014-01-15,수,1,41.5
2014-01-15,수,2,40.5
2014-01-15,수,3,39.4
2014-01-15,수,4,36.8
2014-01-15,수,5,34.0
2014-01-15,수,6,32.1
2014-01-15,수,7,33.0
2014-01-15,수,8,40.7
2014-01-15,수,9,38.7
2014-01-15,수,10,27.5
2014-01-15,수,11,24.5
2014-01-15,수,12,21.2
2014-01-15,수,13,18.6
2014-01-15,수,14,22.7
2014-01-15,수,15,12.2
2014-01-15,수,16,20.3
2014-01-15,수,17,22.5
2014-01-15,수,18,20.4
2014-01-15,수,19,35.6
2014-01-15,수,20,42.0
2014-01-15,수,21,32.0
2014-01-15,수,22,36.7
2014-01-15,수,23,29.4
2014-01-15,수,24,45.4
2014-01-16,목,1,36.4
2014-01-16,목,2,42.1
2014-01-16,목,3,36.0
2014-01-16,목,4,37.0
2014-01-16,목,5,33.2
2014-01-16,목,6,28.5
2014-01-16,목,7,36.4
2014-01-16,목,8,39.6
2014-01-16,목,9,37.9
2014-01-16,목,10,28.5
2014-01-16,목,11,30.1
2014-01-16,목,12,22.2
2014-01-16,목,13,21.8
2014-01-16,목,14,23.3
2014-01-16,목,15,24.4
2014-01-16,목,16,25.2
2014-01-16,목,17,28.0
2014-01-16,목,18,25.4
2014-01-16,목,19,31.5
2014-01-16,목,20,34.5
2014-01-16,목,21,35.2
2014-01-16,목,22,36.0
2014-01-16,목,23,35.9
2014-01-16,목,24,32.3
2014-01-17,금,1,38.3
2014-01-17,금,2,38.0
2014-01-17,금,3,37.1
2014-01-17,금,4,38.7
2014-01-17,금,5,35.0
2014-01-17,금,6,36.0
2014-01-17,금,7,35.7
2014-01-17,금,8,34.4
2014-01-17,금,9,40.0
2014-01-17,금,10,30.6
2014-01-17,금,11,27.6
2014-01-17,금,12,24.4
2014-01-17,금,13,22.4
2014-01-17,금,14,21.6
2014-01-17,금,15,20.4
2014-01-17,금,16,23.4
2014-01-17,금,17,26.4
2014-01-17,금,18,28.2
2014-01-17,금,19,27.0
2014-01-17,금,20,34.0
2014-01-17,금,21,31.9
2014-01-17,금,22,31.8
2014-01-17,금,23,34.3
2014-01-17,금,24,29.1
2014-01-18,토,1,35.0
2014-01-18,토,2,35.0
2014-01-18,토,3,33.1
2014-01-18,토,4,32.1
2014-01-18,토,5,33.0
2014-01-18,토,6,34.3
2014-01-18,토,7,33.4
2014-01-18,토,8,33.1
2014-01-18,토,9,29.1
2014-01-18,토,10,25.2
2014-01-18,토,11,27.5
2014-01-18,토,12,27.7
2014-01-18,토,13,18.8
2014-01-18,토,14,17.7
2014-01-18,토,15,22.2
2014-01-18,토,16,20.1
2014-01-18,토,17,24.3
2014-01-18,토,18,27.5
2014-01-18,토,19,31.5
2014-01-18,토,20,34.4
2014-01-18,토,21,37.2
2014-01-18,토,22,38.0
2014-01-18,토,23,39.0
2014-01-18,토,24,37.0
2014-01-19,일,1,40.1
2014-01-19,일,2,32.0
2014-01-19,일,3,37.2
2014-01-19,일,4,38.3
2014-01-19,일,5,36.0
2014-01-19,일,6,37.0
2014-01-19,일,7,36.1
2014-01-19,일,8,35.9
2014-01-19,일,9,44.6
2014-01-19,일,10,21.4
2014-01-19,일,11,23.5
2014-01-19,일,12,21.6
2014-01-19,일,13,18.6
2014-01-19,일,14,16.3
2014-01-19,일,15,19.7
2014-01-19,일,16,10.4
2014-01-19,일,17,16.4
2014-01-19,일,18,29.2
2014-01-19,일,19,25.0
2014-01-19,일,20,34.0
2014-01-19,일,21,36.1
2014-01-19,일,22,38.0
2014-01-19,일,23,39.0
2014-01-19,일,24,37.0
2014-01-20,월,1,36.1
2014-01-20,월,2,31.0
2014-01-20,월,3,33.0
2014-01-20,월,4,34.7
2014-01-20,월,5,29.5
2014-01-20,월,6,33.5
2014-01-20,월,7,33.5
2014-01-20,월,8,38.1
2014-01-20,월,9,39.6
2014-01-20,월,10,34.4
2014-01-20,월,11,29.4
2014-01-20,월,12,24.0
2014-01-20,월,13,27.2
2014-01-20,월,14,19.4
2014-01-20,월,15,28.1
2014-01-20,월,16,24.1
2014-01-20,월,17,29.9
2014-01-20,월,18,32.4
2014-01-20,월,19,35.5
2014-01-20,월,20,36.5
2014-01-20,월,21,35.4
2014-01-20,월,22,40.0
2014-01-20,월,23,36.4
2014-01-20,월,24,38.4
2014-01-21,화,1,34.4
2014-01-21,화,2,33.3
2014-01-21,화,3,38.3
2014-01-21,화,4,37.1
2014-01-21,화,5,34.0
2014-01-21,화,6,35.0
2014-01-21,화,7,36.1
2014-01-21,화,8,40.0
2014-01-21,화,9,39.3
2014-01-21,화,10,34.6
2014-01-21,화,11,30.2
2014-01-21,화,12,26.3
2014-01-21,화,13,22.3
2014-01-21,화,14,25.2
2014-01-21,화,15,25.7
2014-01-21,화,16,26.5
2014-01-21,화,17,32.6
2014-01-21,화,18,36.3
2014-01-21,화,19,35.7
2014-01-21,화,20,38.1
2014-01-21,화,21,36.5
2014-01-21,화,22,47.2
2014-01-21,화,23,41.0
2014-01-21,화,24,41.2
2014-01-22,수,1,38.6
2014-01-22,수,2,35.1
2014-01-22,수,3,37.1
2014-01-22,수,4,38.1
2014-01-22,수,5,37.3
2014-01-22,수,6,37.3
2014-01-22,수,7,40.3
2014-01-22,수,8,40.4
2014-01-22,수,9,36.5
2014-01-22,수,10,34.4
2014-01-22,수,11,27.1
2014-01-22,수,12,19.4
2014-01-22,수,13,20.5
2014-01-22,수,14,19.5
2014-01-22,수,15,22.5
2014-01-22,수,16,22.4
2014-01-22,수,17,25.1
2014-01-22,수,18,25.0
2014-01-22,수,19,31.0
2014-01-22,수,20,33.1
2014-01-22,수,21,39.1
2014-01-22,수,22,41.3
2014-01-22,수,23,42.6
2014-01-22,수,24,39.1
2014-01-23,목,1,41.2
2014-01-23,목,2,39.0
2014-01-23,목,3,40.3
2014-01-23,목,4,38.5
2014-01-23,목,5,38.5
2014-01-23,목,6,37.3
2014-01-23,목,7,38.4
2014-01-23,목,8,36.1
2014-01-23,목,9,38.7
2014-01-23,목,10,22.5
2014-01-23,목,11,21.5
2014-01-23,목,12,20.5
2014-01-23,목,13,23.4
2014-01-23,목,14,23.5
2014-01-23,목,15,22.5
2014-01-23,목,16,24.8
2014-01-23,목,17,21.0
2014-01-23,목,18,24.8
2014-01-23,목,19,25.1
2014-01-23,목,20,21.3
2014-01-23,목,21,13.8
2014-01-23,목,22,26.2
2014-01-23,목,23,33.3
2014-01-23,목,24,41.6
2014-01-24,금,1,33.2
2014-01-24,금,2,33.0
2014-01-24,금,3,29.0
2014-01-24,금,4,26.0
2014-01-24,금,5,27.0
2014-01-24,금,6,23.0
2014-01-24,금,7,25.1
2014-01-24,금,8,32.0
2014-01-24,금,9,31.3
2014-01-24,금,10,22.4
2014-01-24,금,11,21.5
2014-01-24,금,12,21.5
2014-01-24,금,13,20.5
2014-01-24,금,14,18.4
2014-01-24,금,15,19.6
2014-01-24,금,16,18.3
2014-01-24,금,17,24.7
2014-01-24,금,18,33.1
2014-01-24,금,19,31.9
2014-01-24,금,20,33.6
2014-01-24,금,21,27.6
2014-01-24,금,22,31.5
2014-01-24,금,23,28.2
2014-01-24,금,24,32.6
2014-01-25,토,1,21.3
2014-01-25,토,2,23.4
2014-01-25,토,3,23.9
2014-01-25,토,4,23.0
2014-01-25,토,5,23.0
2014-01-25,토,6,22.0
2014-01-25,토,7,21.0
2014-01-25,토,8,19.1
2014-01-25,토,9,19.1
2014-01-25,토,10,28.0
2014-01-25,토,11,17.1
2014-01-25,토,12,13.4
2014-01-25,토,13,13.5
2014-01-25,토,14,17.9
2014-01-25,토,15,18.1
2014-01-25,토,16,17.3
2014-01-25,토,17,15.6
2014-01-25,토,18,23.9
2014-01-25,토,19,23.6
2014-01-25,토,20,23.8
2014-01-25,토,21,23.8
2014-01-25,토,22,23.0
2014-01-25,토,23,27.0
2014-01-25,토,24,27.0
2014-01-26,일,1,27.0
2014-01-26,일,2,20.0
2014-01-26,일,3,19.1
2014-01-26,일,4,23.0
2014-01-26,일,5,22.0
2014-01-26,일,6,24.0
2014-01-26,일,7,23.1
2014-01-26,일,8,24.4
2014-01-26,일,9,27.2
2014-01-26,일,10,24.5
2014-01-26,일,11,17.9
2014-01-26,일,12,19.1
2014-01-26,일,13,16.6
2014-01-26,일,14,16.4
2014-01-26,일,15,18.4
2014-01-26,일,16,16.7
2014-01-26,일,17,21.4
2014-01-26,일,18,19.8
2014-01-26,일,19,21.5
2014-01-26,일,20,25.8
2014-01-26,일,21,28.1
2014-01-26,일,22,29.0
2014-01-26,일,23,33.0
2014-01-26,일,24,26.0
2014-01-27,월,1,19.0
2014-01-27,월,2,19.0
2014-01-27,월,3,22.1
2014-01-27,월,4,33.0
2014-01-27,월,5,29.3
2014-01-27,월,6,33.6
2014-01-27,월,7,30.6
2014-01-27,월,8,36.6
2014-01-27,월,9,31.0
2014-01-27,월,10,25.1
2014-01-27,월,11,22.9
2014-01-27,월,12,14.4
2014-01-27,월,13,16.9
2014-01-27,월,14,13.8
2014-01-27,월,15,13.2
2014-01-27,월,16,17.3
2014-01-27,월,17,17.3
2014-01-27,월,18,17.3
2014-01-27,월,19,21.6
2014-01-27,월,20,30.3
2014-01-27,월,21,25.0
2014-01-27,월,22,34.6
2014-01-27,월,23,26.4
2014-01-27,월,24,29.0
2014-01-28,화,1,11.3
2014-01-28,화,2,31.2
2014-01-28,화,3,35.7
2014-01-28,화,4,39.6
2014-01-28,화,5,46.9
2014-01-28,화,6,32.6
2014-01-28,화,7,28.6
2014-01-28,화,8,31.5
2014-01-28,화,9,33.4
2014-01-28,화,10,32.2
2014-01-28,화,11,31.4
2014-01-28,화,12,22.7
2014-01-28,화,13,19.3
2014-01-28,화,14,17.4
2014-01-28,화,15,15.0
2014-01-28,화,16,14.6
2014-01-28,화,17,15.4
2014-01-28,화,18,16.6
2014-01-28,화,19,22.5
2014-01-28,화,20,21.2
2014-01-28,화,21,23.2
2014-01-28,화,22,30.1
2014-01-28,화,23,23.6
2014-01-28,화,24,27.2
2014-01-29,수,1,33.3
2014-01-29,수,2,33.7
2014-01-29,수,3,32.2
2014-01-29,수,4,31.8
2014-01-29,수,5,29.9
2014-01-29,수,6,27.7
2014-01-29,수,7,28.8
2014-01-29,수,8,33.1
2014-01-29,수,9,33.6
2014-01-29,수,10,20.6
2014-01-29,수,11,17.7
2014-01-29,수,12,16.4
2014-01-29,수,13,14.6
2014-01-29,수,14,15.2
2014-01-29,수,15,14.4
2014-01-29,수,16,14.5
2014-01-29,수,17,15.7
2014-01-29,수,18,18.5
2014-01-29,수,19,20.5
2014-01-29,수,20,23.5
2014-01-29,수,21,20.5
2014-01-29,수,22,21.7
2014-01-29,수,23,23.4
2014-01-29,수,24,29.3
2014-01-30,목,1,28.3
2014-01-30,목,2,27.1
2014-01-30,목,3,28.8
2014-01-30,목,4,26.0
2014-01-30,목,5,29.2
2014-01-30,목,6,30.3
2014-01-30,목,7,25.3
2014-01-30,목,8,26.5
2014-01-30,목,9,31.5
2014-01-30,목,10,29.4
2014-01-30,목,11,25.5
2014-01-30,목,12,23.6
2014-01-30,목,13,29.1
2014-01-30,목,14,33.3
2014-01-30,목,15,32.3
2014-01-30,목,16,21.3
2014-01-30,목,17,15.2
2014-01-30,목,18,15.1
2014-01-30,목,19,28.3
2014-01-30,목,20,33.4
2014-01-30,목,21,33.3
2014-01-30,목,22,27.4
2014-01-30,목,23,22.3
2014-01-30,목,24,24.2
2014-01-31,금,1,15.3
2014-01-31,금,2,19.3
2014-01-31,금,3,20.0
2014-01-31,금,4,20.6
2014-01-31,금,5,20.2
2014-01-31,금,6,21.3
2014-01-31,금,7,21.2
2014-01-31,금,8,22.3
2014-01-31,금,9,24.4
2014-01-31,금,10,25.7
2014-01-31,금,11,13.5
2014-01-31,금,12,11.3
2014-01-31,금,13,12.1
2014-01-31,금,14,13.2
2014-01-31,금,15,14.2
2014-01-31,금,16,13.2
2014-01-31,금,17,13.1
2014-01-31,금,18,12.3
2014-01-31,금,19,19.1
2014-01-31,금,20,26.2
2014-01-31,금,21,21.2
2014-01-31,금,22,21.2
2014-01-31,금,23,20.1
2014-01-31,금,24,22.1
2014-02-01,토,1,24.2
2014-02-01,토,2,20.2
2014-02-01,토,3,18.2
2014-02-01,토,4,16.1
2014-02-01,토,5,18.1
2014-02-01,토,6,14.2
2014-02-01,토,7,17.2
2014-02-01,토,8,20.2
2014-02-01,토,9,21.2
2014-02-01,토,10,15.2
2014-02-01,토,11,19.2
2014-02-01,토,12,15.4
2014-02-01,토,13,14.2
2014-02-01,토,14,19.2
2014-02-01,토,15,13.3
2014-02-01,토,16,14.2
2014-02-01,토,17,18.2
2014-02-01,토,18,18.2
2014-02-01,토,19,20.2
2014-02-01,토,20,21.3
2014-02-01,토,21,25.2
2014-02-01,토,22,21.2
2014-02-01,토,23,23.3
2014-02-01,토,24,20.1
2014-02-02,일,1,21.4
2014-02-02,일,2,21.2
2014-02-02,일,3,20.2
2014-02-02,일,4,19.1
2014-02-02,일,5,20.3
2014-02-02,일,6,20.3
2014-02-02,일,7,20.3
2014-02-02,일,8,20.2
2014-02-02,일,9,19.0
2014-02-02,일,10,18.7
2014-02-02,일,11,22.7
2014-02-02,일,12,19.4
2014-02-02,일,13,18.3
2014-02-02,일,14,17.3
2014-02-02,일,15,15.3
2014-02-02,일,16,15.3
2014-02-02,일,17,20.4
2014-02-02,일,18,23.2
2014-02-02,일,19,26.5
2014-02-02,일,20,29.4
2014-02-02,일,21,29.3
2014-02-02,일,22,29.4
2014-02-02,일,23,30.3
2014-02-02,일,24,32.6
2014-02-03,월,1,28.3
2014-02-03,월,2,29.4
2014-02-03,월,3,28.4
2014-02-03,월,4,25.6
2014-02-03,월,5,28.6
2014-02-03,월,6,24.7
2014-02-03,월,7,32.1
2014-02-03,월,8,34.2
2014-02-03,월,9,35.5
2014-02-03,월,10,29.6
2014-02-03,월,11,26.4
2014-02-03,월,12,24.3
2014-02-03,월,13,23.9
2014-02-03,월,14,25.0
2014-02-03,월,15,23.5
2014-02-03,월,16,23.4
2014-02-03,월,17,28.4
2014-02-03,월,18,33.0
2014-02-03,월,19,32.2
2014-02-03,월,20,39.5
2014-02-03,월,21,38.5
2014-02-03,월,22,39.2
2014-02-03,월,23,39.1
2014-02-03,월,24,41.1
2014-02-04,화,1,38.3
2014-02-04,화,2,38.1
2014-02-04,화,3,36.5
2014-02-04,화,4,37.0
2014-02-04,화,5,38.1
2014-02-04,화,6,39.3
2014-02-04,화,7,37.3
2014-02-04,화,8,47.1
2014-02-04,화,9,36.3
2014-02-04,화,10,32.7
2014-02-04,화,11,27.8
2014-02-04,화,12,26.2
2014-02-04,화,13,22.2
2014-02-04,화,14,19.1
2014-02-04,화,15,27.2
2014-02-04,화,16,23.5
2014-02-04,화,17,26.1
2014-02-04,화,18,25.4
2014-02-04,화,19,29.8
2014-02-04,화,20,44.8
2014-02-04,화,21,41.3
2014-02-04,화,22,36.0
2014-02-04,화,23,39.8
2014-02-04,화,24,40.7
2014-02-05,수,1,37.7
2014-02-05,수,2,40.8
2014-02-05,수,3,40.7
2014-02-05,수,4,40.0
2014-02-05,수,5,40.4
2014-02-05,수,6,36.5
2014-02-05,수,7,33.8
2014-02-05,수,8,45.5
2014-02-05,수,9,39.2
2014-02-05,수,10,29.6
2014-02-05,수,11,27.2
2014-02-05,수,12,20.5
2014-02-05,수,13,22.5
2014-02-05,수,14,21.1
2014-02-05,수,15,21.1
2014-02-05,수,16,20.0
2014-02-05,수,17,22.3
2014-02-05,수,18,25.2
2014-02-05,수,19,31.3
2014-02-05,수,20,31.0
2014-02-05,수,21,33.5
2014-02-05,수,22,36.9
2014-02-05,수,23,36.8
2014-02-05,수,24,35.7
2014-02-06,목,1,35.7
2014-02-06,목,2,36.8
2014-02-06,목,3,33.6
2014-02-06,목,4,35.2
2014-02-06,목,5,31.4
2014-02-06,목,6,33.6
2014-02-06,목,7,31.9
2014-02-06,목,8,39.6
2014-02-06,목,9,33.4
2014-02-06,목,10,31.4
2014-02-06,목,11,23.6
2014-02-06,목,12,19.3
2014-02-06,목,13,18.3
2014-02-06,목,14,25.0
2014-02-06,목,15,15.4
2014-02-06,목,16,18.7
2014-02-06,목,17,21.0
2014-02-06,목,18,24.3
2014-02-06,목,19,25.1
2014-02-06,목,20,30.8
2014-02-06,목,21,33.8
2014-02-06,목,22,29.7
2014-02-06,목,23,34.7
2014-02-06,목,24,34.7
2014-02-07,금,1,33.6
2014-02-07,금,2,34.7
2014-02-07,금,3,29.6
2014-02-07,금,4,32.7
2014-02-07,금,5,25.6
2014-02-07,금,6,27.6
2014-02-07,금,7,30.0
2014-02-07,금,8,34.7
2014-02-07,금,9,31.6
2014-02-07,금,10,24.4
2014-02-07,금,11,21.1
2014-02-07,금,12,22.1
2014-02-07,금,13,21.0
2014-02-07,금,14,19.2
2014-02-07,금,15,16.2
2014-02-07,금,16,18.1
2014-02-07,금,17,24.1
2014-02-07,금,18,25.1
2014-02-07,금,19,28.0
2014-02-07,금,20,25.8
2014-02-07,금,21,30.9
2014-02-07,금,22,27.7
2014-02-07,금,23,28.5
2014-02-07,금,24,26.3
2014-02-08,토,1,25.5
2014-02-08,토,2,23.4
2014-02-08,토,3,25.8
2014-02-08,토,4,24.4
2014-02-08,토,5,25.5
2014-02-08,토,6,24.4
2014-02-08,토,7,24.7
2014-02-08,토,8,26.7
2014-02-08,토,9,29.0
2014-02-08,토,10,28.9
2014-02-08,토,11,23.9
2014-02-08,토,12,20.8
2014-02-08,토,13,21.0
2014-02-08,토,14,17.8
2014-02-08,토,15,20.7
2014-02-08,토,16,18.8
2014-02-08,토,17,25.9
2014-02-08,토,18,26.6
