HEAT_SELL_DATE,DAY_OF_THE_WEEK,HOUR,SEJONG
2017-09-02,토,6,12.0
2017-09-02,토,7,11.0
2017-09-02,토,8,15.0
2017-09-02,토,9,13.0
2017-09-02,토,10,20.0
2017-09-02,토,11,20.0
2017-09-02,토,12,19.0
2017-09-02,토,13,18.0
2017-09-02,토,14,17.0
2017-09-02,토,15,16.0
2017-09-02,토,16,17.0
2017-09-02,토,17,17.0
2017-09-02,토,18,17.0
2017-09-02,토,19,17.0
2017-09-02,토,20,19.0
2017-09-02,토,21,17.0
2017-09-02,토,22,15.0
2017-09-02,토,23,16.0
2017-09-02,토,24,15.0
2017-09-03,일,1,12.0
2017-09-03,일,2,10.0
2017-09-03,일,3,9.0
2017-09-03,일,4,12.0
2017-09-03,일,5,9.0
2017-09-03,일,6,11.0
2017-09-03,일,7,9.0
2017-09-03,일,8,15.0
2017-09-03,일,9,13.0
2017-09-03,일,10,18.0
2017-09-03,일,11,22.0
2017-09-03,일,12,21.0
2017-09-03,일,13,20.0
2017-09-03,일,14,19.0
2017-09-03,일,15,21.0
2017-09-03,일,16,18.0
2017-09-03,일,17,17.0
2017-09-03,일,18,18.0
2017-09-03,일,19,19.0
2017-09-03,일,20,20.0
2017-09-03,일,21,25.0
2017-09-03,일,22,20.0
2017-09-03,일,23,15.0
2017-09-03,일,24,12.0
2017-09-04,월,1,13.0
2017-09-04,월,2,10.0
2017-09-04,월,3,9.0
2017-09-04,월,4,11.0
2017-09-04,월,5,9.0
2017-09-04,월,6,13.0
2017-09-04,월,7,16.0
2017-09-04,월,8,27.0
2017-09-04,월,9,30.0
2017-09-04,월,10,27.0
2017-09-04,월,11,28.0
2017-09-04,월,12,33.0
2017-09-04,월,13,33.0
2017-09-04,월,14,37.0
2017-09-04,월,15,38.0
2017-09-04,월,16,41.0
2017-09-04,월,17,36.0
2017-09-04,월,18,27.0
2017-09-04,월,19,24.0
2017-09-04,월,20,22.0
2017-09-04,월,21,27.0
2017-09-04,월,22,22.0
2017-09-04,월,23,21.0
2017-09-04,월,24,15.0
2017-09-05,화,1,12.0
2017-09-05,화,2,12.0
2017-09-05,화,3,11.0
2017-09-05,화,4,11.0
2017-09-05,화,5,11.0
2017-09-05,화,6,12.0
2017-09-05,화,7,15.0
2017-09-05,화,8,23.0
2017-09-05,화,9,24.0
2017-09-05,화,10,26.0
2017-09-05,화,11,26.0
2017-09-05,화,12,26.0
2017-09-05,화,13,26.0
2017-09-05,화,14,25.0
2017-09-05,화,15,26.0
2017-09-05,화,16,26.0
2017-09-05,화,17,23.0
2017-09-05,화,18,24.0
2017-09-05,화,19,23.0
2017-09-05,화,20,26.0
2017-09-05,화,21,25.0
2017-09-05,화,22,22.0
2017-09-05,화,23,19.0
2017-09-05,화,24,17.0
2017-09-06,수,1,12.0
2017-09-06,수,2,9.0
2017-09-06,수,3,7.0
2017-09-06,수,4,10.0
2017-09-06,수,5,11.0
2017-09-06,수,6,9.0
2017-09-06,수,7,17.0
2017-09-06,수,8,25.0
2017-09-06,수,9,23.0
2017-09-06,수,10,23.0
2017-09-06,수,11,25.0
2017-09-06,수,12,25.0
2017-09-06,수,13,26.0
2017-09-06,수,14,25.0
2017-09-06,수,15,25.0
2017-09-06,수,16,24.0
2017-09-06,수,17,34.0
2017-09-06,수,18,45.0
2017-09-06,수,19,39.0
2017-09-06,수,20,44.0
2017-09-06,수,21,25.0
2017-09-06,수,22,24.0
2017-09-06,수,23,21.0
2017-09-06,수,24,18.0
2017-09-07,목,1,13.0
2017-09-07,목,2,12.0
2017-09-07,목,3,10.0
2017-09-07,목,4,8.0
2017-09-07,목,5,7.0
2017-09-07,목,6,7.0
2017-09-07,목,7,11.0
2017-09-07,목,8,18.0
2017-09-07,목,9,19.0
2017-09-07,목,10,19.0
2017-09-07,목,11,19.0
2017-09-07,목,12,20.0
2017-09-07,목,13,25.0
2017-09-07,목,14,30.0
2017-09-07,목,15,27.0
2017-09-07,목,16,27.0
2017-09-07,목,17,26.0
2017-09-07,목,18,21.0
2017-09-07,목,19,22.0
2017-09-07,목,20,26.0
2017-09-07,목,21,26.0
2017-09-07,목,22,28.0
2017-09-07,목,23,14.0
2017-09-07,목,24,12.0
2017-09-08,금,1,12.0
2017-09-08,금,2,14.0
2017-09-08,금,3,11.0
2017-09-08,금,4,6.0
2017-09-08,금,5,6.0
2017-09-08,금,6,8.0
2017-09-08,금,7,15.0
2017-09-08,금,8,21.0
2017-09-08,금,9,21.0
2017-09-08,금,10,23.0
2017-09-08,금,11,23.0
2017-09-08,금,12,24.0
2017-09-08,금,13,29.0
2017-09-08,금,14,37.0
2017-09-08,금,15,45.0
2017-09-08,금,16,35.0
2017-09-08,금,17,26.0
2017-09-08,금,18,26.0
2017-09-08,금,19,29.0
2017-09-08,금,20,30.0
2017-09-08,금,21,26.0
2017-09-08,금,22,27.0
2017-09-08,금,23,31.0
2017-09-08,금,24,28.0
2017-09-09,토,1,21.0
2017-09-09,토,2,21.0
2017-09-09,토,3,21.0
2017-09-09,토,4,24.0
2017-09-09,토,5,21.0
2017-09-09,토,6,21.0
2017-09-09,토,7,23.0
2017-09-09,토,8,22.0
2017-09-09,토,9,21.0
2017-09-09,토,10,22.0
2017-09-09,토,11,23.0
2017-09-09,토,12,18.0
2017-09-09,토,13,17.0
2017-09-09,토,14,18.0
2017-09-09,토,15,18.0
2017-09-09,토,16,19.0
2017-09-09,토,17,17.0
2017-09-09,토,18,17.0
2017-09-09,토,19,19.0
2017-09-09,토,20,19.0
2017-09-09,토,21,21.0
2017-09-09,토,22,26.0
2017-09-09,토,23,14.0
2017-09-09,토,24,12.0
2017-09-10,일,1,14.0
2017-09-10,일,2,14.0
2017-09-10,일,3,10.0
2017-09-10,일,4,11.0
2017-09-10,일,5,12.0
2017-09-10,일,6,15.0
2017-09-10,일,7,15.0
2017-09-10,일,8,13.0
2017-09-10,일,9,13.0
2017-09-10,일,10,18.0
2017-09-10,일,11,18.0
2017-09-10,일,12,18.0
2017-09-10,일,13,19.0
2017-09-10,일,14,17.0
2017-09-10,일,15,15.0
2017-09-10,일,16,15.0
2017-09-10,일,17,19.0
2017-09-10,일,18,21.0
2017-09-10,일,19,19.0
2017-09-10,일,20,19.0
2017-09-10,일,21,26.0
2017-09-10,일,22,18.0
2017-09-10,일,23,18.0
2017-09-10,일,24,17.0
2017-09-11,월,1,11.0
2017-09-11,월,2,10.0
2017-09-11,월,3,7.0
2017-09-11,월,4,12.0
2017-09-11,월,5,12.0
2017-09-11,월,6,12.0
2017-09-11,월,7,14.0
2017-09-11,월,8,23.0
2017-09-11,월,9,23.0
2017-09-11,월,10,15.0
2017-09-11,월,11,15.0
2017-09-11,월,12,18.0
2017-09-11,월,13,21.0
2017-09-11,월,14,18.0
2017-09-11,월,15,21.0
2017-09-11,월,16,28.0
2017-09-11,월,17,31.0
2017-09-11,월,18,26.0
2017-09-11,월,19,31.0
2017-09-11,월,20,25.0
2017-09-11,월,21,33.5
2017-09-11,월,22,34.5
2017-09-11,월,23,33.0
2017-09-11,월,24,21.0
2017-09-12,화,1,16.0
2017-09-12,화,2,14.0
2017-09-12,화,3,15.0
2017-09-12,화,4,18.0
2017-09-12,화,5,28.0
2017-09-12,화,6,28.0
2017-09-12,화,7,22.0
2017-09-12,화,8,20.0
2017-09-12,화,9,19.0
2017-09-12,화,10,19.0
2017-09-12,화,11,25.0
2017-09-12,화,12,27.0
2017-09-12,화,13,51.0
2017-09-12,화,14,47.0
2017-09-12,화,15,49.0
2017-09-12,화,16,52.0
2017-09-12,화,17,36.0
2017-09-12,화,18,29.0
2017-09-12,화,19,24.0
2017-09-12,화,20,23.0
2017-09-12,화,21,22.0
2017-09-12,화,22,20.0
2017-09-12,화,23,16.0
2017-09-12,화,24,18.0
2017-09-13,수,1,12.0
2017-09-13,수,2,13.0
2017-09-13,수,3,11.0
2017-09-13,수,4,11.0
2017-09-13,수,5,15.0
2017-09-13,수,6,12.0
2017-09-13,수,7,17.0
2017-09-13,수,8,32.0
2017-09-13,수,9,21.0
2017-09-13,수,10,23.0
2017-09-13,수,11,22.0
2017-09-13,수,12,27.0
2017-09-13,수,13,29.0
2017-09-13,수,14,27.0
2017-09-13,수,15,28.0
2017-09-13,수,16,26.0
2017-09-13,수,17,30.0
2017-09-13,수,18,28.0
2017-09-13,수,19,25.0
2017-09-13,수,20,25.0
2017-09-13,수,21,25.0
2017-09-13,수,22,21.0
2017-09-13,수,23,20.0
2017-09-13,수,24,18.0
2017-09-14,목,1,14.0
2017-09-14,목,2,13.0
2017-09-14,목,3,9.0
2017-09-14,목,4,11.0
2017-09-14,목,5,10.0
2017-09-14,목,6,12.0
2017-09-14,목,7,18.0
2017-09-14,목,8,22.0
2017-09-14,목,9,19.0
2017-09-14,목,10,20.0
2017-09-14,목,11,19.0
2017-09-14,목,12,24.0
2017-09-14,목,13,23.0
2017-09-14,목,14,26.0
2017-09-14,목,15,25.0
2017-09-14,목,16,26.0
2017-09-14,목,17,24.0
2017-09-14,목,18,21.0
2017-09-14,목,19,23.0
2017-09-14,목,20,28.0
2017-09-14,목,21,29.0
2017-09-14,목,22,24.0
2017-09-14,목,23,23.0
2017-09-14,목,24,21.0
2017-09-15,금,1,25.0
2017-09-15,금,2,25.0
2017-09-15,금,3,20.0
2017-09-15,금,4,21.0
2017-09-15,금,5,19.0
2017-09-15,금,6,19.0
2017-09-15,금,7,21.0
2017-09-15,금,8,22.0
2017-09-15,금,9,24.0
2017-09-15,금,10,21.0
2017-09-15,금,11,25.0
2017-09-15,금,12,23.0
2017-09-15,금,13,28.0
2017-09-15,금,14,30.0
2017-09-15,금,15,27.0
2017-09-15,금,16,26.0
2017-09-15,금,17,22.0
2017-09-15,금,18,22.0
2017-09-15,금,19,23.0
2017-09-15,금,20,23.0
2017-09-15,금,21,17.0
2017-09-15,금,22,19.0
2017-09-15,금,23,16.0
2017-09-15,금,24,13.0
2017-09-16,토,1,13.0
2017-09-16,토,2,12.0
2017-09-16,토,3,12.0
2017-09-16,토,4,8.0
2017-09-16,토,5,11.0
2017-09-16,토,6,12.0
2017-09-16,토,7,12.0
2017-09-16,토,8,18.0
2017-09-16,토,9,19.0
2017-09-16,토,10,22.0
2017-09-16,토,11,22.0
2017-09-16,토,12,25.0
2017-09-16,토,13,18.0
2017-09-16,토,14,19.0
2017-09-16,토,15,17.0
2017-09-16,토,16,26.0
2017-09-16,토,17,25.0
2017-09-16,토,18,23.0
2017-09-16,토,19,27.0
2017-09-16,토,20,34.0
2017-09-16,토,21,34.0
2017-09-16,토,22,29.0
2017-09-16,토,23,23.0
2017-09-16,토,24,23.0
2017-09-17,일,1,25.0
2017-09-17,일,2,22.0
2017-09-17,일,3,22.0
2017-09-17,일,4,22.0
2017-09-17,일,5,22.0
2017-09-17,일,6,21.0
2017-09-17,일,7,24.0
2017-09-17,일,8,24.0
2017-09-17,일,9,26.0
2017-09-17,일,10,36.0
2017-09-17,일,11,35.0
2017-09-17,일,12,36.0
2017-09-17,일,13,36.0
2017-09-17,일,14,24.0
2017-09-17,일,15,22.0
2017-09-17,일,16,22.0
2017-09-17,일,17,20.0
2017-09-17,일,18,20.0
2017-09-17,일,19,18.0
2017-09-17,일,20,18.0
2017-09-17,일,21,22.0
2017-09-17,일,22,16.0
2017-09-17,일,23,14.0
2017-09-17,일,24,12.0
2017-09-18,월,1,22.0
2017-09-18,월,2,8.0
2017-09-18,월,3,4.0
2017-09-18,월,4,5.0
2017-09-18,월,5,7.0
2017-09-18,월,6,18.0
2017-09-18,월,7,21.0
2017-09-18,월,8,20.0
2017-09-18,월,9,21.0
2017-09-18,월,10,28.0
2017-09-18,월,11,37.0
2017-09-18,월,12,28.0
2017-09-18,월,13,26.0
2017-09-18,월,14,28.0
2017-09-18,월,15,31.0
2017-09-18,월,16,35.0
2017-09-18,월,17,24.0
2017-09-18,월,18,21.0
2017-09-18,월,19,21.0
2017-09-18,월,20,20.0
2017-09-18,월,21,24.0
2017-09-18,월,22,27.0
2017-09-18,월,23,26.0
2017-09-18,월,24,15.0
2017-09-19,화,1,11.0
2017-09-19,화,2,10.0
2017-09-19,화,3,11.0
2017-09-19,화,4,10.0
2017-09-19,화,5,11.0
2017-09-19,화,6,10.0
2017-09-19,화,7,14.0
2017-09-19,화,8,22.0
2017-09-19,화,9,22.0
2017-09-19,화,10,24.0
2017-09-19,화,11,26.0
2017-09-19,화,12,26.0
2017-09-19,화,13,33.0
2017-09-19,화,14,34.0
2017-09-19,화,15,33.0
2017-09-19,화,16,31.0
2017-09-19,화,17,29.0
2017-09-19,화,18,25.0
2017-09-19,화,19,23.0
2017-09-19,화,20,19.0
2017-09-19,화,21,19.0
2017-09-19,화,22,23.0
2017-09-19,화,23,21.0
2017-09-19,화,24,13.0
2017-09-20,수,1,11.0
2017-09-20,수,2,10.0
2017-09-20,수,3,14.0
2017-09-20,수,4,13.0
2017-09-20,수,5,9.0
2017-09-20,수,6,11.0
2017-09-20,수,7,23.0
2017-09-20,수,8,24.0
2017-09-20,수,9,19.0
2017-09-20,수,10,20.0
2017-09-20,수,11,25.0
2017-09-20,수,12,28.0
2017-09-20,수,13,35.0
2017-09-20,수,14,42.0
2017-09-20,수,15,37.0
2017-09-20,수,16,36.0
2017-09-20,수,17,30.0
2017-09-20,수,18,23.0
2017-09-20,수,19,24.0
2017-09-20,수,20,33.0
2017-09-20,수,21,34.0
2017-09-20,수,22,27.0
2017-09-20,수,23,22.0
2017-09-20,수,24,22.0
2017-09-21,목,1,25.0
2017-09-21,목,2,21.0
2017-09-21,목,3,17.0
2017-09-21,목,4,15.0
2017-09-21,목,5,22.0
2017-09-21,목,6,24.0
2017-09-21,목,7,26.0
2017-09-21,목,8,38.0
2017-09-21,목,9,32.0
2017-09-21,목,10,33.0
2017-09-21,목,11,29.0
2017-09-21,목,12,27.0
2017-09-21,목,13,23.0
2017-09-21,목,14,26.0
2017-09-21,목,15,27.0
2017-09-21,목,16,25.0
2017-09-21,목,17,25.0
2017-09-21,목,18,19.0
2017-09-21,목,19,21.0
2017-09-21,목,20,23.0
2017-09-21,목,21,20.0
2017-09-21,목,22,20.0
2017-09-21,목,23,25.0
2017-09-21,목,24,16.0
2017-09-22,금,1,7.0
2017-09-22,금,2,12.0
2017-09-22,금,3,12.0
2017-09-22,금,4,14.0
2017-09-22,금,5,11.0
2017-09-22,금,6,11.0
2017-09-22,금,7,17.0
2017-09-22,금,8,30.0
2017-09-22,금,9,19.0
2017-09-22,금,10,18.0
2017-09-22,금,11,21.0
2017-09-22,금,12,24.0
2017-09-22,금,13,23.0
2017-09-22,금,14,24.0
2017-09-22,금,15,26.0
2017-09-22,금,16,26.0
2017-09-22,금,17,26.0
2017-09-22,금,18,26.0
2017-09-22,금,19,25.0
2017-09-22,금,20,24.0
2017-09-22,금,21,20.0
2017-09-22,금,22,19.0
2017-09-22,금,23,18.0
2017-09-22,금,24,19.0
2017-09-23,토,1,12.0
2017-09-23,토,2,11.0
2017-09-23,토,3,12.0
2017-09-23,토,4,13.0
2017-09-23,토,5,13.0
2017-09-23,토,6,9.0
2017-09-23,토,7,9.0
2017-09-23,토,8,11.0
2017-09-23,토,9,19.0
2017-09-23,토,10,23.0
2017-09-23,토,11,17.0
2017-09-23,토,12,25.0
2017-09-23,토,13,23.0
2017-09-23,토,14,23.0
2017-09-23,토,15,22.0
2017-09-23,토,16,18.0
2017-09-23,토,17,19.0
2017-09-23,토,18,23.0
2017-09-23,토,19,20.0
2017-09-23,토,20,21.0
2017-09-23,토,21,26.0
2017-09-23,토,22,21.0
2017-09-23,토,23,14.0
2017-09-23,토,24,14.0
2017-09-24,일,1,15.0
2017-09-24,일,2,12.0
2017-09-24,일,3,12.0
2017-09-24,일,4,11.0
2017-09-24,일,5,11.0
2017-09-24,일,6,13.0
2017-09-24,일,7,14.0
2017-09-24,일,8,14.0
2017-09-24,일,9,17.0
2017-09-24,일,10,33.0
2017-09-24,일,11,23.0
2017-09-24,일,12,19.0
2017-09-24,일,13,17.0
2017-09-24,일,14,19.0
2017-09-24,일,15,23.0
2017-09-24,일,16,23.0
2017-09-24,일,17,24.0
2017-09-24,일,18,29.0
2017-09-24,일,19,25.0
2017-09-24,일,20,27.0
2017-09-24,일,21,29.0
2017-09-24,일,22,30.0
2017-09-24,일,23,31.0
2017-09-24,일,24,21.0
2017-09-25,월,1,16.0
2017-09-25,월,2,20.0
2017-09-25,월,3,20.0
2017-09-25,월,4,19.0
2017-09-25,월,5,16.0
2017-09-25,월,6,16.0
2017-09-25,월,7,22.0
2017-09-25,월,8,36.0
2017-09-25,월,9,33.0
2017-09-25,월,10,31.0
2017-09-25,월,11,29.0
2017-09-25,월,12,30.0
2017-09-25,월,13,33.0
2017-09-25,월,14,36.0
2017-09-25,월,15,42.0
2017-09-25,월,16,35.0
2017-09-25,월,17,35.0
2017-09-25,월,18,34.0
2017-09-25,월,19,30.0
2017-09-25,월,20,31.0
2017-09-25,월,21,30.0
2017-09-25,월,22,25.0
2017-09-25,월,23,24.0
2017-09-25,월,24,18.0
2017-09-26,화,1,13.0
2017-09-26,화,2,15.0
2017-09-26,화,3,11.0
2017-09-26,화,4,13.0
2017-09-26,화,5,13.0
2017-09-26,화,6,14.0
2017-09-26,화,7,21.0
2017-09-26,화,8,26.0
2017-09-26,화,9,23.0
2017-09-26,화,10,23.0
2017-09-26,화,11,27.0
2017-09-26,화,12,29.0
2017-09-26,화,13,28.0
2017-09-26,화,14,27.0
2017-09-26,화,15,29.0
2017-09-26,화,16,28.0
2017-09-26,화,17,29.0
2017-09-26,화,18,29.0
2017-09-26,화,19,25.0
2017-09-26,화,20,26.0
2017-09-26,화,21,24.0
2017-09-26,화,22,26.0
2017-09-26,화,23,16.0
2017-09-26,화,24,16.0
2017-09-27,수,1,15.0
2017-09-27,수,2,15.0
2017-09-27,수,3,12.0
2017-09-27,수,4,12.0
2017-09-27,수,5,14.0
2017-09-27,수,6,16.0
2017-09-27,수,7,20.0
2017-09-27,수,8,27.0
2017-09-27,수,9,28.0
2017-09-27,수,10,29.0
2017-09-27,수,11,29.0
2017-09-27,수,12,31.0
2017-09-27,수,13,24.0
2017-09-27,수,14,23.0
2017-09-27,수,15,21.0
2017-09-27,수,16,22.0
2017-09-27,수,17,23.0
2017-09-27,수,18,22.0
2017-09-27,수,19,22.0
2017-09-27,수,20,24.0
2017-09-27,수,21,29.0
2017-09-27,수,22,28.0
2017-09-27,수,23,23.0
2017-09-27,수,24,19.0
2017-09-28,목,1,17.0
2017-09-28,목,2,16.0
2017-09-28,목,3,12.0
2017-09-28,목,4,12.0
2017-09-28,목,5,13.0
2017-09-28,목,6,17.0
2017-09-28,목,7,19.0
2017-09-28,목,8,24.0
2017-09-28,목,9,22.0
2017-09-28,목,10,27.0
2017-09-28,목,11,27.0
2017-09-28,목,12,29.0
2017-09-28,목,13,34.0
2017-09-28,목,14,37.0
2017-09-28,목,15,39.0
2017-09-28,목,16,33.0
2017-09-28,목,17,36.0
2017-09-28,목,18,31.0
2017-09-28,목,19,35.0
2017-09-28,목,20,26.0
2017-09-28,목,21,31.0
2017-09-28,목,22,31.0
2017-09-28,목,23,33.0
2017-09-28,목,24,28.0
2017-09-29,금,1,28.0
2017-09-29,금,2,21.0
2017-09-29,금,3,19.0
2017-09-29,금,4,21.0
2017-09-29,금,5,21.0
2017-09-29,금,6,22.0
2017-09-29,금,7,26.0
2017-09-29,금,8,35.0
2017-09-29,금,9,28.0
2017-09-29,금,10,27.0
2017-09-29,금,11,27.0
2017-09-29,금,12,26.0
2017-09-29,금,13,25.0
2017-09-29,금,14,23.0
2017-09-29,금,15,24.0
2017-09-29,금,16,25.0
2017-09-29,금,17,25.0
2017-09-29,금,18,26.0
2017-09-29,금,19,28.0
2017-09-29,금,20,30.0
2017-09-29,금,21,30.0
2017-09-29,금,22,29.0
2017-09-29,금,23,29.0
2017-09-29,금,24,24.0
2017-09-30,토,1,23.0
2017-09-30,토,2,26.0
2017-09-30,토,3,19.0
2017-09-30,토,4,20.0
2017-09-30,토,5,20.0
2017-09-30,토,6,25.0
2017-09-30,토,7,23.0
2017-09-30,토,8,26.0
2017-09-30,토,9,24.0
2017-09-30,토,10,25.0
2017-09-30,토,11,26.0
2017-09-30,토,12,27.0
2017-09-30,토,13,24.0
2017-09-30,토,14,24.0
2017-09-30,토,15,23.0
2017-09-30,토,16,23.0
2017-09-30,토,17,23.0
2017-09-30,토,18,28.0
2017-09-30,토,19,26.0
2017-09-30,토,20,27.0
2017-09-30,토,21,29.0
2017-09-30,토,22,29.0
2017-09-30,토,23,28.0
2017-09-30,토,24,27.0
2017-10-01,일,1,15.0
2017-10-01,일,2,16.0
2017-10-01,일,3,14.0
2017-10-01,일,4,12.0
2017-10-01,일,5,14.0
2017-10-01,일,6,15.0
2017-10-01,일,7,16.0
2017-10-01,일,8,15.0
2017-10-01,일,9,16.0
2017-10-01,일,10,20.0
2017-10-01,일,11,20.0
2017-10-01,일,12,17.0
2017-10-01,일,13,15.0
2017-10-01,일,14,16.0
2017-10-01,일,15,19.0
2017-10-01,일,16,21.0
2017-10-01,일,17,20.0
2017-10-01,일,18,21.0
2017-10-01,일,19,27.0
2017-10-01,일,20,28.0
2017-10-01,일,21,27.0
2017-10-01,일,22,28.0
2017-10-01,일,23,26.0
2017-10-01,일,24,25.0
2017-10-02,월,1,18.0
2017-10-02,월,2,16.0
2017-10-02,월,3,17.0
2017-10-02,월,4,14.0
2017-10-02,월,5,15.0
2017-10-02,월,6,19.0
2017-10-02,월,7,20.0
2017-10-02,월,8,20.0
2017-10-02,월,9,25.0
2017-10-02,월,10,28.0
2017-10-02,월,11,52.0
2017-10-02,월,12,51.0
2017-10-02,월,13,54.0
2017-10-02,월,14,56.0
2017-10-02,월,15,49.0
2017-10-02,월,16,24.0
2017-10-02,월,17,28.0
2017-10-02,월,18,27.0
2017-10-02,월,19,26.0
2017-10-02,월,20,34.0
2017-10-02,월,21,28.0
2017-10-02,월,22,29.0
2017-10-02,월,23,29.0
2017-10-02,월,24,26.0
2017-10-03,화,1,22.0
2017-10-03,화,2,16.0
2017-10-03,화,3,14.0
2017-10-03,화,4,16.0
2017-10-03,화,5,15.0
2017-10-03,화,6,14.0
2017-10-03,화,7,14.0
2017-10-03,화,8,13.0
2017-10-03,화,9,15.0
2017-10-03,화,10,21.0
2017-10-03,화,11,15.0
2017-10-03,화,12,13.0
2017-10-03,화,13,15.0
2017-10-03,화,14,21.0
2017-10-03,화,15,16.0
2017-10-03,화,16,14.0
2017-10-03,화,17,15.0
2017-10-03,화,18,17.0
2017-10-03,화,19,21.0
2017-10-03,화,20,20.0
2017-10-03,화,21,23.0
2017-10-03,화,22,26.0
2017-10-03,화,23,24.0
2017-10-03,화,24,22.0
2017-10-04,수,1,17.0
2017-10-04,수,2,17.0
2017-10-04,수,3,16.0
2017-10-04,수,4,17.0
2017-10-04,수,5,16.0
2017-10-04,수,6,16.0
2017-10-04,수,7,21.0
2017-10-04,수,8,18.0
2017-10-04,수,9,15.0
2017-10-04,수,10,13.0
2017-10-04,수,11,16.0
2017-10-04,수,12,17.0
2017-10-04,수,13,14.0
2017-10-04,수,14,13.0
2017-10-04,수,15,13.0
2017-10-04,수,16,15.0
2017-10-04,수,17,15.0
2017-10-04,수,18,16.0
2017-10-04,수,19,20.0
2017-10-04,수,20,22.0
2017-10-04,수,21,26.0
2017-10-04,수,22,25.0
2017-10-04,수,23,23.0
2017-10-04,수,24,21.0
2017-10-05,목,1,21.0
2017-10-05,목,2,17.0
2017-10-05,목,3,16.0
2017-10-05,목,4,14.0
2017-10-05,목,5,13.0
2017-10-05,목,6,18.0
2017-10-05,목,7,18.0
2017-10-05,목,8,16.0
2017-10-05,목,9,17.0
2017-10-05,목,10,20.0
2017-10-05,목,11,23.0
2017-10-05,목,12,20.0
2017-10-05,목,13,22.0
2017-10-05,목,14,25.0
2017-10-05,목,15,23.0
2017-10-05,목,16,21.0
2017-10-05,목,17,23.0
2017-10-05,목,18,38.0
2017-10-05,목,19,46.0
2017-10-05,목,20,52.0
2017-10-05,목,21,61.0
2017-10-05,목,22,57.0
2017-10-05,목,23,64.0
2017-10-05,목,24,49.0
2017-10-06,금,1,41.0
2017-10-06,금,2,16.0
2017-10-06,금,3,15.0
2017-10-06,금,4,18.0
2017-10-06,금,5,17.0
2017-10-06,금,6,15.0
2017-10-06,금,7,13.0
2017-10-06,금,8,16.0
2017-10-06,금,9,22.0
2017-10-06,금,10,17.0
2017-10-06,금,11,19.0
2017-10-06,금,12,18.0
2017-10-06,금,13,20.0
2017-10-06,금,14,17.0
2017-10-06,금,15,17.0
2017-10-06,금,16,19.0
2017-10-06,금,17,18.0
2017-10-06,금,18,21.0
2017-10-06,금,19,20.0
2017-10-06,금,20,30.0
2017-10-06,금,21,35.0
2017-10-06,금,22,28.0
2017-10-06,금,23,24.0
2017-10-06,금,24,26.0
2017-10-07,토,1,18.0
2017-10-07,토,2,19.0
2017-10-07,토,3,15.0
2017-10-07,토,4,17.0
2017-10-07,토,5,13.0
2017-10-07,토,6,15.0
2017-10-07,토,7,15.0
2017-10-07,토,8,20.0
2017-10-07,토,9,18.0
2017-10-07,토,10,22.0
2017-10-07,토,11,24.0
2017-10-07,토,12,26.0
2017-10-07,토,13,28.0
2017-10-07,토,14,19.0
2017-10-07,토,15,19.0
2017-10-07,토,16,22.0
2017-10-07,토,17,28.0
2017-10-07,토,18,22.0
2017-10-07,토,19,22.0
2017-10-07,토,20,27.0
2017-10-07,토,21,24.0
2017-10-07,토,22,25.0
2017-10-07,토,23,23.0
2017-10-07,토,24,25.0
2017-10-08,일,1,22.0
2017-10-08,일,2,19.0
2017-10-08,일,3,21.0
2017-10-08,일,4,18.0
2017-10-08,일,5,20.0
2017-10-08,일,6,20.0
2017-10-08,일,7,20.0
2017-10-08,일,8,17.0
2017-10-08,일,9,21.0
2017-10-08,일,10,22.0
2017-10-08,일,11,27.0
2017-10-08,일,12,26.0
2017-10-08,일,13,23.0
2017-10-08,일,14,22.0
2017-10-08,일,15,21.0
2017-10-08,일,16,22.0
2017-10-08,일,17,23.0
2017-10-08,일,18,34.0
2017-10-08,일,19,41.0
2017-10-08,일,20,51.0
2017-10-08,일,21,55.0
2017-10-08,일,22,64.0
2017-10-08,일,23,54.0
2017-10-08,일,24,22.0
2017-10-09,월,1,30.0
2017-10-09,월,2,22.0
2017-10-09,월,3,8.0
2017-10-09,월,4,10.0
2017-10-09,월,5,18.0
2017-10-09,월,6,17.0
2017-10-09,월,7,15.0
2017-10-09,월,8,19.0
2017-10-09,월,9,19.0
2017-10-09,월,10,21.0
2017-10-09,월,11,28.0
2017-10-09,월,12,30.0
2017-10-09,월,13,34.0
2017-10-09,월,14,27.0
2017-10-09,월,15,25.0
2017-10-09,월,16,21.0
2017-10-09,월,17,23.0
2017-10-09,월,18,24.0
2017-10-09,월,19,36.0
2017-10-09,월,20,33.0
2017-10-09,월,21,28.0
2017-10-09,월,22,27.0
2017-10-09,월,23,28.0
2017-10-09,월,24,28.0
2017-10-10,화,1,22.0
2017-10-10,화,2,16.0
2017-10-10,화,3,17.0
2017-10-10,화,4,17.0
2017-10-10,화,5,15.0
2017-10-10,화,6,18.0
2017-10-10,화,7,20.0
2017-10-10,화,8,29.0
2017-10-10,화,9,30.0
2017-10-10,화,10,25.0
2017-10-10,화,11,24.0
2017-10-10,화,12,31.0
2017-10-10,화,13,30.0
2017-10-10,화,14,31.0
2017-10-10,화,15,29.0
2017-10-10,화,16,29.0
2017-10-10,화,17,32.0
2017-10-10,화,18,35.0
2017-10-10,화,19,32.0
2017-10-10,화,20,35.0
2017-10-10,화,21,37.0
2017-10-10,화,22,35.0
2017-10-10,화,23,29.0
