,METER_DATE,YEAR,MONTH,DAY,SEASON,HOUR,TIME_PERIOD,BUNDANG
870,2019-10-19 04:00:00,2019,10,19,2,4,0,91.7
872,2019-10-19 05:00:00,2019,10,19,2,5,0,92.6
874,2019-10-19 06:00:00,2019,10,19,2,6,1,92.6
876,2019-10-19 07:00:00,2019,10,19,2,7,1,97.6
878,2019-10-19 08:00:00,2019,10,19,2,8,1,102.6
880,2019-10-19 09:00:00,2019,10,19,2,9,1,107.7
882,2019-10-19 10:00:00,2019,10,19,2,10,1,101.9
884,2019-10-19 11:00:00,2019,10,19,2,11,1,96.0
886,2019-10-19 12:00:00,2019,10,19,2,12,2,90.2
888,2019-10-19 13:00:00,2019,10,19,2,13,2,77.1
890,2019-10-19 14:00:00,2019,10,19,2,14,2,69.1
892,2019-10-19 15:00:00,2019,10,19,2,15,2,58.9
894,2019-10-19 16:00:00,2019,10,19,2,16,2,61.8
896,2019-10-19 17:00:00,2019,10,19,2,17,2,64.8
898,2019-10-19 18:00:00,2019,10,19,2,18,3,69.7
900,2019-10-19 19:00:00,2019,10,19,2,19,3,80.9
902,2019-10-19 20:00:00,2019,10,19,2,20,3,93.8
904,2019-10-19 21:00:00,2019,10,19,2,21,3,107.9
906,2019-10-19 22:00:00,2019,10,19,2,22,3,104.9
908,2019-10-19 23:00:00,2019,10,19,2,23,3,100.7
910,2019-10-20 00:00:00,2019,10,20,2,0,0,95.7
912,2019-10-20 01:00:00,2019,10,20,2,1,0,91.7
914,2019-10-20 02:00:00,2019,10,20,2,2,0,81.6
916,2019-10-20 03:00:00,2019,10,20,2,3,0,76.6
918,2019-10-20 04:00:00,2019,10,20,2,4,0,73.6
920,2019-10-20 05:00:00,2019,10,20,2,5,0,75.6
922,2019-10-20 06:00:00,2019,10,20,2,6,1,82.4
924,2019-10-20 07:00:00,2019,10,20,2,7,1,94.5
926,2019-10-20 08:00:00,2019,10,20,2,8,1,105.6
928,2019-10-20 09:00:00,2019,10,20,2,9,1,101.6
930,2019-10-20 10:00:00,2019,10,20,2,10,1,91.8
932,2019-10-20 11:00:00,2019,10,20,2,11,1,77.8
934,2019-10-20 12:00:00,2019,10,20,2,12,2,66.9
936,2019-10-20 13:00:00,2019,10,20,2,13,2,60.1
938,2019-10-20 14:00:00,2019,10,20,2,14,2,55.9
940,2019-10-20 15:00:00,2019,10,20,2,15,2,58.0
942,2019-10-20 16:00:00,2019,10,20,2,16,2,61.9
944,2019-10-20 17:00:00,2019,10,20,2,17,2,72.8
946,2019-10-20 18:00:00,2019,10,20,2,18,3,85.7
948,2019-10-20 19:00:00,2019,10,20,2,19,3,97.8
950,2019-10-20 20:00:00,2019,10,20,2,20,3,110.7
952,2019-10-20 21:00:00,2019,10,20,2,21,3,116.7
954,2019-10-20 22:00:00,2019,10,20,2,22,3,119.7
956,2019-10-20 23:00:00,2019,10,20,2,23,3,113.7
958,2019-10-21 00:00:00,2019,10,21,2,0,0,101.6
960,2019-10-21 01:00:00,2019,10,21,2,1,0,85.9
962,2019-10-21 02:00:00,2019,10,21,2,2,0,77.6
964,2019-10-21 03:00:00,2019,10,21,2,3,0,74.6
966,2019-10-21 04:00:00,2019,10,21,2,4,0,71.6
968,2019-10-21 05:00:00,2019,10,21,2,5,0,72.6
970,2019-10-21 06:00:00,2019,10,21,2,6,1,78.6
972,2019-10-21 07:00:00,2019,10,21,2,7,1,86.6
974,2019-10-21 08:00:00,2019,10,21,2,8,1,104.6
976,2019-10-21 09:00:00,2019,10,21,2,9,1,110.6
978,2019-10-21 10:00:00,2019,10,21,2,10,1,99.9
980,2019-10-21 11:00:00,2019,10,21,2,11,1,88.2
982,2019-10-21 12:00:00,2019,10,21,2,12,2,62.2
984,2019-10-21 13:00:00,2019,10,21,2,13,2,50.2
986,2019-10-21 14:00:00,2019,10,21,2,14,2,44.2
988,2019-10-21 15:00:00,2019,10,21,2,15,2,49.1
990,2019-10-21 16:00:00,2019,10,21,2,16,2,51.0
992,2019-10-21 17:00:00,2019,10,21,2,17,2,54.7
994,2019-10-21 18:00:00,2019,10,21,2,18,3,63.8
996,2019-10-21 19:00:00,2019,10,21,2,19,3,68.9
998,2019-10-21 20:00:00,2019,10,21,2,20,3,81.8
1000,2019-10-21 21:00:00,2019,10,21,2,21,3,112.6
1002,2019-10-21 22:00:00,2019,10,21,2,22,3,122.6
1004,2019-10-21 23:00:00,2019,10,21,2,23,3,128.5
1006,2019-10-22 00:00:00,2019,10,22,2,0,0,119.5
1008,2019-10-22 01:00:00,2019,10,22,2,1,0,66.5
1010,2019-10-22 02:00:00,2019,10,22,2,2,0,71.5
1012,2019-10-22 03:00:00,2019,10,22,2,3,0,80.5
1014,2019-10-22 04:00:00,2019,10,22,2,4,0,90.5
1016,2019-10-22 05:00:00,2019,10,22,2,5,0,98.5
1018,2019-10-22 06:00:00,2019,10,22,2,6,1,106.5
1020,2019-10-22 07:00:00,2019,10,22,2,7,1,112.4
1022,2019-10-22 08:00:00,2019,10,22,2,8,1,116.5
1024,2019-10-22 09:00:00,2019,10,22,2,9,1,106.4
1026,2019-10-22 10:00:00,2019,10,22,2,10,1,92.7
1028,2019-10-22 11:00:00,2019,10,22,2,11,1,81.8
1030,2019-10-22 12:00:00,2019,10,22,2,12,2,76.9
1032,2019-10-22 13:00:00,2019,10,22,2,13,2,74.9
1034,2019-10-22 14:00:00,2019,10,22,2,14,2,68.9
1036,2019-10-22 15:00:00,2019,10,22,2,15,2,58.8
1038,2019-10-22 16:00:00,2019,10,22,2,16,2,48.8
1040,2019-10-22 17:00:00,2019,10,22,2,17,2,48.1
1042,2019-10-22 18:00:00,2019,10,22,2,18,3,62.6
1044,2019-10-22 19:00:00,2019,10,22,2,19,3,71.5
1046,2019-10-22 20:00:00,2019,10,22,2,20,3,77.5
1048,2019-10-22 21:00:00,2019,10,22,2,21,3,86.6
1050,2019-10-22 22:00:00,2019,10,22,2,22,3,97.7
1052,2019-10-22 23:00:00,2019,10,22,2,23,3,110.7
1054,2019-10-23 00:00:00,2019,10,23,2,0,0,108.7
1056,2019-10-23 01:00:00,2019,10,23,2,1,0,89.7
1058,2019-10-23 02:00:00,2019,10,23,2,2,0,81.7
1060,2019-10-23 03:00:00,2019,10,23,2,3,0,75.6
1062,2019-10-23 04:00:00,2019,10,23,2,4,0,72.6
1064,2019-10-23 05:00:00,2019,10,23,2,5,0,75.6
1066,2019-10-23 06:00:00,2019,10,23,2,6,1,83.6
1068,2019-10-23 07:00:00,2019,10,23,2,7,1,94.7
1070,2019-10-23 08:00:00,2019,10,23,2,8,1,102.7
1072,2019-10-23 09:00:00,2019,10,23,2,9,1,102.7
1074,2019-10-23 10:00:00,2019,10,23,2,10,1,91.7
1076,2019-10-23 11:00:00,2019,10,23,2,11,1,81.6
1078,2019-10-23 12:00:00,2019,10,23,2,12,2,72.7
1080,2019-10-23 13:00:00,2019,10,23,2,13,2,68.7
1082,2019-10-23 14:00:00,2019,10,23,2,14,2,65.6
1084,2019-10-23 15:00:00,2019,10,23,2,15,2,62.6
1086,2019-10-23 16:00:00,2019,10,23,2,16,2,65.6
1088,2019-10-23 17:00:00,2019,10,23,2,17,2,72.6
1090,2019-10-23 18:00:00,2019,10,23,2,18,3,86.6
1092,2019-10-23 19:00:00,2019,10,23,2,19,3,103.9
1094,2019-10-23 20:00:00,2019,10,23,2,20,3,117.0
1096,2019-10-23 21:00:00,2019,10,23,2,21,3,125.1
1098,2019-10-23 22:00:00,2019,10,23,2,22,3,129.0
1100,2019-10-23 23:00:00,2019,10,23,2,23,3,126.0
1102,2019-10-24 00:00:00,2019,10,24,2,0,0,117.0
1104,2019-10-24 01:00:00,2019,10,24,2,1,0,103.2
1106,2019-10-24 02:00:00,2019,10,24,2,2,0,86.0
1108,2019-10-24 03:00:00,2019,10,24,2,3,0,71.0
1110,2019-10-24 04:00:00,2019,10,24,2,4,0,73.0
1112,2019-10-24 05:00:00,2019,10,24,2,5,0,82.0
1114,2019-10-24 06:00:00,2019,10,24,2,6,1,89.0
1116,2019-10-24 07:00:00,2019,10,24,2,7,1,101.0
1118,2019-10-24 08:00:00,2019,10,24,2,8,1,117.0
1120,2019-10-24 09:00:00,2019,10,24,2,9,1,99.0
1122,2019-10-24 10:00:00,2019,10,24,2,10,1,82.0
1124,2019-10-24 11:00:00,2019,10,24,2,11,1,73.0
1126,2019-10-24 12:00:00,2019,10,24,2,12,2,70.4
1128,2019-10-24 13:00:00,2019,10,24,2,13,2,63.4
1130,2019-10-24 14:00:00,2019,10,24,2,14,2,59.4
1132,2019-10-24 15:00:00,2019,10,24,2,15,2,59.3
1134,2019-10-24 16:00:00,2019,10,24,2,16,2,61.1
1136,2019-10-24 17:00:00,2019,10,24,2,17,2,62.0
1138,2019-10-24 18:00:00,2019,10,24,2,18,3,68.0
1140,2019-10-24 19:00:00,2019,10,24,2,19,3,82.1
1142,2019-10-24 20:00:00,2019,10,24,2,20,3,99.0
1144,2019-10-24 21:00:00,2019,10,24,2,21,3,111.1
1146,2019-10-24 22:00:00,2019,10,24,2,22,3,116.1
1148,2019-10-24 23:00:00,2019,10,24,2,23,3,119.1
1150,2019-10-25 00:00:00,2019,10,25,2,0,0,114.1
1152,2019-10-25 01:00:00,2019,10,25,2,1,0,103.0
1154,2019-10-25 02:00:00,2019,10,25,2,2,0,91.1
1156,2019-10-25 03:00:00,2019,10,25,2,3,0,81.1
1158,2019-10-25 04:00:00,2019,10,25,2,4,0,79.1
1160,2019-10-25 05:00:00,2019,10,25,2,5,0,82.1
1162,2019-10-25 06:00:00,2019,10,25,2,6,1,88.1
1164,2019-10-25 07:00:00,2019,10,25,2,7,1,99.1
1166,2019-10-25 08:00:00,2019,10,25,2,8,1,106.1
1168,2019-10-25 09:00:00,2019,10,25,2,9,1,100.1
1170,2019-10-25 10:00:00,2019,10,25,2,10,1,86.4
1172,2019-10-25 11:00:00,2019,10,25,2,11,1,74.4
1174,2019-10-25 12:00:00,2019,10,25,2,12,2,67.4
1176,2019-10-25 13:00:00,2019,10,25,2,13,2,62.4
1178,2019-10-25 14:00:00,2019,10,25,2,14,2,61.3
1180,2019-10-25 15:00:00,2019,10,25,2,15,2,62.1
1182,2019-10-25 16:00:00,2019,10,25,2,16,2,65.1
1184,2019-10-25 17:00:00,2019,10,25,2,17,2,75.0
1186,2019-10-25 18:00:00,2019,10,25,2,18,3,90.1
1188,2019-10-25 19:00:00,2019,10,25,2,19,3,103.2
1190,2019-10-25 20:00:00,2019,10,25,2,20,3,114.1
1192,2019-10-25 21:00:00,2019,10,25,2,21,3,116.2
1194,2019-10-25 22:00:00,2019,10,25,2,22,3,113.2
1196,2019-10-25 23:00:00,2019,10,25,2,23,3,104.1
1198,2019-10-26 00:00:00,2019,10,26,2,0,0,94.1
1200,2019-10-26 01:00:00,2019,10,26,2,1,0,138.2
1202,2019-10-26 02:00:00,2019,10,26,2,2,0,118.1
1204,2019-10-26 03:00:00,2019,10,26,2,3,0,102.1
1206,2019-10-26 04:00:00,2019,10,26,2,4,0,87.1
1208,2019-10-26 05:00:00,2019,10,26,2,5,0,80.1
1210,2019-10-26 06:00:00,2019,10,26,2,6,1,80.1
1212,2019-10-26 07:00:00,2019,10,26,2,7,1,87.0
1214,2019-10-26 08:00:00,2019,10,26,2,8,1,102.0
1216,2019-10-26 09:00:00,2019,10,26,2,9,1,91.1
1218,2019-10-26 10:00:00,2019,10,26,2,10,1,81.2
1220,2019-10-26 11:00:00,2019,10,26,2,11,1,77.3
1222,2019-10-26 12:00:00,2019,10,26,2,12,2,78.5
1224,2019-10-26 13:00:00,2019,10,26,2,13,2,83.5
1226,2019-10-26 14:00:00,2019,10,26,2,14,2,88.5
1228,2019-10-26 15:00:00,2019,10,26,2,15,2,92.3
1230,2019-10-26 16:00:00,2019,10,26,2,16,2,93.2
1232,2019-10-26 17:00:00,2019,10,26,2,17,2,90.0
1234,2019-10-26 18:00:00,2019,10,26,2,18,3,99.1
1236,2019-10-26 19:00:00,2019,10,26,2,19,3,105.1
1238,2019-10-26 20:00:00,2019,10,26,2,20,3,119.1
1240,2019-10-26 21:00:00,2019,10,26,2,21,3,135.1
1242,2019-10-26 22:00:00,2019,10,26,2,22,3,137.1
1244,2019-10-26 23:00:00,2019,10,26,2,23,3,132.1
1246,2019-10-27 00:00:00,2019,10,27,2,0,0,119.1
1248,2019-10-27 01:00:00,2019,10,27,2,1,0,111.1
1250,2019-10-27 02:00:00,2019,10,27,2,2,0,113.1
1252,2019-10-27 03:00:00,2019,10,27,2,3,0,113.0
1254,2019-10-27 04:00:00,2019,10,27,2,4,0,114.0
1256,2019-10-27 05:00:00,2019,10,27,2,5,0,108.0
1258,2019-10-27 06:00:00,2019,10,27,2,6,1,100.9
1260,2019-10-27 07:00:00,2019,10,27,2,7,1,97.0
1262,2019-10-27 08:00:00,2019,10,27,2,8,1,106.1
1264,2019-10-27 09:00:00,2019,10,27,2,9,1,119.1
1266,2019-10-27 10:00:00,2019,10,27,2,10,1,127.3
1268,2019-10-27 11:00:00,2019,10,27,2,11,1,125.5
1270,2019-10-27 12:00:00,2019,10,27,2,12,2,109.5
1272,2019-10-27 13:00:00,2019,10,27,2,13,2,92.6
1274,2019-10-27 14:00:00,2019,10,27,2,14,2,78.5
1276,2019-10-27 15:00:00,2019,10,27,2,15,2,73.9
1278,2019-10-27 16:00:00,2019,10,27,2,16,2,79.9
1280,2019-10-27 17:00:00,2019,10,27,2,17,2,91.4
1282,2019-10-27 18:00:00,2019,10,27,2,18,3,109.3
1284,2019-10-27 19:00:00,2019,10,27,2,19,3,132.3
1286,2019-10-27 20:00:00,2019,10,27,2,20,3,155.4
1288,2019-10-27 21:00:00,2019,10,27,2,21,3,167.5
1290,2019-10-27 22:00:00,2019,10,27,2,22,3,160.5
1292,2019-10-27 23:00:00,2019,10,27,2,23,3,147.5
1294,2019-10-28 00:00:00,2019,10,28,2,0,0,131.4
1296,2019-10-28 01:00:00,2019,10,28,2,1,0,118.1
1298,2019-10-28 02:00:00,2019,10,28,2,2,0,108.5
1300,2019-10-28 03:00:00,2019,10,28,2,3,0,99.6
1302,2019-10-28 04:00:00,2019,10,28,2,4,0,95.6
1304,2019-10-28 05:00:00,2019,10,28,2,5,0,102.6
1306,2019-10-28 06:00:00,2019,10,28,2,6,1,117.7
1308,2019-10-28 07:00:00,2019,10,28,2,7,1,134.7
1310,2019-10-28 08:00:00,2019,10,28,2,8,1,150.7
1312,2019-10-28 09:00:00,2019,10,28,2,9,1,144.7
1314,2019-10-28 10:00:00,2019,10,28,2,10,1,132.8
1316,2019-10-28 11:00:00,2019,10,28,2,11,1,116.6
1318,2019-10-28 12:00:00,2019,10,28,2,12,2,101.8
1320,2019-10-28 13:00:00,2019,10,28,2,13,2,93.4
1322,2019-10-28 14:00:00,2019,10,28,2,14,2,87.0
1324,2019-10-28 15:00:00,2019,10,28,2,15,2,87.4
1326,2019-10-28 16:00:00,2019,10,28,2,16,2,91.4
1328,2019-10-28 17:00:00,2019,10,28,2,17,2,103.9
1330,2019-10-28 18:00:00,2019,10,28,2,18,3,116.5
1332,2019-10-28 19:00:00,2019,10,28,2,19,3,127.7
1334,2019-10-28 20:00:00,2019,10,28,2,20,3,132.7
1336,2019-10-28 21:00:00,2019,10,28,2,21,3,131.6
1338,2019-10-28 22:00:00,2019,10,28,2,22,3,123.6
1340,2019-10-28 23:00:00,2019,10,28,2,23,3,114.5
1342,2019-10-29 00:00:00,2019,10,29,2,0,0,110.6
1344,2019-10-29 01:00:00,2019,10,29,2,1,0,119.5
1346,2019-10-29 02:00:00,2019,10,29,2,2,0,112.5
1348,2019-10-29 03:00:00,2019,10,29,2,3,0,106.6
1350,2019-10-29 04:00:00,2019,10,29,2,4,0,106.6
1352,2019-10-29 05:00:00,2019,10,29,2,5,0,106.6
1354,2019-10-29 06:00:00,2019,10,29,2,6,1,117.5
1356,2019-10-29 07:00:00,2019,10,29,2,7,1,133.6
1358,2019-10-29 08:00:00,2019,10,29,2,8,1,140.8
1360,2019-10-29 09:00:00,2019,10,29,2,9,1,125.6
1362,2019-10-29 10:00:00,2019,10,29,2,10,1,110.7
1364,2019-10-29 11:00:00,2019,10,29,2,11,1,107.0
1366,2019-10-29 12:00:00,2019,10,29,2,12,2,99.4
1368,2019-10-29 13:00:00,2019,10,29,2,13,2,92.0
1370,2019-10-29 14:00:00,2019,10,29,2,14,2,88.6
1372,2019-10-29 15:00:00,2019,10,29,2,15,2,88.3
1374,2019-10-29 16:00:00,2019,10,29,2,16,2,90.1
1376,2019-10-29 17:00:00,2019,10,29,2,17,2,94.4
1378,2019-10-29 18:00:00,2019,10,29,2,18,3,97.2
1380,2019-10-29 19:00:00,2019,10,29,2,19,3,99.0
1382,2019-10-29 20:00:00,2019,10,29,2,20,3,107.0
1384,2019-10-29 21:00:00,2019,10,29,2,21,3,118.0
1386,2019-10-29 22:00:00,2019,10,29,2,22,3,125.0
1388,2019-10-29 23:00:00,2019,10,29,2,23,3,129.0
1390,2019-10-30 00:00:00,2019,10,30,2,0,0,118.0
1392,2019-10-30 01:00:00,2019,10,30,2,1,0,131.0
1394,2019-10-30 02:00:00,2019,10,30,2,2,0,120.0
1396,2019-10-30 03:00:00,2019,10,30,2,3,0,114.0
1398,2019-10-30 04:00:00,2019,10,30,2,4,0,114.0
1400,2019-10-30 05:00:00,2019,10,30,2,5,0,120.0
1402,2019-10-30 06:00:00,2019,10,30,2,6,1,136.0
1404,2019-10-30 07:00:00,2019,10,30,2,7,1,157.0
1406,2019-10-30 08:00:00,2019,10,30,2,8,1,168.0
1408,2019-10-30 09:00:00,2019,10,30,2,9,1,166.0
1410,2019-10-30 10:00:00,2019,10,30,2,10,1,157.2
1412,2019-10-30 11:00:00,2019,10,30,2,11,1,139.4
1414,2019-10-30 12:00:00,2019,10,30,2,12,2,122.4
1416,2019-10-30 13:00:00,2019,10,30,2,13,2,110.5
1418,2019-10-30 14:00:00,2019,10,30,2,14,2,102.4
1420,2019-10-30 15:00:00,2019,10,30,2,15,2,96.8
1422,2019-10-30 16:00:00,2019,10,30,2,16,2,95.2
1424,2019-10-30 17:00:00,2019,10,30,2,17,2,99.0
1426,2019-10-30 18:00:00,2019,10,30,2,18,3,110.0
1428,2019-10-30 19:00:00,2019,10,30,2,19,3,127.0
1430,2019-10-30 20:00:00,2019,10,30,2,20,3,144.0
1432,2019-10-30 21:00:00,2019,10,30,2,21,3,150.0
1434,2019-10-30 22:00:00,2019,10,30,2,22,3,143.0
1436,2019-10-30 23:00:00,2019,10,30,2,23,3,137.0
1438,2019-10-31 00:00:00,2019,10,31,2,0,0,132.0
1440,2019-10-31 01:00:00,2019,10,31,2,1,0,137.0
1442,2019-10-31 02:00:00,2019,10,31,2,2,0,130.0
1444,2019-10-31 03:00:00,2019,10,31,2,3,0,126.0
1446,2019-10-31 04:00:00,2019,10,31,2,4,0,121.0
1448,2019-10-31 05:00:00,2019,10,31,2,5,0,115.0
1450,2019-10-31 06:00:00,2019,10,31,2,6,1,115.0
1452,2019-10-31 07:00:00,2019,10,31,2,7,1,132.0
1454,2019-10-31 08:00:00,2019,10,31,2,8,1,115.0
1456,2019-10-31 09:00:00,2019,10,31,2,9,1,95.0
1458,2019-10-31 10:00:00,2019,10,31,2,10,1,90.1
1460,2019-10-31 11:00:00,2019,10,31,2,11,1,88.3
1462,2019-10-31 12:00:00,2019,10,31,2,12,2,83.4
1464,2019-10-31 13:00:00,2019,10,31,2,13,2,77.4
1466,2019-10-31 14:00:00,2019,10,31,2,14,2,70.2
1468,2019-10-31 15:00:00,2019,10,31,2,15,2,64.1
1470,2019-10-31 16:00:00,2019,10,31,2,16,2,64.1
1472,2019-10-31 17:00:00,2019,10,31,2,17,2,72.0
1474,2019-10-31 18:00:00,2019,10,31,2,18,3,96.0
1476,2019-10-31 19:00:00,2019,10,31,2,19,3,126.0
1478,2019-10-31 20:00:00,2019,10,31,2,20,3,143.0
1480,2019-10-31 21:00:00,2019,10,31,2,21,3,138.0
1482,2019-10-31 22:00:00,2019,10,31,2,22,3,131.0
1484,2019-10-31 23:00:00,2019,10,31,2,23,3,123.0
1486,2019-11-01 00:00:00,2019,11,1,2,0,0,121.0
1488,2019-11-01 01:00:00,2019,11,1,2,1,0,85.0
1490,2019-11-01 02:00:00,2019,11,1,2,2,0,85.0
1492,2019-11-01 03:00:00,2019,11,1,2,3,0,88.0
1494,2019-11-01 04:00:00,2019,11,1,2,4,0,92.0
1496,2019-11-01 05:00:00,2019,11,1,2,5,0,94.0
1498,2019-11-01 06:00:00,2019,11,1,2,6,1,101.0
1500,2019-11-01 07:00:00,2019,11,1,2,7,1,113.0
1502,2019-11-01 08:00:00,2019,11,1,2,8,1,146.0
1504,2019-11-01 09:00:00,2019,11,1,2,9,1,130.0
1506,2019-11-01 10:00:00,2019,11,1,2,10,1,93.1
1508,2019-11-01 11:00:00,2019,11,1,2,11,1,71.3
1510,2019-11-01 12:00:00,2019,11,1,2,12,2,66.4
1512,2019-11-01 13:00:00,2019,11,1,2,13,2,65.4
1514,2019-11-01 14:00:00,2019,11,1,2,14,2,66.4
1516,2019-11-01 15:00:00,2019,11,1,2,15,2,68.3
1518,2019-11-01 16:00:00,2019,11,1,2,16,2,69.2
1520,2019-11-01 17:00:00,2019,11,1,2,17,2,71.0
1522,2019-11-01 18:00:00,2019,11,1,2,18,3,77.0
1524,2019-11-01 19:00:00,2019,11,1,2,19,3,86.0
1526,2019-11-01 20:00:00,2019,11,1,2,20,3,102.0
1528,2019-11-01 21:00:00,2019,11,1,2,21,3,134.0
1530,2019-11-01 22:00:00,2019,11,1,2,22,3,138.0
1532,2019-11-01 23:00:00,2019,11,1,2,23,3,130.0
1534,2019-11-02 00:00:00,2019,11,2,2,0,0,115.0
1536,2019-11-02 01:00:00,2019,11,2,2,1,0,98.0
1538,2019-11-02 02:00:00,2019,11,2,2,2,0,93.0
1540,2019-11-02 03:00:00,2019,11,2,2,3,0,90.0
1542,2019-11-02 04:00:00,2019,11,2,2,4,0,88.0
1544,2019-11-02 05:00:00,2019,11,2,2,5,0,91.0
1546,2019-11-02 06:00:00,2019,11,2,2,6,1,107.0
1548,2019-11-02 07:00:00,2019,11,2,2,7,1,129.0
1550,2019-11-02 08:00:00,2019,11,2,2,8,1,143.0
1552,2019-11-02 09:00:00,2019,11,2,2,9,1,139.0
1554,2019-11-02 10:00:00,2019,11,2,2,10,1,127.1
1556,2019-11-02 11:00:00,2019,11,2,2,11,1,109.2
1558,2019-11-02 12:00:00,2019,11,2,2,12,2,93.2
1560,2019-11-02 13:00:00,2019,11,2,2,13,2,83.2
1562,2019-11-02 14:00:00,2019,11,2,2,14,2,79.1
1564,2019-11-02 15:00:00,2019,11,2,2,15,2,82.1
1566,2019-11-02 16:00:00,2019,11,2,2,16,2,90.0
1568,2019-11-02 17:00:00,2019,11,2,2,17,2,100.0
1570,2019-11-02 18:00:00,2019,11,2,2,18,3,109.0
1572,2019-11-02 19:00:00,2019,11,2,2,19,3,113.0
1574,2019-11-02 20:00:00,2019,11,2,2,20,3,114.0
1576,2019-11-02 21:00:00,2019,11,2,2,21,3,109.0
1578,2019-11-02 22:00:00,2019,11,2,2,22,3,94.0
1580,2019-11-02 23:00:00,2019,11,2,2,23,3,83.0
1582,2019-11-03 00:00:00,2019,11,3,2,0,0,75.0
1584,2019-11-03 01:00:00,2019,11,3,2,1,0,113.0
1586,2019-11-03 02:00:00,2019,11,3,2,2,0,100.0
1588,2019-11-03 03:00:00,2019,11,3,2,3,0,95.0
1590,2019-11-03 04:00:00,2019,11,3,2,4,0,94.0
1592,2019-11-03 05:00:00,2019,11,3,2,5,0,97.0
1594,2019-11-03 06:00:00,2019,11,3,2,6,1,99.0
1596,2019-11-03 07:00:00,2019,11,3,2,7,1,102.0
1598,2019-11-03 08:00:00,2019,11,3,2,8,1,110.0
1600,2019-11-03 09:00:00,2019,11,3,2,9,1,113.0
1602,2019-11-03 10:00:00,2019,11,3,2,10,1,104.0
1604,2019-11-03 11:00:00,2019,11,3,2,11,1,98.2
1606,2019-11-03 12:00:00,2019,11,3,2,12,2,94.4
1608,2019-11-03 13:00:00,2019,11,3,2,13,2,86.4
1610,2019-11-03 14:00:00,2019,11,3,2,14,2,77.4
1612,2019-11-03 15:00:00,2019,11,3,2,15,2,68.3
1614,2019-11-03 16:00:00,2019,11,3,2,16,2,73.1
1616,2019-11-03 17:00:00,2019,11,3,2,17,2,83.0
1618,2019-11-03 18:00:00,2019,11,3,2,18,3,90.0
1620,2019-11-03 19:00:00,2019,11,3,2,19,3,95.0
1622,2019-11-03 20:00:00,2019,11,3,2,20,3,111.0
1624,2019-11-03 21:00:00,2019,11,3,2,21,3,116.0
1626,2019-11-03 22:00:00,2019,11,3,2,22,3,115.0
1628,2019-11-03 23:00:00,2019,11,3,2,23,3,106.0
1630,2019-11-04 00:00:00,2019,11,4,2,0,0,94.0
1632,2019-11-04 01:00:00,2019,11,4,2,1,0,106.0
1634,2019-11-04 02:00:00,2019,11,4,2,2,0,99.0
1636,2019-11-04 03:00:00,2019,11,4,2,3,0,95.0
1638,2019-11-04 04:00:00,2019,11,4,2,4,0,95.0
1640,2019-11-04 05:00:00,2019,11,4,2,5,0,103.0
1642,2019-11-04 06:00:00,2019,11,4,2,6,1,120.0
1644,2019-11-04 07:00:00,2019,11,4,2,7,1,142.0
1646,2019-11-04 08:00:00,2019,11,4,2,8,1,151.0
1648,2019-11-04 09:00:00,2019,11,4,2,9,1,150.0
1650,2019-11-04 10:00:00,2019,11,4,2,10,1,137.2
1652,2019-11-04 11:00:00,2019,11,4,2,11,1,118.4
1654,2019-11-04 12:00:00,2019,11,4,2,12,2,102.4
1656,2019-11-04 13:00:00,2019,11,4,2,13,2,90.5
1658,2019-11-04 14:00:00,2019,11,4,2,14,2,84.4
1660,2019-11-04 15:00:00,2019,11,4,2,15,2,80.4
1662,2019-11-04 16:00:00,2019,11,4,2,16,2,82.2
1664,2019-11-04 17:00:00,2019,11,4,2,17,2,88.1
1666,2019-11-04 18:00:00,2019,11,4,2,18,3,100.0
1668,2019-11-04 19:00:00,2019,11,4,2,19,3,115.0
1670,2019-11-04 20:00:00,2019,11,4,2,20,3,130.0
1672,2019-11-04 21:00:00,2019,11,4,2,21,3,142.0
1674,2019-11-04 22:00:00,2019,11,4,2,22,3,141.0
1676,2019-11-04 23:00:00,2019,11,4,2,23,3,134.0
1678,2019-11-05 00:00:00,2019,11,5,2,0,0,123.0
1680,2019-11-05 01:00:00,2019,11,5,2,1,0,121.0
1682,2019-11-05 02:00:00,2019,11,5,2,2,0,110.0
1684,2019-11-05 03:00:00,2019,11,5,2,3,0,105.0
1686,2019-11-05 04:00:00,2019,11,5,2,4,0,110.0
1688,2019-11-05 05:00:00,2019,11,5,2,5,0,125.0
1690,2019-11-05 06:00:00,2019,11,5,2,6,1,135.0
1692,2019-11-05 07:00:00,2019,11,5,2,7,1,135.0
1694,2019-11-05 08:00:00,2019,11,5,2,8,1,132.0
1696,2019-11-05 09:00:00,2019,11,5,2,9,1,114.0
1698,2019-11-05 10:00:00,2019,11,5,2,10,1,108.0
1700,2019-11-05 11:00:00,2019,11,5,2,11,1,101.1
1702,2019-11-05 12:00:00,2019,11,5,2,12,2,94.2
1704,2019-11-05 13:00:00,2019,11,5,2,13,2,100.2
1706,2019-11-05 14:00:00,2019,11,5,2,14,2,97.4
1708,2019-11-05 15:00:00,2019,11,5,2,15,2,93.4
1710,2019-11-05 16:00:00,2019,11,5,2,16,2,93.2
1712,2019-11-05 17:00:00,2019,11,5,2,17,2,95.1
1714,2019-11-05 18:00:00,2019,11,5,2,18,3,101.0
1716,2019-11-05 19:00:00,2019,11,5,2,19,3,112.0
