,METER_DATE,YEAR,MONTH,DAY,SEASON,HOUR,TIME_PERIOD,CHEONGJU
9708,2020-09-27 22:00:00,2020,9,27,2,22,3,32
9709,2020-09-27 23:00:00,2020,9,27,2,23,3,31
9710,2020-09-28 00:00:00,2020,9,28,2,0,0,29
9711,2020-09-28 01:00:00,2020,9,28,2,1,0,23
9712,2020-09-28 02:00:00,2020,9,28,2,2,0,21
9713,2020-09-28 03:00:00,2020,9,28,2,3,0,19
9714,2020-09-28 04:00:00,2020,9,28,2,4,0,17
9715,2020-09-28 05:00:00,2020,9,28,2,5,0,21
9716,2020-09-28 06:00:00,2020,9,28,2,6,1,20
9717,2020-09-28 07:00:00,2020,9,28,2,7,1,27
9718,2020-09-28 08:00:00,2020,9,28,2,8,1,40
9719,2020-09-28 09:00:00,2020,9,28,2,9,1,31
9720,2020-09-28 10:00:00,2020,9,28,2,10,1,25
9721,2020-09-28 11:00:00,2020,9,28,2,11,1,23
9722,2020-09-28 12:00:00,2020,9,28,2,12,2,24
9723,2020-09-28 13:00:00,2020,9,28,2,13,2,22
9724,2020-09-28 14:00:00,2020,9,28,2,14,2,25
9725,2020-09-28 15:00:00,2020,9,28,2,15,2,24
9726,2020-09-28 16:00:00,2020,9,28,2,16,2,25
9727,2020-09-28 17:00:00,2020,9,28,2,17,2,26
9728,2020-09-28 18:00:00,2020,9,28,2,18,3,25
9729,2020-09-28 19:00:00,2020,9,28,2,19,3,33
9730,2020-09-28 20:00:00,2020,9,28,2,20,3,34
9731,2020-09-28 21:00:00,2020,9,28,2,21,3,31
9732,2020-09-28 22:00:00,2020,9,28,2,22,3,36
9733,2020-09-28 23:00:00,2020,9,28,2,23,3,29
9734,2020-09-29 00:00:00,2020,9,29,2,0,0,27
9735,2020-09-29 01:00:00,2020,9,29,2,1,0,24
9736,2020-09-29 02:00:00,2020,9,29,2,2,0,21
9737,2020-09-29 03:00:00,2020,9,29,2,3,0,20
9738,2020-09-29 04:00:00,2020,9,29,2,4,0,18
9739,2020-09-29 05:00:00,2020,9,29,2,5,0,18
9740,2020-09-29 06:00:00,2020,9,29,2,6,1,20
9741,2020-09-29 07:00:00,2020,9,29,2,7,1,26
9742,2020-09-29 08:00:00,2020,9,29,2,8,1,35
9743,2020-09-29 09:00:00,2020,9,29,2,9,1,29
9744,2020-09-29 10:00:00,2020,9,29,2,10,1,21
9745,2020-09-29 11:00:00,2020,9,29,2,11,1,23
9746,2020-09-29 12:00:00,2020,9,29,2,12,2,24
9747,2020-09-29 13:00:00,2020,9,29,2,13,2,23
9748,2020-09-29 14:00:00,2020,9,29,2,14,2,26
9749,2020-09-29 15:00:00,2020,9,29,2,15,2,27
9750,2020-09-29 16:00:00,2020,9,29,2,16,2,26
9751,2020-09-29 17:00:00,2020,9,29,2,17,2,26
9752,2020-09-29 18:00:00,2020,9,29,2,18,3,26
9753,2020-09-29 19:00:00,2020,9,29,2,19,3,30
9754,2020-09-29 20:00:00,2020,9,29,2,20,3,31
9755,2020-09-29 21:00:00,2020,9,29,2,21,3,29
9756,2020-09-29 22:00:00,2020,9,29,2,22,3,32
9757,2020-09-29 23:00:00,2020,9,29,2,23,3,29
9758,2020-09-30 00:00:00,2020,9,30,2,0,0,29
9759,2020-09-30 01:00:00,2020,9,30,2,1,0,24
9760,2020-09-30 02:00:00,2020,9,30,2,2,0,21
9761,2020-09-30 03:00:00,2020,9,30,2,3,0,20
9762,2020-09-30 04:00:00,2020,9,30,2,4,0,17
9763,2020-09-30 05:00:00,2020,9,30,2,5,0,19
9764,2020-09-30 06:00:00,2020,9,30,2,6,1,19
9765,2020-09-30 07:00:00,2020,9,30,2,7,1,20
9766,2020-09-30 08:00:00,2020,9,30,2,8,1,24
9767,2020-09-30 09:00:00,2020,9,30,2,9,1,29
9768,2020-09-30 10:00:00,2020,9,30,2,10,1,32
9769,2020-09-30 11:00:00,2020,9,30,2,11,1,31
9770,2020-09-30 12:00:00,2020,9,30,2,12,2,28
9771,2020-09-30 13:00:00,2020,9,30,2,13,2,28
9772,2020-09-30 14:00:00,2020,9,30,2,14,2,30
9773,2020-09-30 15:00:00,2020,9,30,2,15,2,29
9774,2020-09-30 16:00:00,2020,9,30,2,16,2,26
9775,2020-09-30 17:00:00,2020,9,30,2,17,2,22
9776,2020-09-30 18:00:00,2020,9,30,2,18,3,30
9777,2020-09-30 19:00:00,2020,9,30,2,19,3,35
9778,2020-09-30 20:00:00,2020,9,30,2,20,3,31
9779,2020-09-30 21:00:00,2020,9,30,2,21,3,30
9780,2020-09-30 22:00:00,2020,9,30,2,22,3,29
9781,2020-09-30 23:00:00,2020,9,30,2,23,3,27
9782,2020-10-01 00:00:00,2020,10,1,2,0,0,32
9783,2020-10-01 01:00:00,2020,10,1,2,1,0,26
9784,2020-10-01 02:00:00,2020,10,1,2,2,0,23
9785,2020-10-01 03:00:00,2020,10,1,2,3,0,21
9786,2020-10-01 04:00:00,2020,10,1,2,4,0,21
9787,2020-10-01 05:00:00,2020,10,1,2,5,0,21
9788,2020-10-01 06:00:00,2020,10,1,2,6,1,22
9789,2020-10-01 07:00:00,2020,10,1,2,7,1,21
9790,2020-10-01 08:00:00,2020,10,1,2,8,1,31
9791,2020-10-01 09:00:00,2020,10,1,2,9,1,33
9792,2020-10-01 10:00:00,2020,10,1,2,10,1,30
9793,2020-10-01 11:00:00,2020,10,1,2,11,1,28
9794,2020-10-01 12:00:00,2020,10,1,2,12,2,24
9795,2020-10-01 13:00:00,2020,10,1,2,13,2,23
9796,2020-10-01 14:00:00,2020,10,1,2,14,2,23
9797,2020-10-01 15:00:00,2020,10,1,2,15,2,24
9798,2020-10-01 16:00:00,2020,10,1,2,16,2,23
9799,2020-10-01 17:00:00,2020,10,1,2,17,2,25
9800,2020-10-01 18:00:00,2020,10,1,2,18,3,24
9801,2020-10-01 19:00:00,2020,10,1,2,19,3,36
9802,2020-10-01 20:00:00,2020,10,1,2,20,3,39
9803,2020-10-01 21:00:00,2020,10,1,2,21,3,34
9804,2020-10-01 22:00:00,2020,10,1,2,22,3,32
9805,2020-10-01 23:00:00,2020,10,1,2,23,3,30
9806,2020-10-02 00:00:00,2020,10,2,2,0,0,24
9807,2020-10-02 01:00:00,2020,10,2,2,1,0,22
9808,2020-10-02 02:00:00,2020,10,2,2,2,0,21
9809,2020-10-02 03:00:00,2020,10,2,2,3,0,19
9810,2020-10-02 04:00:00,2020,10,2,2,4,0,20
9811,2020-10-02 05:00:00,2020,10,2,2,5,0,20
9812,2020-10-02 06:00:00,2020,10,2,2,6,1,20
9813,2020-10-02 07:00:00,2020,10,2,2,7,1,21
9814,2020-10-02 08:00:00,2020,10,2,2,8,1,23
9815,2020-10-02 09:00:00,2020,10,2,2,9,1,26
9816,2020-10-02 10:00:00,2020,10,2,2,10,1,37
9817,2020-10-02 11:00:00,2020,10,2,2,11,1,29
9818,2020-10-02 12:00:00,2020,10,2,2,12,2,28
9819,2020-10-02 13:00:00,2020,10,2,2,13,2,29
9820,2020-10-02 14:00:00,2020,10,2,2,14,2,26
9821,2020-10-02 15:00:00,2020,10,2,2,15,2,28
9822,2020-10-02 16:00:00,2020,10,2,2,16,2,28
9823,2020-10-02 17:00:00,2020,10,2,2,17,2,30
9824,2020-10-02 18:00:00,2020,10,2,2,18,3,30
9825,2020-10-02 19:00:00,2020,10,2,2,19,3,35
9826,2020-10-02 20:00:00,2020,10,2,2,20,3,33
9827,2020-10-02 21:00:00,2020,10,2,2,21,3,32
9828,2020-10-02 22:00:00,2020,10,2,2,22,3,31
9829,2020-10-02 23:00:00,2020,10,2,2,23,3,29
9830,2020-10-03 00:00:00,2020,10,3,2,0,0,28
9831,2020-10-03 01:00:00,2020,10,3,2,1,0,24
9832,2020-10-03 02:00:00,2020,10,3,2,2,0,22
9833,2020-10-03 03:00:00,2020,10,3,2,3,0,20
9834,2020-10-03 04:00:00,2020,10,3,2,4,0,20
9835,2020-10-03 05:00:00,2020,10,3,2,5,0,19
9836,2020-10-03 06:00:00,2020,10,3,2,6,1,18
9837,2020-10-03 07:00:00,2020,10,3,2,7,1,22
9838,2020-10-03 08:00:00,2020,10,3,2,8,1,20
9839,2020-10-03 09:00:00,2020,10,3,2,9,1,24
9840,2020-10-03 10:00:00,2020,10,3,2,10,1,30
9841,2020-10-03 11:00:00,2020,10,3,2,11,1,29
9842,2020-10-03 12:00:00,2020,10,3,2,12,2,26
9843,2020-10-03 13:00:00,2020,10,3,2,13,2,28
9844,2020-10-03 14:00:00,2020,10,3,2,14,2,27
9845,2020-10-03 15:00:00,2020,10,3,2,15,2,24
9846,2020-10-03 16:00:00,2020,10,3,2,16,2,26
9847,2020-10-03 17:00:00,2020,10,3,2,17,2,28
9848,2020-10-03 18:00:00,2020,10,3,2,18,3,33
9849,2020-10-03 19:00:00,2020,10,3,2,19,3,38
9850,2020-10-03 20:00:00,2020,10,3,2,20,3,32
9851,2020-10-03 21:00:00,2020,10,3,2,21,3,32
9852,2020-10-03 22:00:00,2020,10,3,2,22,3,31
9853,2020-10-03 23:00:00,2020,10,3,2,23,3,31
9854,2020-10-04 00:00:00,2020,10,4,2,0,0,26
9855,2020-10-04 01:00:00,2020,10,4,2,1,0,23
9856,2020-10-04 02:00:00,2020,10,4,2,2,0,22
9857,2020-10-04 03:00:00,2020,10,4,2,3,0,17
9858,2020-10-04 04:00:00,2020,10,4,2,4,0,19
9859,2020-10-04 05:00:00,2020,10,4,2,5,0,20
9860,2020-10-04 06:00:00,2020,10,4,2,6,1,20
9861,2020-10-04 07:00:00,2020,10,4,2,7,1,19
9862,2020-10-04 08:00:00,2020,10,4,2,8,1,21
9863,2020-10-04 09:00:00,2020,10,4,2,9,1,23
9864,2020-10-04 10:00:00,2020,10,4,2,10,1,28
9865,2020-10-04 11:00:00,2020,10,4,2,11,1,30
9866,2020-10-04 12:00:00,2020,10,4,2,12,2,28
9867,2020-10-04 13:00:00,2020,10,4,2,13,2,29
9868,2020-10-04 14:00:00,2020,10,4,2,14,2,26
9869,2020-10-04 15:00:00,2020,10,4,2,15,2,27
9870,2020-10-04 16:00:00,2020,10,4,2,16,2,21
9871,2020-10-04 17:00:00,2020,10,4,2,17,2,26
9872,2020-10-04 18:00:00,2020,10,4,2,18,3,26
9873,2020-10-04 19:00:00,2020,10,4,2,19,3,36
9874,2020-10-04 20:00:00,2020,10,4,2,20,3,38
9875,2020-10-04 21:00:00,2020,10,4,2,21,3,50
9876,2020-10-04 22:00:00,2020,10,4,2,22,3,47
9877,2020-10-04 23:00:00,2020,10,4,2,23,3,46
9878,2020-10-05 00:00:00,2020,10,5,2,0,0,40
9879,2020-10-05 01:00:00,2020,10,5,2,1,0,35
9880,2020-10-05 02:00:00,2020,10,5,2,2,0,29
9881,2020-10-05 03:00:00,2020,10,5,2,3,0,32
9882,2020-10-05 04:00:00,2020,10,5,2,4,0,29
9883,2020-10-05 05:00:00,2020,10,5,2,5,0,27
9884,2020-10-05 06:00:00,2020,10,5,2,6,1,30
9885,2020-10-05 07:00:00,2020,10,5,2,7,1,39
9886,2020-10-05 08:00:00,2020,10,5,2,8,1,55
9887,2020-10-05 09:00:00,2020,10,5,2,9,1,29
9888,2020-10-05 10:00:00,2020,10,5,2,10,1,28
9889,2020-10-05 11:00:00,2020,10,5,2,11,1,28
9890,2020-10-05 12:00:00,2020,10,5,2,12,2,27
9891,2020-10-05 13:00:00,2020,10,5,2,13,2,21
9892,2020-10-05 14:00:00,2020,10,5,2,14,2,21
9893,2020-10-05 15:00:00,2020,10,5,2,15,2,21
9894,2020-10-05 16:00:00,2020,10,5,2,16,2,17
9895,2020-10-05 17:00:00,2020,10,5,2,17,2,19
9896,2020-10-05 18:00:00,2020,10,5,2,18,3,32
9897,2020-10-05 19:00:00,2020,10,5,2,19,3,40
9898,2020-10-05 20:00:00,2020,10,5,2,20,3,50
9899,2020-10-05 21:00:00,2020,10,5,2,21,3,51
9900,2020-10-05 22:00:00,2020,10,5,2,22,3,60
9901,2020-10-05 23:00:00,2020,10,5,2,23,3,47
9902,2020-10-06 00:00:00,2020,10,6,2,0,0,44
9903,2020-10-06 01:00:00,2020,10,6,2,1,0,39
9904,2020-10-06 02:00:00,2020,10,6,2,2,0,31
9905,2020-10-06 03:00:00,2020,10,6,2,3,0,27
9906,2020-10-06 04:00:00,2020,10,6,2,4,0,22
9907,2020-10-06 05:00:00,2020,10,6,2,5,0,28
9908,2020-10-06 06:00:00,2020,10,6,2,6,1,30
9909,2020-10-06 07:00:00,2020,10,6,2,7,1,37
9910,2020-10-06 08:00:00,2020,10,6,2,8,1,41
9911,2020-10-06 09:00:00,2020,10,6,2,9,1,33
9912,2020-10-06 10:00:00,2020,10,6,2,10,1,23
9913,2020-10-06 11:00:00,2020,10,6,2,11,1,24
9914,2020-10-06 12:00:00,2020,10,6,2,12,2,20
9915,2020-10-06 13:00:00,2020,10,6,2,13,2,21
9916,2020-10-06 14:00:00,2020,10,6,2,14,2,20
9917,2020-10-06 15:00:00,2020,10,6,2,15,2,20
9918,2020-10-06 16:00:00,2020,10,6,2,16,2,21
9919,2020-10-06 17:00:00,2020,10,6,2,17,2,21
9920,2020-10-06 18:00:00,2020,10,6,2,18,3,24
9921,2020-10-06 19:00:00,2020,10,6,2,19,3,39
9922,2020-10-06 20:00:00,2020,10,6,2,20,3,48
9923,2020-10-06 21:00:00,2020,10,6,2,21,3,56
9924,2020-10-06 22:00:00,2020,10,6,2,22,3,52
9925,2020-10-06 23:00:00,2020,10,6,2,23,3,51
9926,2020-10-07 00:00:00,2020,10,7,2,0,0,47
9927,2020-10-07 01:00:00,2020,10,7,2,1,0,43
9928,2020-10-07 02:00:00,2020,10,7,2,2,0,38
9929,2020-10-07 03:00:00,2020,10,7,2,3,0,36
9930,2020-10-07 04:00:00,2020,10,7,2,4,0,33
9931,2020-10-07 05:00:00,2020,10,7,2,5,0,32
9932,2020-10-07 06:00:00,2020,10,7,2,6,1,33
9933,2020-10-07 07:00:00,2020,10,7,2,7,1,43
9934,2020-10-07 08:00:00,2020,10,7,2,8,1,49
9935,2020-10-07 09:00:00,2020,10,7,2,9,1,39
9936,2020-10-07 10:00:00,2020,10,7,2,10,1,30
9937,2020-10-07 11:00:00,2020,10,7,2,11,1,27
9938,2020-10-07 12:00:00,2020,10,7,2,12,2,26
9939,2020-10-07 13:00:00,2020,10,7,2,13,2,25
9940,2020-10-07 14:00:00,2020,10,7,2,14,2,23
9941,2020-10-07 15:00:00,2020,10,7,2,15,2,21
9942,2020-10-07 16:00:00,2020,10,7,2,16,2,21
9943,2020-10-07 17:00:00,2020,10,7,2,17,2,20
9944,2020-10-07 18:00:00,2020,10,7,2,18,3,26
9945,2020-10-07 19:00:00,2020,10,7,2,19,3,44
9946,2020-10-07 20:00:00,2020,10,7,2,20,3,50
9947,2020-10-07 21:00:00,2020,10,7,2,21,3,54
9948,2020-10-07 22:00:00,2020,10,7,2,22,3,49
9949,2020-10-07 23:00:00,2020,10,7,2,23,3,49
9950,2020-10-08 00:00:00,2020,10,8,2,0,0,42
9951,2020-10-08 01:00:00,2020,10,8,2,1,0,30
9952,2020-10-08 02:00:00,2020,10,8,2,2,0,28
9953,2020-10-08 03:00:00,2020,10,8,2,3,0,28
9954,2020-10-08 04:00:00,2020,10,8,2,4,0,27
9955,2020-10-08 05:00:00,2020,10,8,2,5,0,28
9956,2020-10-08 06:00:00,2020,10,8,2,6,1,29
9957,2020-10-08 07:00:00,2020,10,8,2,7,1,36
9958,2020-10-08 08:00:00,2020,10,8,2,8,1,42
9959,2020-10-08 09:00:00,2020,10,8,2,9,1,39
9960,2020-10-08 10:00:00,2020,10,8,2,10,1,24
9961,2020-10-08 11:00:00,2020,10,8,2,11,1,23
9962,2020-10-08 12:00:00,2020,10,8,2,12,2,19
9963,2020-10-08 13:00:00,2020,10,8,2,13,2,20
9964,2020-10-08 14:00:00,2020,10,8,2,14,2,20
9965,2020-10-08 15:00:00,2020,10,8,2,15,2,16
9966,2020-10-08 16:00:00,2020,10,8,2,16,2,18
9967,2020-10-08 17:00:00,2020,10,8,2,17,2,22
9968,2020-10-08 18:00:00,2020,10,8,2,18,3,25
9969,2020-10-08 19:00:00,2020,10,8,2,19,3,36
9970,2020-10-08 20:00:00,2020,10,8,2,20,3,42
9971,2020-10-08 21:00:00,2020,10,8,2,21,3,45
9972,2020-10-08 22:00:00,2020,10,8,2,22,3,54
9973,2020-10-08 23:00:00,2020,10,8,2,23,3,50
9974,2020-10-09 00:00:00,2020,10,9,2,0,0,45
9975,2020-10-09 01:00:00,2020,10,9,2,1,0,43
9976,2020-10-09 02:00:00,2020,10,9,2,2,0,35
9977,2020-10-09 03:00:00,2020,10,9,2,3,0,31
9978,2020-10-09 04:00:00,2020,10,9,2,4,0,30
9979,2020-10-09 05:00:00,2020,10,9,2,5,0,33
9980,2020-10-09 06:00:00,2020,10,9,2,6,1,31
9981,2020-10-09 07:00:00,2020,10,9,2,7,1,35
9982,2020-10-09 08:00:00,2020,10,9,2,8,1,34
9983,2020-10-09 09:00:00,2020,10,9,2,9,1,37
9984,2020-10-09 10:00:00,2020,10,9,2,10,1,30
9985,2020-10-09 11:00:00,2020,10,9,2,11,1,29
9986,2020-10-09 12:00:00,2020,10,9,2,12,2,28
9987,2020-10-09 13:00:00,2020,10,9,2,13,2,28
9988,2020-10-09 14:00:00,2020,10,9,2,14,2,25
9989,2020-10-09 15:00:00,2020,10,9,2,15,2,21
9990,2020-10-09 16:00:00,2020,10,9,2,16,2,23
9991,2020-10-09 17:00:00,2020,10,9,2,17,2,23
9992,2020-10-09 18:00:00,2020,10,9,2,18,3,27
9993,2020-10-09 19:00:00,2020,10,9,2,19,3,36
9994,2020-10-09 20:00:00,2020,10,9,2,20,3,43
9995,2020-10-09 21:00:00,2020,10,9,2,21,3,44
9996,2020-10-09 22:00:00,2020,10,9,2,22,3,45
9997,2020-10-09 23:00:00,2020,10,9,2,23,3,44
9998,2020-10-10 00:00:00,2020,10,10,2,0,0,41
9999,2020-10-10 01:00:00,2020,10,10,2,1,0,34
10000,2020-10-10 02:00:00,2020,10,10,2,2,0,31
10001,2020-10-10 03:00:00,2020,10,10,2,3,0,28
10002,2020-10-10 04:00:00,2020,10,10,2,4,0,28
10003,2020-10-10 05:00:00,2020,10,10,2,5,0,29
10004,2020-10-10 06:00:00,2020,10,10,2,6,1,29
10005,2020-10-10 07:00:00,2020,10,10,2,7,1,32
10006,2020-10-10 08:00:00,2020,10,10,2,8,1,29
10007,2020-10-10 09:00:00,2020,10,10,2,9,1,34
10008,2020-10-10 10:00:00,2020,10,10,2,10,1,33
10009,2020-10-10 11:00:00,2020,10,10,2,11,1,31
10010,2020-10-10 12:00:00,2020,10,10,2,12,2,26
10011,2020-10-10 13:00:00,2020,10,10,2,13,2,26
10012,2020-10-10 14:00:00,2020,10,10,2,14,2,25
10013,2020-10-10 15:00:00,2020,10,10,2,15,2,21
10014,2020-10-10 16:00:00,2020,10,10,2,16,2,21
10015,2020-10-10 17:00:00,2020,10,10,2,17,2,23
10016,2020-10-10 18:00:00,2020,10,10,2,18,3,28
10017,2020-10-10 19:00:00,2020,10,10,2,19,3,37
10018,2020-10-10 20:00:00,2020,10,10,2,20,3,41
10019,2020-10-10 21:00:00,2020,10,10,2,21,3,43
10020,2020-10-10 22:00:00,2020,10,10,2,22,3,44
10021,2020-10-10 23:00:00,2020,10,10,2,23,3,40
10022,2020-10-11 00:00:00,2020,10,11,2,0,0,40
10023,2020-10-11 01:00:00,2020,10,11,2,1,0,37
10024,2020-10-11 02:00:00,2020,10,11,2,2,0,35
10025,2020-10-11 03:00:00,2020,10,11,2,3,0,29
10026,2020-10-11 04:00:00,2020,10,11,2,4,0,28
10027,2020-10-11 05:00:00,2020,10,11,2,5,0,29
10028,2020-10-11 06:00:00,2020,10,11,2,6,1,30
10029,2020-10-11 07:00:00,2020,10,11,2,7,1,28
10030,2020-10-11 08:00:00,2020,10,11,2,8,1,29
10031,2020-10-11 09:00:00,2020,10,11,2,9,1,29
10032,2020-10-11 10:00:00,2020,10,11,2,10,1,32
10033,2020-10-11 11:00:00,2020,10,11,2,11,1,29
10034,2020-10-11 12:00:00,2020,10,11,2,12,2,31
10035,2020-10-11 13:00:00,2020,10,11,2,13,2,28
10036,2020-10-11 14:00:00,2020,10,11,2,14,2,28
10037,2020-10-11 15:00:00,2020,10,11,2,15,2,24
10038,2020-10-11 16:00:00,2020,10,11,2,16,2,25
10039,2020-10-11 17:00:00,2020,10,11,2,17,2,30
10040,2020-10-11 18:00:00,2020,10,11,2,18,3,38
10041,2020-10-11 19:00:00,2020,10,11,2,19,3,50
10042,2020-10-11 20:00:00,2020,10,11,2,20,3,53
10043,2020-10-11 21:00:00,2020,10,11,2,21,3,54
10044,2020-10-11 22:00:00,2020,10,11,2,22,3,52
10045,2020-10-11 23:00:00,2020,10,11,2,23,3,46
10046,2020-10-12 00:00:00,2020,10,12,2,0,0,36
10047,2020-10-12 01:00:00,2020,10,12,2,1,0,33
10048,2020-10-12 02:00:00,2020,10,12,2,2,0,30
10049,2020-10-12 03:00:00,2020,10,12,2,3,0,29
10050,2020-10-12 04:00:00,2020,10,12,2,4,0,26
10051,2020-10-12 05:00:00,2020,10,12,2,5,0,25
10052,2020-10-12 06:00:00,2020,10,12,2,6,1,29
10053,2020-10-12 07:00:00,2020,10,12,2,7,1,34
10054,2020-10-12 08:00:00,2020,10,12,2,8,1,44
10055,2020-10-12 09:00:00,2020,10,12,2,9,1,30
10056,2020-10-12 10:00:00,2020,10,12,2,10,1,28
10057,2020-10-12 11:00:00,2020,10,12,2,11,1,26
10058,2020-10-12 12:00:00,2020,10,12,2,12,2,26
10059,2020-10-12 13:00:00,2020,10,12,2,13,2,24
10060,2020-10-12 14:00:00,2020,10,12,2,14,2,22
10061,2020-10-12 15:00:00,2020,10,12,2,15,2,20
10062,2020-10-12 16:00:00,2020,10,12,2,16,2,23
10063,2020-10-12 17:00:00,2020,10,12,2,17,2,18
10064,2020-10-12 18:00:00,2020,10,12,2,18,3,27
10065,2020-10-12 19:00:00,2020,10,12,2,19,3,41
10066,2020-10-12 20:00:00,2020,10,12,2,20,3,47
10067,2020-10-12 21:00:00,2020,10,12,2,21,3,50
10068,2020-10-12 22:00:00,2020,10,12,2,22,3,49
10069,2020-10-12 23:00:00,2020,10,12,2,23,3,50
10070,2020-10-13 00:00:00,2020,10,13,2,0,0,46
10071,2020-10-13 01:00:00,2020,10,13,2,1,0,39
10072,2020-10-13 02:00:00,2020,10,13,2,2,0,33
10073,2020-10-13 03:00:00,2020,10,13,2,3,0,33
10074,2020-10-13 04:00:00,2020,10,13,2,4,0,34
10075,2020-10-13 05:00:00,2020,10,13,2,5,0,32
10076,2020-10-13 06:00:00,2020,10,13,2,6,1,35
10077,2020-10-13 07:00:00,2020,10,13,2,7,1,41
10078,2020-10-13 08:00:00,2020,10,13,2,8,1,50
10079,2020-10-13 09:00:00,2020,10,13,2,9,1,37
10080,2020-10-13 10:00:00,2020,10,13,2,10,1,28
10081,2020-10-13 11:00:00,2020,10,13,2,11,1,26
10082,2020-10-13 12:00:00,2020,10,13,2,12,2,24
10083,2020-10-13 13:00:00,2020,10,13,2,13,2,25
10084,2020-10-13 14:00:00,2020,10,13,2,14,2,25
10085,2020-10-13 15:00:00,2020,10,13,2,15,2,20
10086,2020-10-13 16:00:00,2020,10,13,2,16,2,20
10087,2020-10-13 17:00:00,2020,10,13,2,17,2,26
10088,2020-10-13 18:00:00,2020,10,13,2,18,3,31
10089,2020-10-13 19:00:00,2020,10,13,2,19,3,55
10090,2020-10-13 20:00:00,2020,10,13,2,20,3,62
10091,2020-10-13 21:00:00,2020,10,13,2,21,3,67
10092,2020-10-13 22:00:00,2020,10,13,2,22,3,72
10093,2020-10-13 23:00:00,2020,10,13,2,23,3,63
10094,2020-10-14 00:00:00,2020,10,14,2,0,0,61
10095,2020-10-14 01:00:00,2020,10,14,2,1,0,47
10096,2020-10-14 02:00:00,2020,10,14,2,2,0,39
10097,2020-10-14 03:00:00,2020,10,14,2,3,0,36
10098,2020-10-14 04:00:00,2020,10,14,2,4,0,35
10099,2020-10-14 05:00:00,2020,10,14,2,5,0,37
10100,2020-10-14 06:00:00,2020,10,14,2,6,1,39
10101,2020-10-14 07:00:00,2020,10,14,2,7,1,42
10102,2020-10-14 08:00:00,2020,10,14,2,8,1,46
10103,2020-10-14 09:00:00,2020,10,14,2,9,1,39
10104,2020-10-14 10:00:00,2020,10,14,2,10,1,30
10105,2020-10-14 11:00:00,2020,10,14,2,11,1,30
10106,2020-10-14 12:00:00,2020,10,14,2,12,2,29
10107,2020-10-14 13:00:00,2020,10,14,2,13,2,27
10108,2020-10-14 14:00:00,2020,10,14,2,14,2,30
10109,2020-10-14 15:00:00,2020,10,14,2,15,2,28
10110,2020-10-14 16:00:00,2020,10,14,2,16,2,24
10111,2020-10-14 17:00:00,2020,10,14,2,17,2,25
10112,2020-10-14 18:00:00,2020,10,14,2,18,3,43
10113,2020-10-14 19:00:00,2020,10,14,2,19,3,57
10114,2020-10-14 20:00:00,2020,10,14,2,20,3,73
10115,2020-10-14 21:00:00,2020,10,14,2,21,3,79
10116,2020-10-14 22:00:00,2020,10,14,2,22,3,80
10117,2020-10-14 23:00:00,2020,10,14,2,23,3,73
10118,2020-10-15 00:00:00,2020,10,15,2,0,0,66
10119,2020-10-15 01:00:00,2020,10,15,2,1,0,55
10120,2020-10-15 02:00:00,2020,10,15,2,2,0,53
10121,2020-10-15 03:00:00,2020,10,15,2,3,0,48
10122,2020-10-15 04:00:00,2020,10,15,2,4,0,47
10123,2020-10-15 05:00:00,2020,10,15,2,5,0,48
10124,2020-10-15 06:00:00,2020,10,15,2,6,1,51
10125,2020-10-15 07:00:00,2020,10,15,2,7,1,54
10126,2020-10-15 08:00:00,2020,10,15,2,8,1,62
10127,2020-10-15 09:00:00,2020,10,15,2,9,1,47
10128,2020-10-15 10:00:00,2020,10,15,2,10,1,39
10129,2020-10-15 11:00:00,2020,10,15,2,11,1,30
10130,2020-10-15 12:00:00,2020,10,15,2,12,2,32
10131,2020-10-15 13:00:00,2020,10,15,2,13,2,29
10132,2020-10-15 14:00:00,2020,10,15,2,14,2,28
10133,2020-10-15 15:00:00,2020,10,15,2,15,2,26
10134,2020-10-15 16:00:00,2020,10,15,2,16,2,23
10135,2020-10-15 17:00:00,2020,10,15,2,17,2,31
10136,2020-10-15 18:00:00,2020,10,15,2,18,3,39
10137,2020-10-15 19:00:00,2020,10,15,2,19,3,64
10138,2020-10-15 20:00:00,2020,10,15,2,20,3,78
10139,2020-10-15 21:00:00,2020,10,15,2,21,3,80
10140,2020-10-15 22:00:00,2020,10,15,2,22,3,79
10141,2020-10-15 23:00:00,2020,10,15,2,23,3,77
10142,2020-10-16 00:00:00,2020,10,16,2,0,0,65
10143,2020-10-16 01:00:00,2020,10,16,2,1,0,60
10144,2020-10-16 02:00:00,2020,10,16,2,2,0,56
10145,2020-10-16 03:00:00,2020,10,16,2,3,0,52
10146,2020-10-16 04:00:00,2020,10,16,2,4,0,50
10147,2020-10-16 05:00:00,2020,10,16,2,5,0,49
10148,2020-10-16 06:00:00,2020,10,16,2,6,1,52
10149,2020-10-16 07:00:00,2020,10,16,2,7,1,58
10150,2020-10-16 08:00:00,2020,10,16,2,8,1,62
10151,2020-10-16 09:00:00,2020,10,16,2,9,1,48
10152,2020-10-16 10:00:00,2020,10,16,2,10,1,38
10153,2020-10-16 11:00:00,2020,10,16,2,11,1,32
10154,2020-10-16 12:00:00,2020,10,16,2,12,2,31
10155,2020-10-16 13:00:00,2020,10,16,2,13,2,32
10156,2020-10-16 14:00:00,2020,10,16,2,14,2,30
10157,2020-10-16 15:00:00,2020,10,16,2,15,2,30
