,METER_DATE,YEAR,MONTH,DAY,SEASON,HOUR,TIME_PERIOD,YANGSAN
6766,2020-05-28 08:00:00,2020,5,28,0,8,1,24
6767,2020-05-28 09:00:00,2020,5,28,0,9,1,19
6768,2020-05-28 10:00:00,2020,5,28,0,10,1,14
6769,2020-05-28 11:00:00,2020,5,28,0,11,1,16
6770,2020-05-28 12:00:00,2020,5,28,0,12,2,15
6771,2020-05-28 13:00:00,2020,5,28,0,13,2,16
6772,2020-05-28 14:00:00,2020,5,28,0,14,2,15
6773,2020-05-28 15:00:00,2020,5,28,0,15,2,15
6774,2020-05-28 16:00:00,2020,5,28,0,16,2,15
6775,2020-05-28 17:00:00,2020,5,28,0,17,2,14
6776,2020-05-28 18:00:00,2020,5,28,0,18,3,17
6777,2020-05-28 19:00:00,2020,5,28,0,19,3,20
6778,2020-05-28 20:00:00,2020,5,28,0,20,3,21
6779,2020-05-28 21:00:00,2020,5,28,0,21,3,24
6780,2020-05-28 22:00:00,2020,5,28,0,22,3,24
6781,2020-05-28 23:00:00,2020,5,28,0,23,3,22
6782,2020-05-29 00:00:00,2020,5,29,0,0,0,19
6783,2020-05-29 01:00:00,2020,5,29,0,1,0,12
6784,2020-05-29 02:00:00,2020,5,29,0,2,0,11
6785,2020-05-29 03:00:00,2020,5,29,0,3,0,11
6786,2020-05-29 04:00:00,2020,5,29,0,4,0,10
6787,2020-05-29 05:00:00,2020,5,29,0,5,0,11
6788,2020-05-29 06:00:00,2020,5,29,0,6,1,13
6789,2020-05-29 07:00:00,2020,5,29,0,7,1,15
6790,2020-05-29 08:00:00,2020,5,29,0,8,1,22
6791,2020-05-29 09:00:00,2020,5,29,0,9,1,19
6792,2020-05-29 10:00:00,2020,5,29,0,10,1,17
6793,2020-05-29 11:00:00,2020,5,29,0,11,1,12
6794,2020-05-29 12:00:00,2020,5,29,0,12,2,12
6795,2020-05-29 13:00:00,2020,5,29,0,13,2,14
6796,2020-05-29 14:00:00,2020,5,29,0,14,2,14
6797,2020-05-29 15:00:00,2020,5,29,0,15,2,13
6798,2020-05-29 16:00:00,2020,5,29,0,16,2,13
6799,2020-05-29 17:00:00,2020,5,29,0,17,2,13
6800,2020-05-29 18:00:00,2020,5,29,0,18,3,15
6801,2020-05-29 19:00:00,2020,5,29,0,19,3,20
6802,2020-05-29 20:00:00,2020,5,29,0,20,3,19
6803,2020-05-29 21:00:00,2020,5,29,0,21,3,21
6804,2020-05-29 22:00:00,2020,5,29,0,22,3,23
6805,2020-05-29 23:00:00,2020,5,29,0,23,3,16
6806,2020-05-30 00:00:00,2020,5,30,0,0,0,18
6807,2020-05-30 01:00:00,2020,5,30,0,1,0,15
6808,2020-05-30 02:00:00,2020,5,30,0,2,0,12
6809,2020-05-30 03:00:00,2020,5,30,0,3,0,11
6810,2020-05-30 04:00:00,2020,5,30,0,4,0,11
6811,2020-05-30 05:00:00,2020,5,30,0,5,0,10
6812,2020-05-30 06:00:00,2020,5,30,0,6,1,12
6813,2020-05-30 07:00:00,2020,5,30,0,7,1,14
6814,2020-05-30 08:00:00,2020,5,30,0,8,1,16
6815,2020-05-30 09:00:00,2020,5,30,0,9,1,17
6816,2020-05-30 10:00:00,2020,5,30,0,10,1,20
6817,2020-05-30 11:00:00,2020,5,30,0,11,1,19
6818,2020-05-30 12:00:00,2020,5,30,0,12,2,18
6819,2020-05-30 13:00:00,2020,5,30,0,13,2,17
6820,2020-05-30 14:00:00,2020,5,30,0,14,2,16
6821,2020-05-30 15:00:00,2020,5,30,0,15,2,16
6822,2020-05-30 16:00:00,2020,5,30,0,16,2,14
6823,2020-05-30 17:00:00,2020,5,30,0,17,2,16
6824,2020-05-30 18:00:00,2020,5,30,0,18,3,17
6825,2020-05-30 19:00:00,2020,5,30,0,19,3,20
6826,2020-05-30 20:00:00,2020,5,30,0,20,3,18
6827,2020-05-30 21:00:00,2020,5,30,0,21,3,22
6828,2020-05-30 22:00:00,2020,5,30,0,22,3,20
6829,2020-05-30 23:00:00,2020,5,30,0,23,3,20
6830,2020-05-31 00:00:00,2020,5,31,0,0,0,10
6831,2020-05-31 01:00:00,2020,5,31,0,1,0,12
6832,2020-05-31 02:00:00,2020,5,31,0,2,0,12
6833,2020-05-31 03:00:00,2020,5,31,0,3,0,9
6834,2020-05-31 04:00:00,2020,5,31,0,4,0,10
6835,2020-05-31 05:00:00,2020,5,31,0,5,0,10
6836,2020-05-31 06:00:00,2020,5,31,0,6,1,13
6837,2020-05-31 07:00:00,2020,5,31,0,7,1,14
6838,2020-05-31 08:00:00,2020,5,31,0,8,1,14
6839,2020-05-31 09:00:00,2020,5,31,0,9,1,17
6840,2020-05-31 10:00:00,2020,5,31,0,10,1,11
6841,2020-05-31 11:00:00,2020,5,31,0,11,1,19
6842,2020-05-31 12:00:00,2020,5,31,0,12,2,16
6843,2020-05-31 13:00:00,2020,5,31,0,13,2,16
6844,2020-05-31 14:00:00,2020,5,31,0,14,2,20
6845,2020-05-31 15:00:00,2020,5,31,0,15,2,17
6846,2020-05-31 16:00:00,2020,5,31,0,16,2,15
6847,2020-05-31 17:00:00,2020,5,31,0,17,2,17
6848,2020-05-31 18:00:00,2020,5,31,0,18,3,19
6849,2020-05-31 19:00:00,2020,5,31,0,19,3,22
6850,2020-05-31 20:00:00,2020,5,31,0,20,3,23
6851,2020-05-31 21:00:00,2020,5,31,0,21,3,27
6852,2020-05-31 22:00:00,2020,5,31,0,22,3,24
6853,2020-05-31 23:00:00,2020,5,31,0,23,3,20
6854,2020-06-01 00:00:00,2020,6,1,1,0,0,19
6855,2020-06-01 01:00:00,2020,6,1,1,1,0,10
6856,2020-06-01 02:00:00,2020,6,1,1,2,0,11
6857,2020-06-01 03:00:00,2020,6,1,1,3,0,12
6858,2020-06-01 04:00:00,2020,6,1,1,4,0,17
6859,2020-06-01 05:00:00,2020,6,1,1,5,0,10
6860,2020-06-01 06:00:00,2020,6,1,1,6,1,12
6861,2020-06-01 07:00:00,2020,6,1,1,7,1,17
6862,2020-06-01 08:00:00,2020,6,1,1,8,1,26
6863,2020-06-01 09:00:00,2020,6,1,1,9,1,17
6864,2020-06-01 10:00:00,2020,6,1,1,10,1,14
6865,2020-06-01 11:00:00,2020,6,1,1,11,1,14
6866,2020-06-01 12:00:00,2020,6,1,1,12,2,14
6867,2020-06-01 13:00:00,2020,6,1,1,13,2,16
6868,2020-06-01 14:00:00,2020,6,1,1,14,2,15
6869,2020-06-01 15:00:00,2020,6,1,1,15,2,10
6870,2020-06-01 16:00:00,2020,6,1,1,16,2,14
6871,2020-06-01 17:00:00,2020,6,1,1,17,2,16
6872,2020-06-01 18:00:00,2020,6,1,1,18,3,12
6873,2020-06-01 19:00:00,2020,6,1,1,19,3,17
6874,2020-06-01 20:00:00,2020,6,1,1,20,3,22
6875,2020-06-01 21:00:00,2020,6,1,1,21,3,20
6876,2020-06-01 22:00:00,2020,6,1,1,22,3,22
6877,2020-06-01 23:00:00,2020,6,1,1,23,3,18
6878,2020-06-02 00:00:00,2020,6,2,1,0,0,19
6879,2020-06-02 01:00:00,2020,6,2,1,1,0,11
6880,2020-06-02 02:00:00,2020,6,2,1,2,0,8
6881,2020-06-02 03:00:00,2020,6,2,1,3,0,12
6882,2020-06-02 04:00:00,2020,6,2,1,4,0,10
6883,2020-06-02 05:00:00,2020,6,2,1,5,0,9
6884,2020-06-02 06:00:00,2020,6,2,1,6,1,10
6885,2020-06-02 07:00:00,2020,6,2,1,7,1,19
6886,2020-06-02 08:00:00,2020,6,2,1,8,1,22
6887,2020-06-02 09:00:00,2020,6,2,1,9,1,18
6888,2020-06-02 10:00:00,2020,6,2,1,10,1,22
6889,2020-06-02 11:00:00,2020,6,2,1,11,1,9
6890,2020-06-02 12:00:00,2020,6,2,1,12,2,15
6891,2020-06-02 13:00:00,2020,6,2,1,13,2,11
6892,2020-06-02 14:00:00,2020,6,2,1,14,2,17
6893,2020-06-02 15:00:00,2020,6,2,1,15,2,14
6894,2020-06-02 16:00:00,2020,6,2,1,16,2,12
6895,2020-06-02 17:00:00,2020,6,2,1,17,2,16
6896,2020-06-02 18:00:00,2020,6,2,1,18,3,17
6897,2020-06-02 19:00:00,2020,6,2,1,19,3,21
6898,2020-06-02 20:00:00,2020,6,2,1,20,3,26
6899,2020-06-02 21:00:00,2020,6,2,1,21,3,25
6900,2020-06-02 22:00:00,2020,6,2,1,22,3,20
6901,2020-06-02 23:00:00,2020,6,2,1,23,3,19
6902,2020-06-03 00:00:00,2020,6,3,1,0,0,15
6903,2020-06-03 01:00:00,2020,6,3,1,1,0,11
6904,2020-06-03 02:00:00,2020,6,3,1,2,0,10
6905,2020-06-03 03:00:00,2020,6,3,1,3,0,10
6906,2020-06-03 04:00:00,2020,6,3,1,4,0,9
6907,2020-06-03 05:00:00,2020,6,3,1,5,0,9
6908,2020-06-03 06:00:00,2020,6,3,1,6,1,11
6909,2020-06-03 07:00:00,2020,6,3,1,7,1,16
6910,2020-06-03 08:00:00,2020,6,3,1,8,1,23
6911,2020-06-03 09:00:00,2020,6,3,1,9,1,22
6912,2020-06-03 10:00:00,2020,6,3,1,10,1,17
6913,2020-06-03 11:00:00,2020,6,3,1,11,1,15
6914,2020-06-03 12:00:00,2020,6,3,1,12,2,16
6915,2020-06-03 13:00:00,2020,6,3,1,13,2,17
6916,2020-06-03 14:00:00,2020,6,3,1,14,2,16
6917,2020-06-03 15:00:00,2020,6,3,1,15,2,17
6918,2020-06-03 16:00:00,2020,6,3,1,16,2,14
6919,2020-06-03 17:00:00,2020,6,3,1,17,2,16
6920,2020-06-03 18:00:00,2020,6,3,1,18,3,18
6921,2020-06-03 19:00:00,2020,6,3,1,19,3,22
6922,2020-06-03 20:00:00,2020,6,3,1,20,3,21
6923,2020-06-03 21:00:00,2020,6,3,1,21,3,20
6924,2020-06-03 22:00:00,2020,6,3,1,22,3,22
6925,2020-06-03 23:00:00,2020,6,3,1,23,3,18
6926,2020-06-04 00:00:00,2020,6,4,1,0,0,16
6927,2020-06-04 01:00:00,2020,6,4,1,1,0,10
6928,2020-06-04 02:00:00,2020,6,4,1,2,0,9
6929,2020-06-04 03:00:00,2020,6,4,1,3,0,8
6930,2020-06-04 04:00:00,2020,6,4,1,4,0,9
6931,2020-06-04 05:00:00,2020,6,4,1,5,0,8
6932,2020-06-04 06:00:00,2020,6,4,1,6,1,10
6933,2020-06-04 07:00:00,2020,6,4,1,7,1,15
6934,2020-06-04 08:00:00,2020,6,4,1,8,1,23
6935,2020-06-04 09:00:00,2020,6,4,1,9,1,16
6936,2020-06-04 10:00:00,2020,6,4,1,10,1,17
6937,2020-06-04 11:00:00,2020,6,4,1,11,1,15
6938,2020-06-04 12:00:00,2020,6,4,1,12,2,13
6939,2020-06-04 13:00:00,2020,6,4,1,13,2,15
6940,2020-06-04 14:00:00,2020,6,4,1,14,2,14
6941,2020-06-04 15:00:00,2020,6,4,1,15,2,13
6942,2020-06-04 16:00:00,2020,6,4,1,16,2,15
6943,2020-06-04 17:00:00,2020,6,4,1,17,2,14
6944,2020-06-04 18:00:00,2020,6,4,1,18,3,14
6945,2020-06-04 19:00:00,2020,6,4,1,19,3,20
6946,2020-06-04 20:00:00,2020,6,4,1,20,3,22
6947,2020-06-04 21:00:00,2020,6,4,1,21,3,22
6948,2020-06-04 22:00:00,2020,6,4,1,22,3,24
6949,2020-06-04 23:00:00,2020,6,4,1,23,3,22
6950,2020-06-05 00:00:00,2020,6,5,1,0,0,12
6951,2020-06-05 01:00:00,2020,6,5,1,1,0,12
6952,2020-06-05 02:00:00,2020,6,5,1,2,0,11
6953,2020-06-05 03:00:00,2020,6,5,1,3,0,10
6954,2020-06-05 04:00:00,2020,6,5,1,4,0,11
6955,2020-06-05 05:00:00,2020,6,5,1,5,0,11
6956,2020-06-05 06:00:00,2020,6,5,1,6,1,10
6957,2020-06-05 07:00:00,2020,6,5,1,7,1,18
6958,2020-06-05 08:00:00,2020,6,5,1,8,1,24
6959,2020-06-05 09:00:00,2020,6,5,1,9,1,20
6960,2020-06-05 10:00:00,2020,6,5,1,10,1,19
6961,2020-06-05 11:00:00,2020,6,5,1,11,1,16
6962,2020-06-05 12:00:00,2020,6,5,1,12,2,17
6963,2020-06-05 13:00:00,2020,6,5,1,13,2,17
6964,2020-06-05 14:00:00,2020,6,5,1,14,2,16
6965,2020-06-05 15:00:00,2020,6,5,1,15,2,16
6966,2020-06-05 16:00:00,2020,6,5,1,16,2,15
6967,2020-06-05 17:00:00,2020,6,5,1,17,2,17
6968,2020-06-05 18:00:00,2020,6,5,1,18,3,16
6969,2020-06-05 19:00:00,2020,6,5,1,19,3,19
6970,2020-06-05 20:00:00,2020,6,5,1,20,3,20
6971,2020-06-05 21:00:00,2020,6,5,1,21,3,12
6972,2020-06-05 22:00:00,2020,6,5,1,22,3,18
6973,2020-06-05 23:00:00,2020,6,5,1,23,3,16
6974,2020-06-06 00:00:00,2020,6,6,1,0,0,12
6975,2020-06-06 01:00:00,2020,6,6,1,1,0,11
6976,2020-06-06 02:00:00,2020,6,6,1,2,0,12
6977,2020-06-06 03:00:00,2020,6,6,1,3,0,8
6978,2020-06-06 04:00:00,2020,6,6,1,4,0,7
6979,2020-06-06 05:00:00,2020,6,6,1,5,0,6
6980,2020-06-06 06:00:00,2020,6,6,1,6,1,10
6981,2020-06-06 07:00:00,2020,6,6,1,7,1,11
6982,2020-06-06 08:00:00,2020,6,6,1,8,1,12
6983,2020-06-06 09:00:00,2020,6,6,1,9,1,15
6984,2020-06-06 10:00:00,2020,6,6,1,10,1,20
6985,2020-06-06 11:00:00,2020,6,6,1,11,1,16
6986,2020-06-06 12:00:00,2020,6,6,1,12,2,18
6987,2020-06-06 13:00:00,2020,6,6,1,13,2,16
6988,2020-06-06 14:00:00,2020,6,6,1,14,2,12
6989,2020-06-06 15:00:00,2020,6,6,1,15,2,13
6990,2020-06-06 16:00:00,2020,6,6,1,16,2,13
6991,2020-06-06 17:00:00,2020,6,6,1,17,2,12
6992,2020-06-06 18:00:00,2020,6,6,1,18,3,14
6993,2020-06-06 19:00:00,2020,6,6,1,19,3,17
6994,2020-06-06 20:00:00,2020,6,6,1,20,3,15
6995,2020-06-06 21:00:00,2020,6,6,1,21,3,17
6996,2020-06-06 22:00:00,2020,6,6,1,22,3,18
6997,2020-06-06 23:00:00,2020,6,6,1,23,3,16
6998,2020-06-07 00:00:00,2020,6,7,1,0,0,15
6999,2020-06-07 01:00:00,2020,6,7,1,1,0,11
7000,2020-06-07 02:00:00,2020,6,7,1,2,0,9
7001,2020-06-07 03:00:00,2020,6,7,1,3,0,12
7002,2020-06-07 04:00:00,2020,6,7,1,4,0,8
7003,2020-06-07 05:00:00,2020,6,7,1,5,0,10
7004,2020-06-07 06:00:00,2020,6,7,1,6,1,10
7005,2020-06-07 07:00:00,2020,6,7,1,7,1,12
7006,2020-06-07 08:00:00,2020,6,7,1,8,1,14
7007,2020-06-07 09:00:00,2020,6,7,1,9,1,15
7008,2020-06-07 10:00:00,2020,6,7,1,10,1,13
7009,2020-06-07 11:00:00,2020,6,7,1,11,1,17
7010,2020-06-07 12:00:00,2020,6,7,1,12,2,17
7011,2020-06-07 13:00:00,2020,6,7,1,13,2,14
7012,2020-06-07 14:00:00,2020,6,7,1,14,2,16
7013,2020-06-07 15:00:00,2020,6,7,1,15,2,13
7014,2020-06-07 16:00:00,2020,6,7,1,16,2,12
7015,2020-06-07 17:00:00,2020,6,7,1,17,2,15
7016,2020-06-07 18:00:00,2020,6,7,1,18,3,16
7017,2020-06-07 19:00:00,2020,6,7,1,19,3,16
7018,2020-06-07 20:00:00,2020,6,7,1,20,3,21
7019,2020-06-07 21:00:00,2020,6,7,1,21,3,21
7020,2020-06-07 22:00:00,2020,6,7,1,22,3,21
7021,2020-06-07 23:00:00,2020,6,7,1,23,3,17
7022,2020-06-08 00:00:00,2020,6,8,1,0,0,14
7023,2020-06-08 01:00:00,2020,6,8,1,1,0,11
7024,2020-06-08 02:00:00,2020,6,8,1,2,0,9
7025,2020-06-08 03:00:00,2020,6,8,1,3,0,8
7026,2020-06-08 04:00:00,2020,6,8,1,4,0,10
7027,2020-06-08 05:00:00,2020,6,8,1,5,0,8
7028,2020-06-08 06:00:00,2020,6,8,1,6,1,11
7029,2020-06-08 07:00:00,2020,6,8,1,7,1,17
7030,2020-06-08 08:00:00,2020,6,8,1,8,1,21
7031,2020-06-08 09:00:00,2020,6,8,1,9,1,19
7032,2020-06-08 10:00:00,2020,6,8,1,10,1,16
7033,2020-06-08 11:00:00,2020,6,8,1,11,1,16
7034,2020-06-08 12:00:00,2020,6,8,1,12,2,14
7035,2020-06-08 13:00:00,2020,6,8,1,13,2,14
7036,2020-06-08 14:00:00,2020,6,8,1,14,2,15
7037,2020-06-08 15:00:00,2020,6,8,1,15,2,16
7038,2020-06-08 16:00:00,2020,6,8,1,16,2,13
7039,2020-06-08 17:00:00,2020,6,8,1,17,2,15
7040,2020-06-08 18:00:00,2020,6,8,1,18,3,16
7041,2020-06-08 19:00:00,2020,6,8,1,19,3,17
7042,2020-06-08 20:00:00,2020,6,8,1,20,3,21
7043,2020-06-08 21:00:00,2020,6,8,1,21,3,20
7044,2020-06-08 22:00:00,2020,6,8,1,22,3,20
7045,2020-06-08 23:00:00,2020,6,8,1,23,3,19
7046,2020-06-09 00:00:00,2020,6,9,1,0,0,15
7047,2020-06-09 01:00:00,2020,6,9,1,1,0,10
7048,2020-06-09 02:00:00,2020,6,9,1,2,0,9
7049,2020-06-09 03:00:00,2020,6,9,1,3,0,8
7050,2020-06-09 04:00:00,2020,6,9,1,4,0,9
7051,2020-06-09 05:00:00,2020,6,9,1,5,0,9
7052,2020-06-09 06:00:00,2020,6,9,1,6,1,10
7053,2020-06-09 07:00:00,2020,6,9,1,7,1,17
7054,2020-06-09 08:00:00,2020,6,9,1,8,1,20
7055,2020-06-09 09:00:00,2020,6,9,1,9,1,19
7056,2020-06-09 10:00:00,2020,6,9,1,10,1,16
7057,2020-06-09 11:00:00,2020,6,9,1,11,1,14
7058,2020-06-09 12:00:00,2020,6,9,1,12,2,14
7059,2020-06-09 13:00:00,2020,6,9,1,13,2,13
7060,2020-06-09 14:00:00,2020,6,9,1,14,2,13
7061,2020-06-09 15:00:00,2020,6,9,1,15,2,12
7062,2020-06-09 16:00:00,2020,6,9,1,16,2,13
7063,2020-06-09 17:00:00,2020,6,9,1,17,2,13
7064,2020-06-09 18:00:00,2020,6,9,1,18,3,16
7065,2020-06-09 19:00:00,2020,6,9,1,19,3,17
7066,2020-06-09 20:00:00,2020,6,9,1,20,3,20
7067,2020-06-09 21:00:00,2020,6,9,1,21,3,18
7068,2020-06-09 22:00:00,2020,6,9,1,22,3,22
7069,2020-06-09 23:00:00,2020,6,9,1,23,3,15
7070,2020-06-10 00:00:00,2020,6,10,1,0,0,12
7071,2020-06-10 01:00:00,2020,6,10,1,1,0,11
7072,2020-06-10 02:00:00,2020,6,10,1,2,0,10
7073,2020-06-10 03:00:00,2020,6,10,1,3,0,7
7074,2020-06-10 04:00:00,2020,6,10,1,4,0,6
7075,2020-06-10 05:00:00,2020,6,10,1,5,0,7
7076,2020-06-10 06:00:00,2020,6,10,1,6,1,9
7077,2020-06-10 07:00:00,2020,6,10,1,7,1,15
7078,2020-06-10 08:00:00,2020,6,10,1,8,1,18
7079,2020-06-10 09:00:00,2020,6,10,1,9,1,18
7080,2020-06-10 10:00:00,2020,6,10,1,10,1,17
7081,2020-06-10 11:00:00,2020,6,10,1,11,1,13
7082,2020-06-10 12:00:00,2020,6,10,1,12,2,16
7083,2020-06-10 13:00:00,2020,6,10,1,13,2,14
7084,2020-06-10 14:00:00,2020,6,10,1,14,2,13
7085,2020-06-10 15:00:00,2020,6,10,1,15,2,15
7086,2020-06-10 16:00:00,2020,6,10,1,16,2,11
7087,2020-06-10 17:00:00,2020,6,10,1,17,2,13
7088,2020-06-10 18:00:00,2020,6,10,1,18,3,16
7089,2020-06-10 19:00:00,2020,6,10,1,19,3,14
7090,2020-06-10 20:00:00,2020,6,10,1,20,3,20
7091,2020-06-10 21:00:00,2020,6,10,1,21,3,19
7092,2020-06-10 22:00:00,2020,6,10,1,22,3,19
7093,2020-06-10 23:00:00,2020,6,10,1,23,3,20
7094,2020-06-11 00:00:00,2020,6,11,1,0,0,11
7095,2020-06-11 01:00:00,2020,6,11,1,1,0,13
7096,2020-06-11 02:00:00,2020,6,11,1,2,0,6
7097,2020-06-11 03:00:00,2020,6,11,1,3,0,10
7098,2020-06-11 04:00:00,2020,6,11,1,4,0,4
7099,2020-06-11 05:00:00,2020,6,11,1,5,0,9
7100,2020-06-11 06:00:00,2020,6,11,1,6,1,7
7101,2020-06-11 07:00:00,2020,6,11,1,7,1,16
7102,2020-06-11 08:00:00,2020,6,11,1,8,1,19
7103,2020-06-11 09:00:00,2020,6,11,1,9,1,17
7104,2020-06-11 10:00:00,2020,6,11,1,10,1,19
7105,2020-06-11 11:00:00,2020,6,11,1,11,1,16
7106,2020-06-11 12:00:00,2020,6,11,1,12,2,14
7107,2020-06-11 13:00:00,2020,6,11,1,13,2,16
7108,2020-06-11 14:00:00,2020,6,11,1,14,2,14
7109,2020-06-11 15:00:00,2020,6,11,1,15,2,14
7110,2020-06-11 16:00:00,2020,6,11,1,16,2,15
7111,2020-06-11 17:00:00,2020,6,11,1,17,2,13
7112,2020-06-11 18:00:00,2020,6,11,1,18,3,17
7113,2020-06-11 19:00:00,2020,6,11,1,19,3,15
7114,2020-06-11 20:00:00,2020,6,11,1,20,3,19
7115,2020-06-11 21:00:00,2020,6,11,1,21,3,16
7116,2020-06-11 22:00:00,2020,6,11,1,22,3,20
7117,2020-06-11 23:00:00,2020,6,11,1,23,3,15
7118,2020-06-12 00:00:00,2020,6,12,1,0,0,12
7119,2020-06-12 01:00:00,2020,6,12,1,1,0,11
7120,2020-06-12 02:00:00,2020,6,12,1,2,0,8
7121,2020-06-12 03:00:00,2020,6,12,1,3,0,8
7122,2020-06-12 04:00:00,2020,6,12,1,4,0,7
7123,2020-06-12 05:00:00,2020,6,12,1,5,0,7
7124,2020-06-12 06:00:00,2020,6,12,1,6,1,9
7125,2020-06-12 07:00:00,2020,6,12,1,7,1,14
7126,2020-06-12 08:00:00,2020,6,12,1,8,1,18
7127,2020-06-12 09:00:00,2020,6,12,1,9,1,18
7128,2020-06-12 10:00:00,2020,6,12,1,10,1,18
7129,2020-06-12 11:00:00,2020,6,12,1,11,1,16
7130,2020-06-12 12:00:00,2020,6,12,1,12,2,14
7131,2020-06-12 13:00:00,2020,6,12,1,13,2,15
7132,2020-06-12 14:00:00,2020,6,12,1,14,2,15
7133,2020-06-12 15:00:00,2020,6,12,1,15,2,13
7134,2020-06-12 16:00:00,2020,6,12,1,16,2,14
7135,2020-06-12 17:00:00,2020,6,12,1,17,2,13
7136,2020-06-12 18:00:00,2020,6,12,1,18,3,15
7137,2020-06-12 19:00:00,2020,6,12,1,19,3,18
7138,2020-06-12 20:00:00,2020,6,12,1,20,3,17
7139,2020-06-12 21:00:00,2020,6,12,1,21,3,18
7140,2020-06-12 22:00:00,2020,6,12,1,22,3,18
7141,2020-06-12 23:00:00,2020,6,12,1,23,3,15
7142,2020-06-13 00:00:00,2020,6,13,1,0,0,12
7143,2020-06-13 01:00:00,2020,6,13,1,1,0,10
7144,2020-06-13 02:00:00,2020,6,13,1,2,0,10
7145,2020-06-13 03:00:00,2020,6,13,1,3,0,6
7146,2020-06-13 04:00:00,2020,6,13,1,4,0,8
7147,2020-06-13 05:00:00,2020,6,13,1,5,0,7
7148,2020-06-13 06:00:00,2020,6,13,1,6,1,8
7149,2020-06-13 07:00:00,2020,6,13,1,7,1,10
7150,2020-06-13 08:00:00,2020,6,13,1,8,1,12
7151,2020-06-13 09:00:00,2020,6,13,1,9,1,13
7152,2020-06-13 10:00:00,2020,6,13,1,10,1,16
7153,2020-06-13 11:00:00,2020,6,13,1,11,1,16
7154,2020-06-13 12:00:00,2020,6,13,1,12,2,15
7155,2020-06-13 13:00:00,2020,6,13,1,13,2,16
7156,2020-06-13 14:00:00,2020,6,13,1,14,2,13
7157,2020-06-13 15:00:00,2020,6,13,1,15,2,13
7158,2020-06-13 16:00:00,2020,6,13,1,16,2,13
7159,2020-06-13 17:00:00,2020,6,13,1,17,2,13
7160,2020-06-13 18:00:00,2020,6,13,1,18,3,15
7161,2020-06-13 19:00:00,2020,6,13,1,19,3,15
7162,2020-06-13 20:00:00,2020,6,13,1,20,3,15
7163,2020-06-13 21:00:00,2020,6,13,1,21,3,16
7164,2020-06-13 22:00:00,2020,6,13,1,22,3,17
7165,2020-06-13 23:00:00,2020,6,13,1,23,3,16
7166,2020-06-14 00:00:00,2020,6,14,1,0,0,13
7167,2020-06-14 01:00:00,2020,6,14,1,1,0,11
7168,2020-06-14 02:00:00,2020,6,14,1,2,0,9
7169,2020-06-14 03:00:00,2020,6,14,1,3,0,9
7170,2020-06-14 04:00:00,2020,6,14,1,4,0,9
7171,2020-06-14 05:00:00,2020,6,14,1,5,0,8
7172,2020-06-14 06:00:00,2020,6,14,1,6,1,9
7173,2020-06-14 07:00:00,2020,6,14,1,7,1,9
7174,2020-06-14 08:00:00,2020,6,14,1,8,1,12
7175,2020-06-14 09:00:00,2020,6,14,1,9,1,12
7176,2020-06-14 10:00:00,2020,6,14,1,10,1,19
7177,2020-06-14 11:00:00,2020,6,14,1,11,1,19
7178,2020-06-14 12:00:00,2020,6,14,1,12,2,19
7179,2020-06-14 13:00:00,2020,6,14,1,13,2,18
7180,2020-06-14 14:00:00,2020,6,14,1,14,2,15
7181,2020-06-14 15:00:00,2020,6,14,1,15,2,17
7182,2020-06-14 16:00:00,2020,6,14,1,16,2,16
7183,2020-06-14 17:00:00,2020,6,14,1,17,2,17
7184,2020-06-14 18:00:00,2020,6,14,1,18,3,8
7185,2020-06-14 19:00:00,2020,6,14,1,19,3,13
7186,2020-06-14 20:00:00,2020,6,14,1,20,3,22
7187,2020-06-14 21:00:00,2020,6,14,1,21,3,14
7188,2020-06-14 22:00:00,2020,6,14,1,22,3,21
7189,2020-06-14 23:00:00,2020,6,14,1,23,3,13
7190,2020-06-15 00:00:00,2020,6,15,1,0,0,10
7191,2020-06-15 01:00:00,2020,6,15,1,1,0,10
7192,2020-06-15 02:00:00,2020,6,15,1,2,0,10
7193,2020-06-15 03:00:00,2020,6,15,1,3,0,7
7194,2020-06-15 04:00:00,2020,6,15,1,4,0,7
7195,2020-06-15 05:00:00,2020,6,15,1,5,0,6
7196,2020-06-15 06:00:00,2020,6,15,1,6,1,8
7197,2020-06-15 07:00:00,2020,6,15,1,7,1,17
7198,2020-06-15 08:00:00,2020,6,15,1,8,1,18
7199,2020-06-15 09:00:00,2020,6,15,1,9,1,23
7200,2020-06-15 10:00:00,2020,6,15,1,10,1,17
7201,2020-06-15 11:00:00,2020,6,15,1,11,1,19
7202,2020-06-15 12:00:00,2020,6,15,1,12,2,8
7203,2020-06-15 13:00:00,2020,6,15,1,13,2,14
7204,2020-06-15 14:00:00,2020,6,15,1,14,2,17
7205,2020-06-15 15:00:00,2020,6,15,1,15,2,14
7206,2020-06-15 16:00:00,2020,6,15,1,16,2,12
7207,2020-06-15 17:00:00,2020,6,15,1,17,2,9
7208,2020-06-15 18:00:00,2020,6,15,1,18,3,17
7209,2020-06-15 19:00:00,2020,6,15,1,19,3,14
7210,2020-06-15 20:00:00,2020,6,15,1,20,3,16
7211,2020-06-15 21:00:00,2020,6,15,1,21,3,19
7212,2020-06-15 22:00:00,2020,6,15,1,22,3,18
7213,2020-06-15 23:00:00,2020,6,15,1,23,3,20
7214,2020-06-16 00:00:00,2020,6,16,1,0,0,14
7215,2020-06-16 01:00:00,2020,6,16,1,1,0,11
