실적일자,요일,시간,청주 지역공급량(Gcal)
2013-04-01,월,01,99
2013-04-01,월,02,88
2013-04-01,월,03,85
2013-04-01,월,04,81
2013-04-01,월,05,82
2013-04-01,월,07,82
2013-04-01,월,07,105
2013-04-01,월,08,121
2013-04-01,월,09,90
2013-04-01,월,10,62
2013-04-01,월,11,49
2013-04-01,월,12,45
2013-04-01,월,13,41
2013-04-01,월,14,44
2013-04-01,월,15,39
2013-04-01,월,16,39
2013-04-01,월,17,41
2013-04-01,월,18,50
2013-04-01,월,19,64
2013-04-01,월,20,89
2013-04-01,월,21,102
2013-04-01,월,22,108
2013-04-01,월,23,109
2013-04-01,월,24,106
2013-04-02,화,01,88
2013-04-02,화,02,79
2013-04-02,화,03,69
2013-04-02,화,04,71
2013-04-02,화,05,65
2013-04-02,화,07,71
2013-04-02,화,07,85
2013-04-02,화,08,112
2013-04-02,화,09,85
2013-04-02,화,10,70
2013-04-02,화,11,60
2013-04-02,화,12,58
2013-04-02,화,13,57
2013-04-02,화,14,62
2013-04-02,화,15,62
2013-04-02,화,16,67
2013-04-02,화,17,72
2013-04-02,화,18,86
2013-04-02,화,19,104
2013-04-02,화,20,123
2013-04-02,화,21,132
2013-04-02,화,22,137
2013-04-02,화,23,132
2013-04-02,화,24,120
2013-04-03,수,01,98
2013-04-03,수,02,90
2013-04-03,수,03,80
2013-04-03,수,04,77
2013-04-03,수,05,76
2013-04-03,수,07,81
2013-04-03,수,07,99
2013-04-03,수,08,120
2013-04-03,수,09,85
2013-04-03,수,10,67
2013-04-03,수,11,56
2013-04-03,수,12,50
2013-04-03,수,13,42
2013-04-03,수,14,41
2013-04-03,수,15,37
2013-04-03,수,16,34
2013-04-03,수,17,41
2013-04-03,수,18,46
2013-04-03,수,19,68
2013-04-03,수,20,87
2013-04-03,수,21,101
2013-04-03,수,22,112
2013-04-03,수,23,111
2013-04-03,수,24,107
2013-04-04,목,01,95
2013-04-04,목,02,81
2013-04-04,목,03,78
2013-04-04,목,04,77
2013-04-04,목,05,71
2013-04-04,목,07,74
2013-04-04,목,07,90
2013-04-04,목,08,114
2013-04-04,목,09,79
2013-04-04,목,10,58
2013-04-04,목,11,47
2013-04-04,목,12,43
2013-04-04,목,13,39
2013-04-04,목,14,35
2013-04-04,목,15,35
2013-04-04,목,16,32
2013-04-04,목,17,31
2013-04-04,목,18,39
2013-04-04,목,19,55
2013-04-04,목,20,72
2013-04-04,목,21,85
2013-04-04,목,22,89
2013-04-04,목,23,92
2013-04-04,목,24,84
2013-04-05,금,01,72
2013-04-05,금,02,65
2013-04-05,금,03,60
2013-04-05,금,04,57
2013-04-05,금,05,55
2013-04-05,금,07,62
2013-04-05,금,07,79
2013-04-05,금,08,99
2013-04-05,금,09,67
2013-04-05,금,10,48
2013-04-05,금,11,40
2013-04-05,금,12,40
2013-04-05,금,13,30
2013-04-05,금,14,31
2013-04-05,금,15,27
2013-04-05,금,16,24
2013-04-05,금,17,28
2013-04-05,금,18,36
2013-04-05,금,19,49
2013-04-05,금,20,58
2013-04-05,금,21,68
2013-04-05,금,22,74
2013-04-05,금,23,76
2013-04-05,금,24,70
2013-04-06,토,01,65
2013-04-06,토,02,58
2013-04-06,토,03,51
2013-04-06,토,04,51
2013-04-06,토,05,49
2013-04-06,토,07,50
2013-04-06,토,07,56
2013-04-06,토,08,66
2013-04-06,토,09,75
2013-04-06,토,10,71
2013-04-06,토,11,66
2013-04-06,토,12,68
2013-04-06,토,13,63
2013-04-06,토,14,61
2013-04-06,토,15,63
2013-04-06,토,16,66
2013-04-06,토,17,71
2013-04-06,토,18,78
2013-04-06,토,19,90
2013-04-06,토,20,97
2013-04-06,토,21,102
2013-04-06,토,22,109
2013-04-06,토,23,107
2013-04-06,토,24,100
2013-04-07,일,01,92
2013-04-07,일,02,85
2013-04-07,일,03,74
2013-04-07,일,04,75
2013-04-07,일,05,74
2013-04-07,일,07,72
2013-04-07,일,07,75
2013-04-07,일,08,77
2013-04-07,일,09,77
2013-04-07,일,10,86
2013-04-07,일,11,84
2013-04-07,일,12,80
2013-04-07,일,13,72
2013-04-07,일,14,66
2013-04-07,일,15,62
2013-04-07,일,16,58
2013-04-07,일,17,64
2013-04-07,일,18,69
2013-04-07,일,19,87
2013-04-07,일,20,105
2013-04-07,일,21,125
2013-04-07,일,22,134
2013-04-07,일,23,124
2013-04-07,일,24,118
2013-04-08,월,01,99
2013-04-08,월,02,88
2013-04-08,월,03,84
2013-04-08,월,04,85
2013-04-08,월,05,83
2013-04-08,월,07,85
2013-04-08,월,07,103
2013-04-08,월,08,116
2013-04-08,월,09,85
2013-04-08,월,10,63
2013-04-08,월,11,54
2013-04-08,월,12,49
2013-04-08,월,13,45
2013-04-08,월,14,45
2013-04-08,월,15,43
2013-04-08,월,16,44
2013-04-08,월,17,48
2013-04-08,월,18,59
2013-04-08,월,19,78
2013-04-08,월,20,98
2013-04-08,월,21,112
2013-04-08,월,22,119
2013-04-08,월,23,121
2013-04-08,월,24,112
2013-04-09,화,01,96
2013-04-09,화,02,90
2013-04-09,화,03,77
2013-04-09,화,04,79
2013-04-09,화,05,76
2013-04-09,화,07,76
2013-04-09,화,07,94
2013-04-09,화,08,110
2013-04-09,화,09,84
2013-04-09,화,10,61
2013-04-09,화,11,55
2013-04-09,화,12,51
2013-04-09,화,13,52
2013-04-09,화,14,53
2013-04-09,화,15,51
2013-04-09,화,16,47
2013-04-09,화,17,55
2013-04-09,화,18,69
2013-04-09,화,19,91
2013-04-09,화,20,112
2013-04-09,화,21,126
2013-04-09,화,22,137
2013-04-09,화,23,139
2013-04-09,화,24,129
2013-04-10,수,01,110
2013-04-10,수,02,98
2013-04-10,수,03,90
2013-04-10,수,04,88
2013-04-10,수,05,86
2013-04-10,수,07,85
2013-04-10,수,07,105
2013-04-10,수,08,118
2013-04-10,수,09,91
2013-04-10,수,10,69
2013-04-10,수,11,59
2013-04-10,수,12,62
2013-04-10,수,13,55
2013-04-10,수,14,55
2013-04-10,수,15,55
2013-04-10,수,16,54
2013-04-10,수,17,55
2013-04-10,수,18,69
2013-04-10,수,19,95
2013-04-10,수,20,113
2013-04-10,수,21,132
2013-04-10,수,22,139
2013-04-10,수,23,141
2013-04-10,수,24,126
2013-04-11,목,01,110
2013-04-11,목,02,105
2013-04-11,목,03,85
2013-04-11,목,04,84
2013-04-11,목,05,82
2013-04-11,목,07,83
2013-04-11,목,07,98
2013-04-11,목,08,129
2013-04-11,목,09,92
2013-04-11,목,10,71
2013-04-11,목,11,58
2013-04-11,목,12,52
2013-04-11,목,13,55
2013-04-11,목,14,54
2013-04-11,목,15,51
2013-04-11,목,16,53
2013-04-11,목,17,59
2013-04-11,목,18,70
2013-04-11,목,19,89
2013-04-11,목,20,112
2013-04-11,목,21,133
2013-04-11,목,22,137
2013-04-11,목,23,139
2013-04-11,목,24,123
2013-04-12,금,01,112
2013-04-12,금,02,104
2013-04-12,금,03,97
2013-04-12,금,04,91
2013-04-12,금,05,92
2013-04-12,금,07,97
2013-04-12,금,07,110
2013-04-12,금,08,122
2013-04-12,금,09,89
2013-04-12,금,10,70
2013-04-12,금,11,56
2013-04-12,금,12,54
2013-04-12,금,13,51
2013-04-12,금,14,50
2013-04-12,금,15,51
2013-04-12,금,16,46
2013-04-12,금,17,52
2013-04-12,금,18,61
2013-04-12,금,19,79
2013-04-12,금,20,98
2013-04-12,금,21,112
2013-04-12,금,22,121
2013-04-12,금,23,125
2013-04-12,금,24,122
2013-04-13,토,01,109
2013-04-13,토,02,96
2013-04-13,토,03,92
2013-04-13,토,04,86
2013-04-13,토,05,87
2013-04-13,토,07,86
2013-04-13,토,07,89
2013-04-13,토,08,96
2013-04-13,토,09,86
2013-04-13,토,10,82
2013-04-13,토,11,70
2013-04-13,토,12,60
2013-04-13,토,13,55
2013-04-13,토,14,50
2013-04-13,토,15,47
2013-04-13,토,16,44
2013-04-13,토,17,47
2013-04-13,토,18,52
2013-04-13,토,19,65
2013-04-13,토,20,74
2013-04-13,토,21,87
2013-04-13,토,22,94
2013-04-13,토,23,89
2013-04-13,토,24,88
2013-04-14,일,01,76
2013-04-14,일,02,70
2013-04-14,일,03,64
2013-04-14,일,04,64
2013-04-14,일,05,66
2013-04-14,일,07,62
2013-04-14,일,07,62
2013-04-14,일,08,68
2013-04-14,일,09,73
2013-04-14,일,10,79
2013-04-14,일,11,78
2013-04-14,일,12,70
2013-04-14,일,13,64
2013-04-14,일,14,61
2013-04-14,일,15,58
2013-04-14,일,16,52
2013-04-14,일,17,56
2013-04-14,일,18,64
2013-04-14,일,19,82
2013-04-14,일,20,106
2013-04-14,일,21,125
2013-04-14,일,22,127
2013-04-14,일,23,118
2013-04-14,일,24,111
2013-04-15,월,01,97
2013-04-15,월,02,89
2013-04-15,월,03,82
2013-04-15,월,04,86
2013-04-15,월,05,83
2013-04-15,월,07,89
2013-04-15,월,07,100
2013-04-15,월,08,114
2013-04-15,월,09,85
2013-04-15,월,10,66
2013-04-15,월,11,56
2013-04-15,월,12,59
2013-04-15,월,13,60
2013-04-15,월,14,60
2013-04-15,월,15,57
2013-04-15,월,16,57
2013-04-15,월,17,61
2013-04-15,월,18,71
2013-04-15,월,19,88
2013-04-15,월,20,102
2013-04-15,월,21,112
2013-04-15,월,22,121
2013-04-15,월,23,120
2013-04-15,월,24,109
2013-04-16,화,01,95
2013-04-16,화,02,81
2013-04-16,화,03,79
2013-04-16,화,04,74
2013-04-16,화,05,74
2013-04-16,화,07,74
2013-04-16,화,07,89
2013-04-16,화,08,109
2013-04-16,화,09,75
2013-04-16,화,10,55
2013-04-16,화,11,45
2013-04-16,화,12,40
2013-04-16,화,13,40
2013-04-16,화,14,37
2013-04-16,화,15,31
2013-04-16,화,16,29
2013-04-16,화,17,30
2013-04-16,화,18,38
2013-04-16,화,19,57
2013-04-16,화,20,67
2013-04-16,화,21,78
2013-04-16,화,22,83
2013-04-16,화,23,77
2013-04-16,화,24,73
2013-04-17,수,01,59
2013-04-17,수,02,52
2013-04-17,수,03,50
2013-04-17,수,04,50
2013-04-17,수,05,47
2013-04-17,수,07,49
2013-04-17,수,07,66
2013-04-17,수,08,97
2013-04-17,수,09,68
2013-04-17,수,10,49
2013-04-17,수,11,48
2013-04-17,수,12,42
2013-04-17,수,13,40
2013-04-17,수,14,37
2013-04-17,수,15,32
2013-04-17,수,16,33
2013-04-17,수,17,34
2013-04-17,수,18,46
2013-04-17,수,19,63
2013-04-17,수,20,76
2013-04-17,수,21,87
2013-04-17,수,22,89
2013-04-17,수,23,87
2013-04-17,수,24,81
2013-04-18,목,01,65
2013-04-18,목,02,60
2013-04-18,목,03,56
2013-04-18,목,04,51
2013-04-18,목,05,50
2013-04-18,목,07,50
2013-04-18,목,07,73
2013-04-18,목,08,92
2013-04-18,목,09,62
2013-04-18,목,10,47
2013-04-18,목,11,42
2013-04-18,목,12,37
2013-04-18,목,13,34
2013-04-18,목,14,31
2013-04-18,목,15,36
2013-04-18,목,16,35
2013-04-18,목,17,39
2013-04-18,목,18,44
2013-04-18,목,19,56
2013-04-18,목,20,74
2013-04-18,목,21,86
2013-04-18,목,22,91
2013-04-18,목,23,90
2013-04-18,목,24,87
2013-04-19,금,01,69
2013-04-19,금,02,64
2013-04-19,금,03,58
2013-04-19,금,04,60
2013-04-19,금,05,55
2013-04-19,금,07,63
2013-04-19,금,07,82
2013-04-19,금,08,97
2013-04-19,금,09,63
2013-04-19,금,10,49
2013-04-19,금,11,40
2013-04-19,금,12,40
2013-04-19,금,13,36
2013-04-19,금,14,36
2013-04-19,금,15,32
2013-04-19,금,16,34
2013-04-19,금,17,35
2013-04-19,금,18,41
2013-04-19,금,19,60
2013-04-19,금,20,75
2013-04-19,금,21,84
2013-04-19,금,22,88
2013-04-19,금,23,90
2013-04-19,금,24,86
2013-04-20,토,01,75
2013-04-20,토,02,66
2013-04-20,토,03,59
2013-04-20,토,04,58
2013-04-20,토,05,56
2013-04-20,토,07,57
2013-04-20,토,07,65
2013-04-20,토,08,73
2013-04-20,토,09,82
2013-04-20,토,10,84
2013-04-20,토,11,81
2013-04-20,토,12,70
2013-04-20,토,13,66
2013-04-20,토,14,65
2013-04-20,토,15,63
2013-04-20,토,16,64
2013-04-20,토,17,69
2013-04-20,토,18,82
2013-04-20,토,19,93
2013-04-20,토,20,98
2013-04-20,토,21,103
2013-04-20,토,22,109
2013-04-20,토,23,104
2013-04-20,토,24,99
2013-04-21,일,01,91
2013-04-21,일,02,83
2013-04-21,일,03,74
2013-04-21,일,04,75
2013-04-21,일,05,72
2013-04-21,일,07,75
2013-04-21,일,07,70
2013-04-21,일,08,71
2013-04-21,일,09,77
2013-04-21,일,10,78
2013-04-21,일,11,70
2013-04-21,일,12,59
2013-04-21,일,13,54
2013-04-21,일,14,55
2013-04-21,일,15,46
2013-04-21,일,16,44
2013-04-21,일,17,49
2013-04-21,일,18,56
2013-04-21,일,19,71
2013-04-21,일,20,85
2013-04-21,일,21,104
2013-04-21,일,22,109
2013-04-21,일,23,99
2013-04-21,일,24,93
2013-04-22,월,01,81
2013-04-22,월,02,70
2013-04-22,월,03,69
2013-04-22,월,04,68
2013-04-22,월,05,69
2013-04-22,월,07,74
2013-04-22,월,07,89
2013-04-22,월,08,100
2013-04-22,월,09,70
2013-04-22,월,10,57
2013-04-22,월,11,46
2013-04-22,월,12,43
2013-04-22,월,13,35
2013-04-22,월,14,36
2013-04-22,월,15,32
2013-04-22,월,16,33
2013-04-22,월,17,35
2013-04-22,월,18,40
2013-04-22,월,19,60
2013-04-22,월,20,74
2013-04-22,월,21,86
2013-04-22,월,22,91
2013-04-22,월,23,89
2013-04-22,월,24,86
2013-04-23,화,01,70
2013-04-23,화,02,61
2013-04-23,화,03,56
2013-04-23,화,04,57
2013-04-23,화,05,54
2013-04-23,화,07,54
2013-04-23,화,07,76
2013-04-23,화,08,94
2013-04-23,화,09,75
2013-04-23,화,10,57
2013-04-23,화,11,53
2013-04-23,화,12,49
2013-04-23,화,13,48
2013-04-23,화,14,50
2013-04-23,화,15,48
2013-04-23,화,16,52
2013-04-23,화,17,55
2013-04-23,화,18,69
2013-04-23,화,19,87
2013-04-23,화,20,99
2013-04-23,화,21,104
2013-04-23,화,22,109
2013-04-23,화,23,105
2013-04-23,화,24,94
2013-04-24,수,01,78
2013-04-24,수,02,64
2013-04-24,수,03,58
2013-04-24,수,04,55
2013-04-24,수,05,53
2013-04-24,수,07,60
2013-04-24,수,07,73
2013-04-24,수,08,96
2013-04-24,수,09,72
2013-04-24,수,10,47
2013-04-24,수,11,42
2013-04-24,수,12,37
2013-04-24,수,13,34
2013-04-24,수,14,34
2013-04-24,수,15,35
2013-04-24,수,16,32
2013-04-24,수,17,31
2013-04-24,수,18,39
2013-04-24,수,19,51
2013-04-24,수,20,67
2013-04-24,수,21,77
2013-04-24,수,22,81
2013-04-24,수,23,84
2013-04-24,수,24,77
2013-04-25,목,01,64
2013-04-25,목,02,60
2013-04-25,목,03,55
2013-04-25,목,04,52
2013-04-25,목,05,52
2013-04-25,목,07,55
2013-04-25,목,07,77
2013-04-25,목,08,92
2013-04-25,목,09,69
2013-04-25,목,10,51
2013-04-25,목,11,45
2013-04-25,목,12,51
2013-04-25,목,13,53
2013-04-25,목,14,46
2013-04-25,목,15,40
2013-04-25,목,16,36
2013-04-25,목,17,40
2013-04-25,목,18,47
2013-04-25,목,19,72
2013-04-25,목,20,85
2013-04-25,목,21,95
2013-04-25,목,22,100
2013-04-25,목,23,99
2013-04-25,목,24,88
2013-04-26,금,01,78
2013-04-26,금,02,66
2013-04-26,금,03,62
2013-04-26,금,04,62
2013-04-26,금,05,61
2013-04-26,금,07,63
2013-04-26,금,07,77
2013-04-26,금,08,95
2013-04-26,금,09,65
2013-04-26,금,10,50
2013-04-26,금,11,41
2013-04-26,금,12,40
2013-04-26,금,13,35
2013-04-26,금,14,39
2013-04-26,금,15,33
2013-04-26,금,16,36
2013-04-26,금,17,34
2013-04-26,금,18,41
2013-04-26,금,19,54
2013-04-26,금,20,72
2013-04-26,금,21,79
2013-04-26,금,22,83
2013-04-26,금,23,89
2013-04-26,금,24,84
2013-04-27,토,01,75
2013-04-27,토,02,68
2013-04-27,토,03,63
2013-04-27,토,04,61
2013-04-27,토,05,61
2013-04-27,토,07,62
2013-04-27,토,07,67
2013-04-27,토,08,66
2013-04-27,토,09,70
2013-04-27,토,10,62
2013-04-27,토,11,52
2013-04-27,토,12,51
2013-04-27,토,13,40
2013-04-27,토,14,41
2013-04-27,토,15,41
2013-04-27,토,16,38
2013-04-27,토,17,41
2013-04-27,토,18,50
2013-04-27,토,19,59
2013-04-27,토,20,69
2013-04-27,토,21,80
2013-04-27,토,22,83
2013-04-27,토,23,82
2013-04-27,토,24,76
2013-04-28,일,01,66
2013-04-28,일,02,59
2013-04-28,일,03,57
2013-04-28,일,04,55
2013-04-28,일,05,53
2013-04-28,일,07,55
2013-04-28,일,07,57
2013-04-28,일,08,55
2013-04-28,일,09,59
2013-04-28,일,10,57
2013-04-28,일,11,55
2013-04-28,일,12,45
2013-04-28,일,13,43
2013-04-28,일,14,39
2013-04-28,일,15,35
2013-04-28,일,16,34
2013-04-28,일,17,37
2013-04-28,일,18,39
2013-04-28,일,19,49
2013-04-28,일,20,60
2013-04-28,일,21,69
2013-04-28,일,22,74
2013-04-28,일,23,66
2013-04-28,일,24,60
2013-04-29,월,01,50
2013-04-29,월,02,43
2013-04-29,월,03,39
2013-04-29,월,04,39
2013-04-29,월,05,37
2013-04-29,월,07,42
2013-04-29,월,07,62
2013-04-29,월,08,86
2013-04-29,월,09,69
2013-04-29,월,10,52
2013-04-29,월,11,49
2013-04-29,월,12,44
2013-04-29,월,13,41
2013-04-29,월,14,42
2013-04-29,월,15,44
2013-04-29,월,16,37
2013-04-29,월,17,40
2013-04-29,월,18,42
2013-04-29,월,19,55
2013-04-29,월,20,65
2013-04-29,월,21,79
2013-04-29,월,22,79
2013-04-29,월,23,79
2013-04-29,월,24,71
2013-04-30,화,01,55
2013-04-30,화,02,52
2013-04-30,화,03,46
2013-04-30,화,04,47
2013-04-30,화,05,46
2013-04-30,화,07,51
2013-04-30,화,07,68
2013-04-30,화,08,85
2013-04-30,화,09,56
2013-04-30,화,10,45
2013-04-30,화,11,36
2013-04-30,화,12,33
2013-04-30,화,13,30
2013-04-30,화,14,29
2013-04-30,화,15,27
2013-04-30,화,16,30
2013-04-30,화,17,32
2013-04-30,화,18,37
2013-04-30,화,19,48
2013-04-30,화,20,54
2013-04-30,화,21,63
2013-04-30,화,22,74
2013-04-30,화,23,67
2013-04-30,화,24,69
2013-05-01,수,01,55
2013-05-01,수,02,49
2013-05-01,수,03,47
2013-05-01,수,04,45
2013-05-01,수,05,45
2013-05-01,수,07,48
2013-05-01,수,07,58
2013-05-01,수,08,76
2013-05-01,수,09,54
2013-05-01,수,10,47
2013-05-01,수,11,40
2013-05-01,수,12,39
2013-05-01,수,13,31
2013-05-01,수,14,33
2013-05-01,수,15,32
2013-05-01,수,16,30
2013-05-01,수,17,37
2013-05-01,수,18,47
2013-05-01,수,19,55
2013-05-01,수,20,68
2013-05-01,수,21,77
2013-05-01,수,22,74
2013-05-01,수,23,68
2013-05-01,수,24,63
2013-05-02,목,01,52
2013-05-02,목,02,45
2013-05-02,목,03,41
2013-05-02,목,04,43
2013-05-02,목,05,43
2013-05-02,목,07,47
2013-05-02,목,07,63
2013-05-02,목,08,80
2013-05-02,목,09,55
2013-05-02,목,10,38
2013-05-02,목,11,37
2013-05-02,목,12,28
2013-05-02,목,13,29
2013-05-02,목,14,30
2013-05-02,목,15,32
2013-05-02,목,16,27
2013-05-02,목,17,31
2013-05-02,목,18,34
2013-05-02,목,19,49
2013-05-02,목,20,59
2013-05-02,목,21,70
2013-05-02,목,22,73
2013-05-02,목,23,73
2013-05-02,목,24,68
2013-05-03,금,01,48
2013-05-03,금,02,46
2013-05-03,금,03,44
2013-05-03,금,04,45
2013-05-03,금,05,42
2013-05-03,금,07,46
2013-05-03,금,07,64
2013-05-03,금,08,83
2013-05-03,금,09,51
2013-05-03,금,10,38
2013-05-03,금,11,32
2013-05-03,금,12,27
2013-05-03,금,13,29
2013-05-03,금,14,27
2013-05-03,금,15,27
2013-05-03,금,16,25
2013-05-03,금,17,29
2013-05-03,금,18,35
2013-05-03,금,19,60
2013-05-03,금,20,66
2013-05-03,금,21,73
2013-05-03,금,22,74
2013-05-03,금,23,73
2013-05-03,금,24,66
2013-05-04,토,01,56
2013-05-04,토,02,49
2013-05-04,토,03,44
2013-05-04,토,04,44
2013-05-04,토,05,43
2013-05-04,토,07,46
2013-05-04,토,07,50
2013-05-04,토,08,54
2013-05-04,토,09,58
2013-05-04,토,10,54
2013-05-04,토,11,47
2013-05-04,토,12,41
2013-05-04,토,13,37
2013-05-04,토,14,33
2013-05-04,토,15,29
2013-05-04,토,16,28
2013-05-04,토,17,28
2013-05-04,토,18,34
2013-05-04,토,19,40
2013-05-04,토,20,48
2013-05-04,토,21,56
2013-05-04,토,22,64
2013-05-04,토,23,59
2013-05-04,토,24,57
2013-05-05,일,01,50
2013-05-05,일,02,44
2013-05-05,일,03,39
2013-05-05,일,04,41
2013-05-05,일,05,39
2013-05-05,일,07,42
2013-05-05,일,07,45
2013-05-05,일,08,47
2013-05-05,일,09,49
2013-05-05,일,10,53
2013-05-05,일,11,46
2013-05-05,일,12,38
2013-05-05,일,13,34
2013-05-05,일,14,31
2013-05-05,일,15,27
2013-05-05,일,16,27
2013-05-05,일,17,31
2013-05-05,일,18,38
2013-05-05,일,19,47
2013-05-05,일,20,56
2013-05-05,일,21,70
2013-05-05,일,22,76
2013-05-05,일,23,68
2013-05-05,일,24,59
2013-05-06,월,01,52
2013-05-06,월,02,43
2013-05-06,월,03,39
2013-05-06,월,04,39
2013-05-06,월,05,41
2013-05-06,월,07,43
2013-05-06,월,07,60
2013-05-06,월,08,78
2013-05-06,월,09,55
2013-05-06,월,10,35
2013-05-06,월,11,30
2013-05-06,월,12,28
2013-05-06,월,13,25
2013-05-06,월,14,25
2013-05-06,월,15,24
2013-05-06,월,16,25
2013-05-06,월,17,23
2013-05-06,월,18,31
2013-05-06,월,19,39
2013-05-06,월,20,51
2013-05-06,월,21,62
2013-05-06,월,22,65
2013-05-06,월,23,60
2013-05-06,월,24,51
2013-05-07,화,01,40
2013-05-07,화,02,33
2013-05-07,화,03,31
2013-05-07,화,04,30
2013-05-07,화,05,31
2013-05-07,화,07,34
2013-05-07,화,07,55
2013-05-07,화,08,75
2013-05-07,화,09,47
2013-05-07,화,10,34
2013-05-07,화,11,28
2013-05-07,화,12,26
2013-05-07,화,13,22
2013-05-07,화,14,21
2013-05-07,화,15,20
2013-05-07,화,16,21
2013-05-07,화,17,22
2013-05-07,화,18,27
2013-05-07,화,19,37
2013-05-07,화,20,43
2013-05-07,화,21,53
2013-05-07,화,22,60
2013-05-07,화,23,50
2013-05-07,화,24,48
2013-05-08,수,01,36
2013-05-08,수,02,30
2013-05-08,수,03,25
2013-05-08,수,04,26
2013-05-08,수,05,25
2013-05-08,수,07,29
2013-05-08,수,07,49
2013-05-08,수,08,70
2013-05-08,수,09,47
2013-05-08,수,10,32
2013-05-08,수,11,26
2013-05-08,수,12,24
2013-05-08,수,13,20
2013-05-08,수,14,21
2013-05-08,수,15,20
2013-05-08,수,16,22
2013-05-08,수,17,21
2013-05-08,수,18,28
2013-05-08,수,19,34
2013-05-08,수,20,40
2013-05-08,수,21,46
2013-05-08,수,22,53
2013-05-08,수,23,52
2013-05-08,수,24,45
2013-05-09,목,01,33
2013-05-09,목,02,24
2013-05-09,목,03,23
2013-05-09,목,04,25
2013-05-09,목,05,22
2013-05-09,목,07,28
2013-05-09,목,07,45
2013-05-09,목,08,67
2013-05-09,목,09,47
2013-05-09,목,10,31
2013-05-09,목,11,26
2013-05-09,목,12,24
2013-05-09,목,13,22
2013-05-09,목,14,23
2013-05-09,목,15,20
2013-05-09,목,16,21
2013-05-09,목,17,25
2013-05-09,목,18,25
2013-05-09,목,19,47
2013-05-09,목,20,54
2013-05-09,목,21,60
2013-05-09,목,22,58
2013-05-09,목,23,55
2013-05-09,목,24,45
2013-05-10,금,01,33
2013-05-10,금,02,28
2013-05-10,금,03,23
2013-05-10,금,04,24
2013-05-10,금,05,24
2013-05-10,금,07,25
2013-05-10,금,07,44
2013-05-10,금,08,68
2013-05-10,금,09,46
2013-05-10,금,10,33
2013-05-10,금,11,30
2013-05-10,금,12,26
2013-05-10,금,13,25
2013-05-10,금,14,25
2013-05-10,금,15,23
2013-05-10,금,16,23
2013-05-10,금,17,22
2013-05-10,금,18,27
2013-05-10,금,19,37
2013-05-10,금,20,43
2013-05-10,금,21,54
2013-05-10,금,22,55
2013-05-10,금,23,53
2013-05-10,금,24,49
2013-05-11,토,01,38
2013-05-11,토,02,34
2013-05-11,토,03,29
2013-05-11,토,04,28
2013-05-11,토,05,26
2013-05-11,토,07,29
2013-05-11,토,07,34
2013-05-11,토,08,40
2013-05-11,토,09,51
2013-05-11,토,10,47
2013-05-11,토,11,41
2013-05-11,토,12,34
2013-05-11,토,13,32
2013-05-11,토,14,25
2013-05-11,토,15,25
2013-05-11,토,16,21
2013-05-11,토,17,24
2013-05-11,토,18,27
2013-05-11,토,19,34
2013-05-11,토,20,37
2013-05-11,토,21,40
2013-05-11,토,22,47
2013-05-11,토,23,43
2013-05-11,토,24,39
2013-05-12,일,01,34
2013-05-12,일,02,26
2013-05-12,일,03,23
2013-05-12,일,04,22
2013-05-12,일,05,21
2013-05-12,일,07,25
2013-05-12,일,07,26
2013-05-12,일,08,32
2013-05-12,일,09,36
2013-05-12,일,10,43
2013-05-12,일,11,41
2013-05-12,일,12,36
2013-05-12,일,13,32
2013-05-12,일,14,29
2013-05-12,일,15,27
2013-05-12,일,16,27
2013-05-12,일,17,28
2013-05-12,일,18,29
2013-05-12,일,19,38
2013-05-12,일,20,41
2013-05-12,일,21,47
2013-05-12,일,22,56
2013-05-12,일,23,42
2013-05-12,일,24,38
2013-05-13,월,01,30
2013-05-13,월,02,18
2013-05-13,월,03,21
2013-05-13,월,04,19
2013-05-13,월,05,22
2013-05-13,월,07,24
2013-05-13,월,07,40
2013-05-13,월,08,67
2013-05-13,월,09,42
2013-05-13,월,10,33
2013-05-13,월,11,31
2013-05-13,월,12,30
2013-05-13,월,13,29
2013-05-13,월,14,24
2013-05-13,월,15,19
2013-05-13,월,16,24
2013-05-13,월,17,27
2013-05-13,월,18,29
2013-05-13,월,19,38
2013-05-13,월,20,38
2013-05-13,월,21,44
2013-05-13,월,22,44
2013-05-13,월,23,39
2013-05-13,월,24,32
2013-05-14,화,01,23
2013-05-14,화,02,16
2013-05-14,화,03,17
2013-05-14,화,04,15
2013-05-14,화,05,18
2013-05-14,화,07,18
2013-05-14,화,07,40
2013-05-14,화,08,61
2013-05-14,화,09,38
2013-05-14,화,10,30
2013-05-14,화,11,26
2013-05-14,화,12,21
2013-05-14,화,13,23
2013-05-14,화,14,17
2013-05-14,화,15,20
2013-05-14,화,16,19
2013-05-14,화,17,18
2013-05-14,화,18,21
2013-05-14,화,19,30
2013-05-14,화,20,33
2013-05-14,화,21,42
2013-05-14,화,22,44
2013-05-14,화,23,42
2013-05-14,화,24,31
2013-05-15,수,01,25
2013-05-15,수,02,17
2013-05-15,수,03,17
2013-05-15,수,04,13
2013-05-15,수,05,14
2013-05-15,수,07,17
2013-05-15,수,07,37
2013-05-15,수,08,60
2013-05-15,수,09,40
2013-05-15,수,10,29
2013-05-15,수,11,24
2013-05-15,수,12,22
2013-05-15,수,13,22
2013-05-15,수,14,19
2013-05-15,수,15,17
2013-05-15,수,16,17
2013-05-15,수,17,20
2013-05-15,수,18,21
