실적일자,요일,시간,청주 지역공급량(Gcal)
2010-01-01,금,01,178
2010-01-01,금,02,170
2010-01-01,금,03,165
2010-01-01,금,04,161
2010-01-01,금,05,162
2010-01-01,금,07,163
2010-01-01,금,07,166
2010-01-01,금,08,172
2010-01-01,금,09,171
2010-01-01,금,10,157
2010-01-01,금,11,134
2010-01-01,금,12,123
2010-01-01,금,13,115
2010-01-01,금,14,104
2010-01-01,금,15,105
2010-01-01,금,16,110
2010-01-01,금,17,127
2010-01-01,금,18,153
2010-01-01,금,19,173
2010-01-01,금,20,182
2010-01-01,금,21,183
2010-01-01,금,22,184
2010-01-01,금,23,182
2010-01-01,금,24,174
2010-01-02,토,01,157
2010-01-02,토,02,149
2010-01-02,토,03,147
2010-01-02,토,04,141
2010-01-02,토,05,140
2010-01-02,토,07,139
2010-01-02,토,07,142
2010-01-02,토,08,145
2010-01-02,토,09,148
2010-01-02,토,10,144
2010-01-02,토,11,132
2010-01-02,토,12,126
2010-01-02,토,13,123
2010-01-02,토,14,122
2010-01-02,토,15,119
2010-01-02,토,16,122
2010-01-02,토,17,129
2010-01-02,토,18,145
2010-01-02,토,19,158
2010-01-02,토,20,167
2010-01-02,토,21,174
2010-01-02,토,22,179
2010-01-02,토,23,181
2010-01-02,토,24,172
2010-01-03,일,01,165
2010-01-03,일,02,160
2010-01-03,일,03,155
2010-01-03,일,04,150
2010-01-03,일,05,147
2010-01-03,일,07,152
2010-01-03,일,07,152
2010-01-03,일,08,160
2010-01-03,일,09,164
2010-01-03,일,10,158
2010-01-03,일,11,141
2010-01-03,일,12,118
2010-01-03,일,13,109
2010-01-03,일,14,108
2010-01-03,일,15,105
2010-01-03,일,16,112
2010-01-03,일,17,126
2010-01-03,일,18,163
2010-01-03,일,19,185
2010-01-03,일,20,196
2010-01-03,일,21,202
2010-01-03,일,22,193
2010-01-03,일,23,186
2010-01-03,일,24,169
2010-01-04,월,01,161
2010-01-04,월,02,149
2010-01-04,월,03,142
2010-01-04,월,04,139
2010-01-04,월,05,137
2010-01-04,월,07,142
2010-01-04,월,07,158
2010-01-04,월,08,174
2010-01-04,월,09,174
2010-01-04,월,10,162
2010-01-04,월,11,138
2010-01-04,월,12,130
2010-01-04,월,13,131
2010-01-04,월,14,132
2010-01-04,월,15,126
2010-01-04,월,16,125
2010-01-04,월,17,152
2010-01-04,월,18,171
2010-01-04,월,19,185
2010-01-04,월,20,195
2010-01-04,월,21,196
2010-01-04,월,22,203
2010-01-04,월,23,191
2010-01-04,월,24,176
2010-01-05,화,01,162
2010-01-05,화,02,151
2010-01-05,화,03,149
2010-01-05,화,04,148
2010-01-05,화,05,147
2010-01-05,화,07,156
2010-01-05,화,07,163
2010-01-05,화,08,181
2010-01-05,화,09,178
2010-01-05,화,10,154
2010-01-05,화,11,143
2010-01-05,화,12,121
2010-01-05,화,13,113
2010-01-05,화,14,118
2010-01-05,화,15,120
2010-01-05,화,16,121
2010-01-05,화,17,140
2010-01-05,화,18,170
2010-01-05,화,19,199
2010-01-05,화,20,208
2010-01-05,화,21,209
2010-01-05,화,22,211
2010-01-05,화,23,208
2010-01-05,화,24,200
2010-01-06,수,01,180
2010-01-06,수,02,177
2010-01-06,수,03,162
2010-01-06,수,04,162
2010-01-06,수,05,163
2010-01-06,수,07,170
2010-01-06,수,07,178
2010-01-06,수,08,203
2010-01-06,수,09,195
2010-01-06,수,10,162
2010-01-06,수,11,134
2010-01-06,수,12,124
2010-01-06,수,13,116
2010-01-06,수,14,107
2010-01-06,수,15,112
2010-01-06,수,16,118
2010-01-06,수,17,142
2010-01-06,수,18,184
2010-01-06,수,19,211
2010-01-06,수,20,212
2010-01-06,수,21,216
2010-01-06,수,22,217
2010-01-06,수,23,213
2010-01-06,수,24,203
2010-01-07,목,01,188
2010-01-07,목,02,179
2010-01-07,목,03,161
2010-01-07,목,04,161
2010-01-07,목,05,164
2010-01-07,목,07,164
2010-01-07,목,07,185
2010-01-07,목,08,190
2010-01-07,목,09,194
2010-01-07,목,10,171
2010-01-07,목,11,144
2010-01-07,목,12,125
2010-01-07,목,13,113
2010-01-07,목,14,111
2010-01-07,목,15,111
2010-01-07,목,16,119
2010-01-07,목,17,139
2010-01-07,목,18,177
2010-01-07,목,19,201
2010-01-07,목,20,214
2010-01-07,목,21,216
2010-01-07,목,22,222
2010-01-07,목,23,215
2010-01-07,목,24,217
2010-01-08,금,01,196
2010-01-08,금,02,179
2010-01-08,금,03,173
2010-01-08,금,04,162
2010-01-08,금,05,158
2010-01-08,금,07,170
2010-01-08,금,07,192
2010-01-08,금,08,201
2010-01-08,금,09,206
2010-01-08,금,10,178
2010-01-08,금,11,147
2010-01-08,금,12,124
2010-01-08,금,13,118
2010-01-08,금,14,111
2010-01-08,금,15,102
2010-01-08,금,16,105
2010-01-08,금,17,127
2010-01-08,금,18,158
2010-01-08,금,19,199
2010-01-08,금,20,207
2010-01-08,금,21,209
2010-01-08,금,22,209
2010-01-08,금,23,209
2010-01-08,금,24,255
2010-01-09,토,01,183
2010-01-09,토,02,181
2010-01-09,토,03,171
2010-01-09,토,04,162
2010-01-09,토,05,149
2010-01-09,토,07,158
2010-01-09,토,07,175
2010-01-09,토,08,180
2010-01-09,토,09,184
2010-01-09,토,10,158
2010-01-09,토,11,147
2010-01-09,토,12,138
2010-01-09,토,13,138
2010-01-09,토,14,135
2010-01-09,토,15,138
2010-01-09,토,16,140
2010-01-09,토,17,145
2010-01-09,토,18,171
2010-01-09,토,19,195
2010-01-09,토,20,192
2010-01-09,토,21,185
2010-01-09,토,22,184
2010-01-09,토,23,184
2010-01-09,토,24,182
2010-01-10,일,01,174
2010-01-10,일,02,168
2010-01-10,일,03,159
2010-01-10,일,04,160
2010-01-10,일,05,150
2010-01-10,일,07,153
2010-01-10,일,07,162
2010-01-10,일,08,165
2010-01-10,일,09,171
2010-01-10,일,10,167
2010-01-10,일,11,149
2010-01-10,일,12,137
2010-01-10,일,13,122
2010-01-10,일,14,111
2010-01-10,일,15,119
2010-01-10,일,16,126
2010-01-10,일,17,126
2010-01-10,일,18,173
2010-01-10,일,19,192
2010-01-10,일,20,181
2010-01-10,일,21,207
2010-01-10,일,22,210
2010-01-10,일,23,198
2010-01-10,일,24,183
2010-01-11,월,01,172
2010-01-11,월,02,163
2010-01-11,월,03,154
2010-01-11,월,04,152
2010-01-11,월,05,157
2010-01-11,월,07,156
2010-01-11,월,07,167
2010-01-11,월,08,181
2010-01-11,월,09,172
2010-01-11,월,10,148
2010-01-11,월,11,129
2010-01-11,월,12,115
2010-01-11,월,13,115
2010-01-11,월,14,123
2010-01-11,월,15,122
2010-01-11,월,16,134
2010-01-11,월,17,140
2010-01-11,월,18,165
2010-01-11,월,19,186
2010-01-11,월,20,183
2010-01-11,월,21,193
2010-01-11,월,22,205
2010-01-11,월,23,200
2010-01-11,월,24,193
2010-01-12,화,01,182
2010-01-12,화,02,170
2010-01-12,화,03,161
2010-01-12,화,04,155
2010-01-12,화,05,154
2010-01-12,화,07,161
2010-01-12,화,07,170
2010-01-12,화,08,189
2010-01-12,화,09,186
2010-01-12,화,10,164
2010-01-12,화,11,142
2010-01-12,화,12,121
2010-01-12,화,13,110
2010-01-12,화,14,110
2010-01-12,화,15,107
2010-01-12,화,16,117
2010-01-12,화,17,142
2010-01-12,화,18,179
2010-01-12,화,19,198
2010-01-12,화,20,211
2010-01-12,화,21,213
2010-01-12,화,22,213
2010-01-12,화,23,217
2010-01-12,화,24,205
2010-01-13,수,01,189
2010-01-13,수,02,176
2010-01-13,수,03,168
2010-01-13,수,04,162
2010-01-13,수,05,165
2010-01-13,수,07,171
2010-01-13,수,07,185
2010-01-13,수,08,197
2010-01-13,수,09,193
2010-01-13,수,10,173
2010-01-13,수,11,150
2010-01-13,수,12,136
2010-01-13,수,13,119
2010-01-13,수,14,115
2010-01-13,수,15,118
2010-01-13,수,16,133
2010-01-13,수,17,146
2010-01-13,수,18,174
2010-01-13,수,19,208
2010-01-13,수,20,225
2010-01-13,수,21,225
2010-01-13,수,22,226
2010-01-13,수,23,222
2010-01-13,수,24,214
2010-01-14,목,01,204
2010-01-14,목,02,201
2010-01-14,목,03,187
2010-01-14,목,04,179
2010-01-14,목,05,175
2010-01-14,목,07,177
2010-01-14,목,07,191
2010-01-14,목,08,203
2010-01-14,목,09,197
2010-01-14,목,10,182
2010-01-14,목,11,157
2010-01-14,목,12,141
2010-01-14,목,13,119
2010-01-14,목,14,115
2010-01-14,목,15,123
2010-01-14,목,16,134
2010-01-14,목,17,148
2010-01-14,목,18,170
2010-01-14,목,19,202
2010-01-14,목,20,217
2010-01-14,목,21,223
2010-01-14,목,22,225
2010-01-14,목,23,219
2010-01-14,목,24,199
2010-01-15,금,01,187
2010-01-15,금,02,176
2010-01-15,금,03,172
2010-01-15,금,04,162
2010-01-15,금,05,160
2010-01-15,금,07,165
2010-01-15,금,07,172
2010-01-15,금,08,178
2010-01-15,금,09,187
2010-01-15,금,10,178
2010-01-15,금,11,154
2010-01-15,금,12,134
2010-01-15,금,13,119
2010-01-15,금,14,115
2010-01-15,금,15,112
2010-01-15,금,16,118
2010-01-15,금,17,130
2010-01-15,금,18,155
2010-01-15,금,19,183
2010-01-15,금,20,201
2010-01-15,금,21,209
2010-01-15,금,22,215
2010-01-15,금,23,214
2010-01-15,금,24,198
2010-01-16,토,01,190
2010-01-16,토,02,178
2010-01-16,토,03,170
2010-01-16,토,04,160
2010-01-16,토,05,161
2010-01-16,토,07,165
2010-01-16,토,07,173
2010-01-16,토,08,192
2010-01-16,토,09,191
2010-01-16,토,10,180
2010-01-16,토,11,143
2010-01-16,토,12,124
2010-01-16,토,13,110
2010-01-16,토,14,104
2010-01-16,토,15,104
2010-01-16,토,16,108
2010-01-16,토,17,123
2010-01-16,토,18,153
2010-01-16,토,19,183
2010-01-16,토,20,194
2010-01-16,토,21,197
2010-01-16,토,22,200
2010-01-16,토,23,198
2010-01-16,토,24,189
2010-01-17,일,01,174
2010-01-17,일,02,174
2010-01-17,일,03,162
2010-01-17,일,04,158
2010-01-17,일,05,166
2010-01-17,일,07,167
2010-01-17,일,07,169
2010-01-17,일,08,172
2010-01-17,일,09,179
2010-01-17,일,10,161
2010-01-17,일,11,138
2010-01-17,일,12,118
2010-01-17,일,13,115
2010-01-17,일,14,104
2010-01-17,일,15,101
2010-01-17,일,16,106
2010-01-17,일,17,122
2010-01-17,일,18,158
2010-01-17,일,19,190
2010-01-17,일,20,205
2010-01-17,일,21,206
2010-01-17,일,22,203
2010-01-17,일,23,199
2010-01-17,일,24,189
2010-01-18,월,01,168
2010-01-18,월,02,160
2010-01-18,월,03,153
2010-01-18,월,04,151
2010-01-18,월,05,149
2010-01-18,월,07,153
2010-01-18,월,07,173
2010-01-18,월,08,193
2010-01-18,월,09,181
2010-01-18,월,10,147
2010-01-18,월,11,122
2010-01-18,월,12,105
2010-01-18,월,13,96
2010-01-18,월,14,94
2010-01-18,월,15,106
2010-01-18,월,16,105
2010-01-18,월,17,115
2010-01-18,월,18,139
2010-01-18,월,19,161
2010-01-18,월,20,185
2010-01-18,월,21,189
2010-01-18,월,22,190
2010-01-18,월,23,187
2010-01-18,월,24,178
2010-01-19,화,01,167
2010-01-19,화,02,154
2010-01-19,화,03,145
2010-01-19,화,04,141
2010-01-19,화,05,142
2010-01-19,화,07,143
2010-01-19,화,07,151
2010-01-19,화,08,170
2010-01-19,화,09,169
2010-01-19,화,10,143
2010-01-19,화,11,117
2010-01-19,화,12,111
2010-01-19,화,13,94
2010-01-19,화,14,97
2010-01-19,화,15,97
2010-01-19,화,16,100
2010-01-19,화,17,112
2010-01-19,화,18,129
2010-01-19,화,19,145
2010-01-19,화,20,155
2010-01-19,화,21,160
2010-01-19,화,22,163
2010-01-19,화,23,163
2010-01-19,화,24,152
2010-01-20,수,01,137
2010-01-20,수,02,126
2010-01-20,수,03,116
2010-01-20,수,04,116
2010-01-20,수,05,116
2010-01-20,수,07,118
2010-01-20,수,07,125
2010-01-20,수,08,141
2010-01-20,수,09,139
2010-01-20,수,10,119
2010-01-20,수,11,108
2010-01-20,수,12,98
2010-01-20,수,13,94
2010-01-20,수,14,93
2010-01-20,수,15,93
2010-01-20,수,16,90
2010-01-20,수,17,95
2010-01-20,수,18,103
2010-01-20,수,19,121
2010-01-20,수,20,133
2010-01-20,수,21,136
2010-01-20,수,22,150
2010-01-20,수,23,146
2010-01-20,수,24,135
2010-01-21,목,01,128
2010-01-21,목,02,123
2010-01-21,목,03,120
2010-01-21,목,04,125
2010-01-21,목,05,125
2010-01-21,목,07,126
2010-01-21,목,07,138
2010-01-21,목,08,153
2010-01-21,목,09,149
2010-01-21,목,10,131
2010-01-21,목,11,115
2010-01-21,목,12,98
2010-01-21,목,13,94
2010-01-21,목,14,91
2010-01-21,목,15,94
2010-01-21,목,16,96
2010-01-21,목,17,111
2010-01-21,목,18,133
2010-01-21,목,19,170
2010-01-21,목,20,181
2010-01-21,목,21,191
2010-01-21,목,22,189
2010-01-21,목,23,183
2010-01-21,목,24,173
2010-01-22,금,01,163
2010-01-22,금,02,155
2010-01-22,금,03,139
2010-01-22,금,04,140
2010-01-22,금,05,138
2010-01-22,금,07,146
2010-01-22,금,07,160
2010-01-22,금,08,171
2010-01-22,금,09,165
2010-01-22,금,10,140
2010-01-22,금,11,125
2010-01-22,금,12,110
2010-01-22,금,13,102
2010-01-22,금,14,97
2010-01-22,금,15,105
2010-01-22,금,16,98
2010-01-22,금,17,114
2010-01-22,금,18,136
2010-01-22,금,19,166
2010-01-22,금,20,191
2010-01-22,금,21,193
2010-01-22,금,22,200
2010-01-22,금,23,193
2010-01-22,금,24,180
2010-01-23,토,01,171
2010-01-23,토,02,158
2010-01-23,토,03,146
2010-01-23,토,04,138
2010-01-23,토,05,135
2010-01-23,토,07,141
2010-01-23,토,07,151
2010-01-23,토,08,159
2010-01-23,토,09,154
2010-01-23,토,10,138
2010-01-23,토,11,116
2010-01-23,토,12,106
2010-01-23,토,13,88
2010-01-23,토,14,101
2010-01-23,토,15,96
2010-01-23,토,16,101
2010-01-23,토,17,105
2010-01-23,토,18,131
2010-01-23,토,19,154
2010-01-23,토,20,170
2010-01-23,토,21,184
2010-01-23,토,22,182
2010-01-23,토,23,182
2010-01-23,토,24,169
2010-01-24,일,01,160
2010-01-24,일,02,145
2010-01-24,일,03,132
2010-01-24,일,04,127
2010-01-24,일,05,128
2010-01-24,일,07,130
2010-01-24,일,07,135
2010-01-24,일,08,144
2010-01-24,일,09,150
2010-01-24,일,10,137
2010-01-24,일,11,115
2010-01-24,일,12,97
2010-01-24,일,13,86
2010-01-24,일,14,94
2010-01-24,일,15,92
2010-01-24,일,16,94
2010-01-24,일,17,108
2010-01-24,일,18,133
2010-01-24,일,19,156
2010-01-24,일,20,168
2010-01-24,일,21,185
2010-01-24,일,22,181
2010-01-24,일,23,165
2010-01-24,일,24,151
2010-01-25,월,01,136
2010-01-25,월,02,128
2010-01-25,월,03,119
2010-01-25,월,04,109
2010-01-25,월,05,114
2010-01-25,월,07,120
2010-01-25,월,07,130
2010-01-25,월,08,141
2010-01-25,월,09,143
2010-01-25,월,10,127
2010-01-25,월,11,117
2010-01-25,월,12,110
2010-01-25,월,13,98
2010-01-25,월,14,92
2010-01-25,월,15,97
2010-01-25,월,16,105
2010-01-25,월,17,119
2010-01-25,월,18,143
2010-01-25,월,19,180
2010-01-25,월,20,190
2010-01-25,월,21,196
2010-01-25,월,22,196
2010-01-25,월,23,186
2010-01-25,월,24,173
2010-01-26,화,01,164
2010-01-26,화,02,153
2010-01-26,화,03,147
2010-01-26,화,04,144
2010-01-26,화,05,148
2010-01-26,화,07,151
2010-01-26,화,07,162
2010-01-26,화,08,172
2010-01-26,화,09,167
2010-01-26,화,10,140
2010-01-26,화,11,116
2010-01-26,화,12,102
2010-01-26,화,13,94
2010-01-26,화,14,83
2010-01-26,화,15,86
2010-01-26,화,16,91
2010-01-26,화,17,96
2010-01-26,화,18,119
2010-01-26,화,19,153
2010-01-26,화,20,167
2010-01-26,화,21,178
2010-01-26,화,22,184
2010-01-26,화,23,188
2010-01-26,화,24,173
2010-01-27,수,01,163
2010-01-27,수,02,150
2010-01-27,수,03,138
2010-01-27,수,04,136
2010-01-27,수,05,134
2010-01-27,수,07,138
2010-01-27,수,07,150
2010-01-27,수,08,158
2010-01-27,수,09,161
2010-01-27,수,10,144
2010-01-27,수,11,109
2010-01-27,수,12,93
2010-01-27,수,13,90
2010-01-27,수,14,95
2010-01-27,수,15,101
2010-01-27,수,16,112
2010-01-27,수,17,125
2010-01-27,수,18,139
2010-01-27,수,19,154
2010-01-27,수,20,161
2010-01-27,수,21,165
2010-01-27,수,22,167
2010-01-27,수,23,163
2010-01-27,수,24,148
2010-01-28,목,01,127
2010-01-28,목,02,119
2010-01-28,목,03,111
2010-01-28,목,04,110
2010-01-28,목,05,110
2010-01-28,목,07,111
2010-01-28,목,07,139
2010-01-28,목,08,146
2010-01-28,목,09,144
2010-01-28,목,10,124
2010-01-28,목,11,111
2010-01-28,목,12,99
2010-01-28,목,13,92
2010-01-28,목,14,92
2010-01-28,목,15,86
2010-01-28,목,16,86
2010-01-28,목,17,99
2010-01-28,목,18,116
2010-01-28,목,19,145
2010-01-28,목,20,164
2010-01-28,목,21,175
2010-01-28,목,22,178
2010-01-28,목,23,175
2010-01-28,목,24,166
2010-01-29,금,01,155
2010-01-29,금,02,147
2010-01-29,금,03,135
2010-01-29,금,04,127
2010-01-29,금,05,139
2010-01-29,금,07,143
2010-01-29,금,07,148
2010-01-29,금,08,167
2010-01-29,금,09,152
2010-01-29,금,10,130
2010-01-29,금,11,121
2010-01-29,금,12,100
2010-01-29,금,13,90
2010-01-29,금,14,87
2010-01-29,금,15,86
2010-01-29,금,16,86
2010-01-29,금,17,94
2010-01-29,금,18,116
2010-01-29,금,19,151
2010-01-29,금,20,162
2010-01-29,금,21,171
2010-01-29,금,22,171
2010-01-29,금,23,173
2010-01-29,금,24,165
2010-01-30,토,01,153
2010-01-30,토,02,144
2010-01-30,토,03,133
2010-01-30,토,04,128
2010-01-30,토,05,126
2010-01-30,토,07,131
2010-01-30,토,07,132
2010-01-30,토,08,154
2010-01-30,토,09,135
2010-01-30,토,10,127
2010-01-30,토,11,109
2010-01-30,토,12,99
2010-01-30,토,13,82
2010-01-30,토,14,80
2010-01-30,토,15,80
2010-01-30,토,16,87
2010-01-30,토,17,99
2010-01-30,토,18,120
2010-01-30,토,19,146
2010-01-30,토,20,149
2010-01-30,토,21,158
2010-01-30,토,22,158
2010-01-30,토,23,165
2010-01-30,토,24,155
2010-01-31,일,01,147
2010-01-31,일,02,130
2010-01-31,일,03,128
2010-01-31,일,04,123
2010-01-31,일,05,125
2010-01-31,일,07,123
2010-01-31,일,07,128
2010-01-31,일,08,133
2010-01-31,일,09,137
2010-01-31,일,10,126
2010-01-31,일,11,110
2010-01-31,일,12,91
2010-01-31,일,13,80
2010-01-31,일,14,81
2010-01-31,일,15,70
2010-01-31,일,16,79
2010-01-31,일,17,86
2010-01-31,일,18,110
2010-01-31,일,19,135
2010-01-31,일,20,151
2010-01-31,일,21,165
2010-01-31,일,22,162
2010-01-31,일,23,172
2010-01-31,일,24,152
2010-02-01,월,01,132
2010-02-01,월,02,128
2010-02-01,월,03,118
2010-02-01,월,04,113
2010-02-01,월,05,111
2010-02-01,월,07,114
2010-02-01,월,07,122
2010-02-01,월,08,136
2010-02-01,월,09,132
2010-02-01,월,10,113
2010-02-01,월,11,109
2010-02-01,월,12,95
2010-02-01,월,13,93
2010-02-01,월,14,88
2010-02-01,월,15,90
2010-02-01,월,16,90
2010-02-01,월,17,94
2010-02-01,월,18,122
2010-02-01,월,19,154
2010-02-01,월,20,165
2010-02-01,월,21,172
2010-02-01,월,22,175
2010-02-01,월,23,177
2010-02-01,월,24,161
2010-02-02,화,01,152
2010-02-02,화,02,143
2010-02-02,화,03,133
2010-02-02,화,04,130
2010-02-02,화,05,131
2010-02-02,화,07,138
2010-02-02,화,07,150
2010-02-02,화,08,163
2010-02-02,화,09,154
2010-02-02,화,10,124
2010-02-02,화,11,110
2010-02-02,화,12,101
2010-02-02,화,13,91
2010-02-02,화,14,91
2010-02-02,화,15,92
2010-02-02,화,16,104
2010-02-02,화,17,115
2010-02-02,화,18,146
2010-02-02,화,19,169
2010-02-02,화,20,198
2010-02-02,화,21,204
2010-02-02,화,22,213
2010-02-02,화,23,203
2010-02-02,화,24,183
2010-02-03,수,01,163
2010-02-03,수,02,154
2010-02-03,수,03,142
2010-02-03,수,04,138
2010-02-03,수,05,145
2010-02-03,수,07,154
2010-02-03,수,07,166
2010-02-03,수,08,177
2010-02-03,수,09,165
2010-02-03,수,10,139
2010-02-03,수,11,121
2010-02-03,수,12,103
2010-02-03,수,13,101
2010-02-03,수,14,100
2010-02-03,수,15,107
2010-02-03,수,16,111
2010-02-03,수,17,129
2010-02-03,수,18,149
2010-02-03,수,19,193
2010-02-03,수,20,200
2010-02-03,수,21,206
2010-02-03,수,22,208
2010-02-03,수,23,209
2010-02-03,수,24,194
2010-02-04,목,01,177
2010-02-04,목,02,165
2010-02-04,목,03,157
2010-02-04,목,04,148
2010-02-04,목,05,151
2010-02-04,목,07,153
2010-02-04,목,07,158
2010-02-04,목,08,179
2010-02-04,목,09,169
2010-02-04,목,10,142
2010-02-04,목,11,114
2010-02-04,목,12,105
2010-02-04,목,13,84
2010-02-04,목,14,98
2010-02-04,목,15,98
2010-02-04,목,16,99
2010-02-04,목,17,109
2010-02-04,목,18,124
2010-02-04,목,19,162
2010-02-04,목,20,180
2010-02-04,목,21,183
2010-02-04,목,22,194
2010-02-04,목,23,190
2010-02-04,목,24,168
2010-02-05,금,01,157
2010-02-05,금,02,143
2010-02-05,금,03,136
2010-02-05,금,04,131
2010-02-05,금,05,136
2010-02-05,금,07,145
2010-02-05,금,07,157
2010-02-05,금,08,178
2010-02-05,금,09,162
2010-02-05,금,10,117
2010-02-05,금,11,110
2010-02-05,금,12,98
2010-02-05,금,13,90
2010-02-05,금,14,99
2010-02-05,금,15,95
2010-02-05,금,16,97
2010-02-05,금,17,115
2010-02-05,금,18,135
2010-02-05,금,19,173
2010-02-05,금,20,194
2010-02-05,금,21,196
2010-02-05,금,22,197
2010-02-05,금,23,202
2010-02-05,금,24,184
2010-02-06,토,01,173
2010-02-06,토,02,162
2010-02-06,토,03,148
2010-02-06,토,04,147
2010-02-06,토,05,145
2010-02-06,토,07,150
2010-02-06,토,07,158
2010-02-06,토,08,164
2010-02-06,토,09,162
2010-02-06,토,10,134
2010-02-06,토,11,113
2010-02-06,토,12,103
2010-02-06,토,13,93
2010-02-06,토,14,90
2010-02-06,토,15,88
2010-02-06,토,16,86
2010-02-06,토,17,95
2010-02-06,토,18,121
2010-02-06,토,19,152
2010-02-06,토,20,167
2010-02-06,토,21,175
2010-02-06,토,22,178
2010-02-06,토,23,179
2010-02-06,토,24,172
2010-02-07,일,01,165
2010-02-07,일,02,152
2010-02-07,일,03,146
2010-02-07,일,04,142
2010-02-07,일,05,139
2010-02-07,일,07,142
2010-02-07,일,07,147
2010-02-07,일,08,151
2010-02-07,일,09,155
2010-02-07,일,10,137
2010-02-07,일,11,118
2010-02-07,일,12,97
2010-02-07,일,13,89
2010-02-07,일,14,84
2010-02-07,일,15,82
2010-02-07,일,16,93
2010-02-07,일,17,111
2010-02-07,일,18,139
2010-02-07,일,19,154
2010-02-07,일,20,167
2010-02-07,일,21,171
2010-02-07,일,22,164
2010-02-07,일,23,156
2010-02-07,일,24,146
2010-02-08,월,01,126
2010-02-08,월,02,121
2010-02-08,월,03,114
2010-02-08,월,04,112
2010-02-08,월,05,111
2010-02-08,월,07,119
2010-02-08,월,07,129
2010-02-08,월,08,139
2010-02-08,월,09,133
2010-02-08,월,10,118
2010-02-08,월,11,108
2010-02-08,월,12,104
2010-02-08,월,13,101
2010-02-08,월,14,101
2010-02-08,월,15,100
2010-02-08,월,16,102
2010-02-08,월,17,111
2010-02-08,월,18,126
2010-02-08,월,19,144
2010-02-08,월,20,156
2010-02-08,월,21,163
2010-02-08,월,22,163
2010-02-08,월,23,154
2010-02-08,월,24,144
2010-02-09,화,01,131
2010-02-09,화,02,115
2010-02-09,화,03,107
2010-02-09,화,04,103
2010-02-09,화,05,100
2010-02-09,화,07,111
2010-02-09,화,07,119
2010-02-09,화,08,146
2010-02-09,화,09,136
2010-02-09,화,10,113
2010-02-09,화,11,100
2010-02-09,화,12,96
2010-02-09,화,13,93
2010-02-09,화,14,90
2010-02-09,화,15,89
2010-02-09,화,16,104
2010-02-09,화,17,105
2010-02-09,화,18,112
2010-02-09,화,19,129
2010-02-09,화,20,145
2010-02-09,화,21,152
2010-02-09,화,22,154
2010-02-09,화,23,150
2010-02-09,화,24,144
2010-02-10,수,01,127
2010-02-10,수,02,116
2010-02-10,수,03,104
2010-02-10,수,04,99
2010-02-10,수,05,104
2010-02-10,수,07,104
2010-02-10,수,07,118
2010-02-10,수,08,139
2010-02-10,수,09,134
2010-02-10,수,10,113
2010-02-10,수,11,101
2010-02-10,수,12,93
2010-02-10,수,13,93
2010-02-10,수,14,94
2010-02-10,수,15,96
2010-02-10,수,16,103
2010-02-10,수,17,105
2010-02-10,수,18,113
2010-02-10,수,19,127
2010-02-10,수,20,140
2010-02-10,수,21,145
2010-02-10,수,22,152
2010-02-10,수,23,158
2010-02-10,수,24,142
2010-02-11,목,01,132
2010-02-11,목,02,121
2010-02-11,목,03,110
2010-02-11,목,04,107
2010-02-11,목,05,100
2010-02-11,목,07,113
2010-02-11,목,07,120
2010-02-11,목,08,153
2010-02-11,목,09,141
2010-02-11,목,10,123
2010-02-11,목,11,110
2010-02-11,목,12,103
2010-02-11,목,13,96
2010-02-11,목,14,99
2010-02-11,목,15,106
2010-02-11,목,16,109
2010-02-11,목,17,113
2010-02-11,목,18,120
2010-02-11,목,19,146
2010-02-11,목,20,147
2010-02-11,목,21,156
2010-02-11,목,22,157
2010-02-11,목,23,169
2010-02-11,목,24,156
2010-02-12,금,01,140
2010-02-12,금,02,126
2010-02-12,금,03,122
2010-02-12,금,04,117
2010-02-12,금,05,117
2010-02-12,금,07,116
2010-02-12,금,07,122
2010-02-12,금,08,159
2010-02-12,금,09,149
2010-02-12,금,10,125
2010-02-12,금,11,113
2010-02-12,금,12,104
2010-02-12,금,13,101
2010-02-12,금,14,100
2010-02-12,금,15,100
2010-02-12,금,16,104
2010-02-12,금,17,108
2010-02-12,금,18,117
2010-02-12,금,19,146
2010-02-12,금,20,156
2010-02-12,금,21,159
2010-02-12,금,22,163
2010-02-12,금,23,164
2010-02-12,금,24,154
2010-02-13,토,01,144
2010-02-13,토,02,138
2010-02-13,토,03,125
2010-02-13,토,04,124
2010-02-13,토,05,124
2010-02-13,토,07,121
2010-02-13,토,07,126
2010-02-13,토,08,127
2010-02-13,토,09,137
2010-02-13,토,10,134
2010-02-13,토,11,121
2010-02-13,토,12,109
2010-02-13,토,13,100
2010-02-13,토,14,94
2010-02-13,토,15,92
2010-02-13,토,16,95
2010-02-13,토,17,100
2010-02-13,토,18,116
2010-02-13,토,19,138
2010-02-13,토,20,148
2010-02-13,토,21,153
2010-02-13,토,22,154
2010-02-13,토,23,154
2010-02-13,토,24,148
2010-02-14,일,01,138
2010-02-14,일,02,124
2010-02-14,일,03,123
2010-02-14,일,04,117
2010-02-14,일,05,120
2010-02-14,일,07,121
2010-02-14,일,07,128
2010-02-14,일,08,140
2010-02-14,일,09,133
2010-02-14,일,10,127
2010-02-14,일,11,124
2010-02-14,일,12,95
2010-02-14,일,13,86
2010-02-14,일,14,93
2010-02-14,일,15,101
2010-02-14,일,16,110
2010-02-14,일,17,128
2010-02-14,일,18,136
